Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Захаровская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8204	717	587	275	183	101	171	353	226	198	774	1423	1145	156	556	230	140	142	602	225									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6890	550	450	300	190	100	170	270	220	200	600	1100	900	150	450	230	140	140	500	230									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3469	258	238	131	120	58	83	188	122	98	279	535	414	109	258	118	83	54	188	135									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	822	25	38	62	20	19	48	24	16	20	19	135	65	14	77	41	8	47	119	25									
6	Число погашенных избирательных бюллетеней	2599	267	174	107	50	23	39	58	82	82	302	430	421	27	115	71	49	39	193	70									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	822	25	38	62	20	19	48	24	16	20	19	135	65	14	77	41	8	47	119	25									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3469	258	238	131	120	58	83	188	122	98	279	535	414	109	258	118	83	54	188	135									
9	Число недействительных избирательных бюллетеней	63	5	6	1	2	0	1	0	0	1	5	8	12	2	2	6	3	0	8	1									
10	Число действительных избирательных бюллетеней	4228	278	270	192	138	77	130	212	138	117	293	662	467	121	333	153	88	101	299	159									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	125	10	4	24	7	2	2	3	3	2	10	20	15	2	4	3	2	2	4	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	89	10	0	24	7	0	0	3	0	0	2	20	7	0	4	1	0	1	4	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	29	0	0	3	2	1	2	0	1	2	1	4	1	2	2	3	1	1	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	36	0	4	0	0	2	2	0	3	2	8	0	8	2	0	2	2	1	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	1	0	0	0	0	0	0	0	1	3	0	0	0	1	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	39	2	1	4	4	1	0	4	1	0	1	6	5	2	2	2	1	0	3	0									
		0.91%	0.71%	0.36%	2.07%	2.86%	1.30%	0.00%	1.89%	0.72%	0.00%	0.34%	0.90%	1.04%	1.63%	0.60%	1.26%	1.10%	0.00%	0.98%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	127	7	6	14	2	2	1	4	0	0	11	20	16	1	20	5	0	1	12	5									
		2.96%	2.47%	2.17%	7.25%	1.43%	2.60%	0.76%	1.89%	0.00%	0.00%	3.69%	2.99%	3.34%	0.81%	5.97%	3.14%	0.00%	0.99%	3.91%	3.13%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	68	1	4	8	0	0	1	1	0	2	7	13	12	2	6	0	0	0	7	4									
		1.58%	0.35%	1.45%	4.15%	0.00%	0.00%	0.76%	0.47%	0.00%	1.69%	2.35%	1.94%	2.51%	1.63%	1.79%	0.00%	0.00%	0.00%	2.28%	2.50%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2707	169	167	120	105	66	96	142	103	79	152	452	235	82	191	96	66	82	186	118									
		63.09%	59.72%	60.51%	62.18%	75.00%	85.71%	73.28%	66.98%	74.64%	66.95%	51.01%	67.46%	49.06%	66.67%	57.01%	60.38%	72.53%	81.19%	60.59%	73.75%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	1	4	0	0	0	0	1	0	1	3	3	6	0	0	0	1	0	1	0									
		0.49%	0.35%	1.45%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.85%	1.01%	0.45%	1.25%	0.00%	0.00%	0.00%	1.10%	0.00%	0.33%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	3	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0									
		0.19%	1.06%	0.36%	0.00%	0.71%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	643	52	51	16	18	2	22	29	11	19	52	70	88	19	80	32	13	8	42	19									
		14.98%	18.37%	18.48%	8.29%	12.86%	2.60%	16.79%	13.68%	7.97%	16.10%	17.45%	10.45%	18.37%	15.45%	23.88%	20.13%	14.29%	7.92%	13.68%	11.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	1	0	1	2	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0									
		0.19%	0.35%	0.00%	0.52%	1.43%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.15%	0.21%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	1	0	0	0	0	0	0	0	0	2	2	3	1	1	0	0	0	3	0									
		0.30%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.30%	0.63%	0.81%	0.30%	0.00%	0.00%	0.00%	0.98%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.33%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	20	0	1	2	0	0	0	0	0	0	2	5	4	0	1	0	0	0	2	3									
		0.47%	0.00%	0.36%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.75%	0.84%	0.00%	0.30%	0.00%	0.00%	0.00%	0.65%	1.88%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	461	28	31	26	5	6	8	24	20	13	53	64	76	12	25	14	6	6	35	9									
		10.74%	9.89%	11.23%	13.47%	3.57%	7.79%	6.11%	11.32%	14.49%	11.02%	17.79%	9.55%	15.87%	9.76%	7.46%	8.81%	6.59%	5.94%	11.40%	5.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0									
		0.16%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	103	13	3	1	1	0	1	6	3	2	10	22	18	2	5	4	1	3	7	1									
		2.40%	4.59%	1.09%	0.52%	0.71%	0.00%	0.76%	2.83%	2.17%	1.69%	3.36%	3.28%	3.76%	1.63%	1.49%	2.52%	1.10%	2.97%	2.28%	0.63%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
