Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Район Западное Дегунино																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №3053	УИК №3054					
1	"Число избирателей, внесенных в списки"	48351	2920	2877	2717	2858	2775	1881	2684	2680	2438	2846	2706	2781	2481	2575	2746	2738	2681	2696	206	65					
2	"Число бюллетеней, полученных участковыми комиссиями"	45277	2800	2600	2500	2700	2600	1700	2500	2500	2300	2700	2500	2600	2300	2400	2600	2500	2500	2700	210	67					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	26214	1573	1577	1499	1554	1301	1072	1441	1508	1274	1618	1485	1537	1336	1432	1487	1533	1378	1338	206	65					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	948	44	59	63	77	57	37	51	38	55	55	21	102	60	60	65	20	29	55	0	0					
6	Число погашенных бюллетеней	18115	1183	964	938	1069	1242	591	1008	954	971	1027	994	961	904	908	1048	947	1093	1307	4	2					
7	Число бюллетеней в переносных ящиках для голосования	948	44	59	63	77	57	37	51	38	55	55	21	102	60	60	65	20	29	55	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	26176	1568	1577	1499	1548	1301	1072	1437	1508	1274	1618	1485	1537	1336	1432	1487	1513	1378	1335	206	65					
9	Число недействительных бюллетеней	351	23	36	16	30	13	17	24	16	5	11	16	29	40	18	17	20	13	4	3	0					
10	Число действительных бюллетеней	26773	1589	1600	1546	1595	1345	1092	1464	1530	1324	1662	1490	1610	1356	1474	1535	1513	1394	1386	203	65					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1080	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	544	20	40	34	47	24	19	26	41	33	33	36	27	27	39	24	27	17	30	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	380	23	21	19	22	31	28	21	15	27	21	13	25	22	19	34	27	12	0	0	0					
14	Число погашенных открепительных удостоверений	536	40	20	26	13	36	41	34	19	27	27	24	33	33	21	36	33	43	30	0	0					
15	Число открепительных удостоверений выданных ТИК	9	0	1	0	1	1	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	231	17	14	11	12	15	3	25	13	17	9	9	13	9	13	13	10	11	14	3	0					
		0.85%	1.05%	0.85%	0.70%	0.73%	1.10%	0.27%	1.68%	0.84%	1.27%	0.53%	0.59%	0.79%	0.64%	0.87%	0.83%	0.65%	0.78%	1.00%	1.45%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1676	73	99	100	73	78	76	89	120	107	125	108	129	96	68	97	127	61	48	2	0					
		6.17%	4.52%	6.05%	6.40%	4.49%	5.74%	6.85%	5.98%	7.76%	8.05%	7.47%	7.17%	7.87%	6.87%	4.55%	6.25%	8.28%	4.33%	3.45%	0.97%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	655	36	56	41	34	38	34	38	40	28	38	34	37	41	40	19	39	36	15	11	0					
		2.41%	2.23%	3.42%	2.62%	2.09%	2.79%	3.06%	2.55%	2.58%	2.10%	2.27%	2.25%	2.25%	2.93%	2.68%	1.22%	2.54%	2.55%	1.07%	5.33%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2081	130	130	128	147	99	109	82	119	109	153	128	156	96	83	142	115	70	70	15	0					
		7.67%	8.06%	7.94%	8.19%	9.04%	7.29%	9.82%	5.51%	7.69%	8.20%	9.14%	8.49%	9.51%	6.87%	5.56%	9.14%	7.50%	4.97%	5.03%	7.28%	0.0%					
22	"5. ""За Русь Святую"""	114	6	5	6	13	11	5	4	9	3	5	1	7	5	7	7	6	7	5	2	0					
		0.42%	0.37%	0.30%	0.38%	0.8%	0.81%	0.45%	0.26%	0.58%	0.22%	0.29%	0.06%	0.42%	0.35%	0.46%	0.45%	0.39%	0.49%	0.35%	0.97%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	69	2	1	3	2	2	2	2	3	5	4	18	3	3	1	4	4	7	3	0	0					
		0.25%	0.12%	0.06%	0.19%	0.12%	0.14%	0.18%	0.13%	0.19%	0.37%	0.23%	1.19%	0.18%	0.21%	0.06%	0.25%	0.26%	0.49%	0.21%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	457	25	31	32	29	14	13	21	24	28	32	31	28	15	20	34	37	20	21	2	0					
		1.68%	1.55%	1.89%	2.04%	1.78%	1.03%	1.17%	1.41%	1.55%	2.10%	1.91%	2.05%	1.70%	1.07%	1.34%	2.19%	2.41%	1.42%	1.51%	0.97%	0.0%					
25	"8. ""Народно-республиканская партия России"""	18	0	1	1	2	0	1	0	0	0	3	1	1	1	1	0	4	0	0	2	0					
		0.06%	0.0%	0.06%	0.06%	0.12%	0.0%	0.09%	0.0%	0.0%	0.0%	0.17%	0.06%	0.06%	0.07%	0.06%	0.0%	0.26%	0.0%	0.0%	0.97%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	202	11	13	14	11	6	11	10	6	9	14	16	14	8	10	6	15	13	14	1	0					
		0.74%	0.68%	0.79%	0.89%	0.67%	0.44%	0.99%	0.67%	0.38%	0.67%	0.83%	1.06%	0.85%	0.57%	0.67%	0.38%	0.97%	0.92%	1.00%	0.48%	0.0%					
27	"10. ""Аграрная партия России"""	392	20	19	14	21	15	20	23	25	21	22	22	26	28	33	19	19	19	20	5	1					
		1.44%	1.24%	1.16%	0.89%	1.29%	1.10%	1.80%	1.54%	1.61%	1.58%	1.31%	1.46%	1.58%	2.00%	2.21%	1.22%	1.23%	1.35%	1.43%	2.42%	1.53%					
28	"11. ""Истинные патриоты России"""	19	0	0	1	0	2	1	0	1	3	3	3	0	1	0	1	0	0	2	1	0					
		0.07%	0.0%	0.0%	0.06%	0.0%	0.14%	0.09%	0.0%	0.06%	0.22%	0.17%	0.19%	0.0%	0.07%	0.0%	0.06%	0.0%	0.0%	0.14%	0.48%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	262	10	15	14	15	21	13	12	17	19	15	12	12	19	19	16	13	13	7	0	0					
		0.96%	0.62%	0.91%	0.89%	0.92%	1.54%	1.17%	0.80%	1.09%	1.42%	0.89%	0.79%	0.73%	1.36%	1.27%	1.03%	0.84%	0.92%	0.50%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	34	1	2	2	3	1	0	1	3	0	2	2	2	3	3	1	2	2	0	4	0					
		0.12%	0.06%	0.12%	0.12%	0.18%	0.07%	0.0%	0.06%	0.19%	0.0%	0.11%	0.13%	0.12%	0.21%	0.20%	0.06%	0.13%	0.14%	0.0%	1.94%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	49	3	7	2	1	2	1	5	1	2	3	2	2	4	1	1	2	2	6	2	0					
		0.18%	0.18%	0.42%	0.12%	0.06%	0.14%	0.09%	0.33%	0.06%	0.15%	0.17%	0.13%	0.12%	0.28%	0.06%	0.06%	0.13%	0.14%	0.43%	0.97%	0.0%					
32	"15. ""Партия СЛОН"""	50	3	4	5	0	1	1	5	4	4	8	0	3	2	1	1	3	1	4	0	0					
		0.18%	0.18%	0.24%	0.32%	0.0%	0.07%	0.09%	0.33%	0.25%	0.30%	0.47%	0.0%	0.18%	0.14%	0.06%	0.06%	0.19%	0.07%	0.28%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3536	250	211	219	218	190	155	189	221	157	193	184	241	178	195	213	210	157	128	27	0					
		13.03%	15.50%	12.89%	14.02%	13.41%	13.99%	13.97%	12.70%	14.29%	11.81%	11.53%	12.21%	14.70%	12.75%	13.06%	13.72%	13.69%	11.15%	9.20%	13.10%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	36	2	2	0	2	2	0	0	2	1	4	3	3	2	1	2	2	5	3	0	0					
