Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Краснотуранская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12131	96	48	255	913	625	209	145	186	76	171	747	1286	1122	1167	1141	947	131	314	460	141	243	108	574	45	718	172	91									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11094	98	55	257	800	600	220	147	187	78	177	700	1100	1000	1000	1000	800	134	334	400	144	237	110	500	47	700	173	96									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4652	46	25	80	357	249	59	38	28	49	76	348	424	390	476	470	302	45	131	211	38	105	66	287	29	209	72	42									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	416	6	2	10	53	35	2	3	7	1	2	26	29	20	28	27	28	14	16	16	5	6	5	27	4	22	14	8									
6	Число погашенных избирательных бюллетеней	6026	46	28	167	390	316	159	106	152	28	99	326	647	590	496	503	470	75	187	173	101	126	39	186	14	469	87	46									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	416	6	2	10	53	35	2	3	7	1	2	26	29	20	28	27	28	14	16	16	5	6	5	27	4	22	14	8									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4652	46	25	80	357	249	59	38	28	49	76	348	424	390	476	470	302	45	131	211	38	105	66	287	29	209	72	42									
9	Число недействительных избирательных бюллетеней	113	0	0	2	9	5	0	2	0	0	1	14	9	8	7	12	11	0	4	4	1	4	2	7	0	6	4	1									
10	Число действительных избирательных бюллетеней	4955	52	27	88	401	279	61	39	35	50	77	360	444	402	497	485	319	59	143	223	42	107	69	307	33	225	82	49									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	5	5	10	20	15	5	5	5	5	5	15	25	25	25	25	15	5	10	10	5	10	5	15	5	15	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	37	0	0	0	3	3	0	0	0	0	0	5	5	5	6	5	1	0	0	0	1	0	0	1	0	2	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	47	1	0	2	2	4	1	0	2	3	1	3	5	2	5	2	4	1	0	2	1	1	1	2	0	1	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	263	5	5	10	17	12	5	5	5	5	5	10	20	20	19	20	14	5	10	10	4	10	5	14	5	13	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	44	1	0	1	5	1	0	0	0	1	0	1	4	1	8	6	2	0	0	0	1	0	2	3	0	5	2	0									
		0.87%	1.92%	0.00%	1.11%	1.22%	0.35%	0.00%	0.00%	0.00%	2.00%	0.00%	0.27%	0.88%	0.24%	1.59%	1.21%	0.61%	0.00%	0.00%	0.00%	2.33%	0.00%	2.82%	0.96%	0.00%	2.16%	2.33%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	193	0	0	3	23	8	7	2	2	4	0	8	17	21	20	18	15	1	3	7	4	7	3	9	0	5	6	0									
		3.81%	0.00%	0.00%	3.33%	5.61%	2.82%	11.48%	4.88%	5.71%	8.00%	0.00%	2.14%	3.75%	5.12%	3.97%	3.62%	4.55%	1.69%	2.04%	3.08%	9.30%	6.31%	4.23%	2.87%	0.00%	2.16%	6.98%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	115	3	0	4	10	12	2	0	2	0	2	13	12	7	7	7	8	1	0	4	0	3	2	8	0	7	1	0									
		2.27%	5.77%	0.00%	4.44%	2.44%	4.23%	3.28%	0.00%	5.71%	0.00%	2.56%	3.48%	2.65%	1.71%	1.39%	1.41%	2.42%	1.69%	0.00%	1.76%	0.00%	2.70%	2.82%	2.55%	0.00%	3.03%	1.16%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2148	35	24	47	149	157	17	23	22	16	58	173	150	142	159	169	127	40	78	84	26	42	42	174	20	113	40	21									
		42.38%	67.31%	88.89%	52.22%	36.34%	55.28%	27.87%	56.10%	62.86%	32.00%	74.36%	46.26%	33.11%	34.63%	31.55%	34.00%	38.48%	67.80%	53.06%	37.00%	60.47%	37.84%	59.15%	55.41%	60.61%	48.92%	46.51%	42.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	16	0	0	0	0	1	0	0	0	0	1	4	1	0	2	2	0	0	0	1	0	1	0	2	0	1	0	0									
		0.32%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	1.28%	1.07%	0.22%	0.00%	0.40%	0.40%	0.00%	0.00%	0.00%	0.44%	0.00%	0.90%	0.00%	0.64%	0.00%	0.43%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.44%	0.00%	0.00%	0.00%	0.00%	6.06%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	802	5	2	16	42	32	5	9	4	10	6	43	83	63	93	77	69	7	32	68	3	17	10	39	2	46	11	8									
		15.82%	9.62%	7.41%	17.78%	10.24%	11.27%	8.20%	21.95%	11.43%	20.00%	7.69%	11.50%	18.32%	15.37%	18.45%	15.49%	20.91%	11.86%	21.77%	29.96%	6.98%	15.32%	14.08%	12.42%	6.06%	19.91%	12.79%	16.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	1	0	0	0	1	0	0	0	0	0	0	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0									
		0.20%	1.92%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.73%	0.20%	0.20%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	1	0	0	3	0	0	0	0	0	0	1	3	3	2	0	3	0	1	0	0	1	0	1	0	0	0	0									
		0.37%	1.92%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.66%	0.73%	0.40%	0.00%	0.91%	0.00%	0.68%	0.00%	0.00%	0.90%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	1	0	0	1	0	0	0	0	1	0	1	2	0	0	0	1	0	2	0	0	1	0	0	0									
		0.20%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	2.44%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.20%	0.40%	0.00%	0.00%	0.00%	0.44%	0.00%	1.80%	0.00%	0.00%	3.03%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	0	0	0	1	0	0	0	0	0	0	1	4	2	6	4	2	0	1	0	0	0	0	4	1	1	0	0									
		0.53%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.88%	0.49%	1.19%	0.80%	0.61%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	1.27%	3.03%	0.43%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1393	6	0	15	151	57	23	3	4	18	9	100	150	148	180	183	77	9	23	50	8	32	9	59	3	37	19	20									
		27.49%	11.54%	0.00%	16.67%	36.83%	20.07%	37.70%	7.32%	11.43%	36.00%	11.54%	26.74%	33.11%	36.10%	35.71%	36.82%	23.33%	15.25%	15.65%	22.03%	18.60%	28.83%	12.68%	18.79%	9.09%	16.02%	22.09%	40.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	0	0	5	1	0	1	0	0	0	5	5	3	6	2	7	1	1	2	0	2	0	2	1	2	0	0									
		0.91%	0.00%	0.00%	0.00%	1.22%	0.35%	0.00%	2.44%	0.00%	0.00%	0.00%	1.34%	1.10%	0.73%	1.19%	0.40%	2.12%	1.69%	0.68%	0.88%	0.00%	1.80%	0.00%	0.64%	3.03%	0.87%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	126	0	1	2	11	9	6	0	1	1	1	11	12	9	12	14	7	0	3	5	0	0	1	6	3	8	3	0									
		2.49%	0.00%	3.70%	2.22%	2.68%	3.17%	9.84%	0.00%	2.86%	2.00%	1.28%	2.94%	2.65%	2.20%	2.38%	2.82%	2.12%	0.00%	2.04%	2.20%	0.00%	0.00%	1.41%	1.91%	9.09%	3.46%	3.49%	0.00%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
