Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Новоспасская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452					
1	"Число избирателей, внесенных в списки избирателей"	18057	1401	796	1405	1396	1604	2043	362	479	221	456	582	353	619	235	1211	482	556	367	127	705	135	232	1039	198	412	137	504					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18010	1330	772	1324	1340	1516	1961	371	491	246	476	610	363	640	230	1190	480	570	373	140	737	140	320	1090	210	400	160	530					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11014	822	464	788	773	1035	1249	212	314	162	334	374	210	378	93	751	274	288	204	67	424	65	184	768	150	228	97	306					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1345	64	33	66	64	76	52	19	27	7	35	18	55	69	80	69	44	83	26	13	123	45	15	97	30	61	17	57					
6	Число погашенных избирательных бюллетеней	5651	444	275	470	503	405	660	140	150	77	107	218	98	193	57	370	162	199	143	60	190	30	121	225	30	111	46	167					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1345	64	33	66	64	76	52	19	27	7	35	18	55	69	80	69	44	83	26	13	123	45	15	97	30	61	17	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11009	822	464	785	773	1033	1249	212	314	162	334	374	210	378	93	751	274	288	204	67	424	65	184	768	150	228	97	306					
9	Число недействительных избирательных бюллетеней	71	8	2	9	8	2	3	2	2	0	3	1	0	4	1	2	3	0	7	0	3	0	0	1	3	3	1	3					
10	Число действительных избирательных бюллетеней	12283	878	495	842	829	1107	1298	229	339	169	366	391	265	443	172	818	315	371	223	80	544	110	199	864	177	286	113	360					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	795	15	22	20	20	30	35	5	20	25	20	25	20	35	5	57	12	15	13	10	40	7	100	130	15	40	27	32					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	778	13	22	20	20	30	35	5	18	25	20	25	20	35	2	57	12	15	13	10	40	7	90	130	15	40	27	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	255	10	13	28	15	20	30	4	5	7	9	3	5	9	5	19	7	4	5	3	10	5	2	22	2	5	2	6					
14	Число погашенных неиспользованных открепительных удостоверений	17	2	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	225	14	7	12	16	12	13	4	6	5	2	27	4	11	1	12	11	5	0	8	14	1	7	14	1	9	1	8					
		1.82%	1.58%	1.41%	1.41%	1.91%	1.08%	0.99%	1.73%	1.76%	2.96%	0.54%	6.89%	1.51%	2.46%	0.58%	1.46%	3.46%	1.35%	0.00%	10.00%	2.56%	0.91%	3.52%	1.62%	0.56%	3.11%	0.88%	2.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	4	4	2	4	5	9	1	1	0	0	3	2	1	0	0	0	0	2	0	0	1	0	0	0	1	3	0					
		0.35%	0.45%	0.80%	0.24%	0.48%	0.45%	0.69%	0.43%	0.29%	0.00%	0.00%	0.77%	0.75%	0.22%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.35%	2.63%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	764	58	16	81	56	63	59	14	21	7	15	26	23	17	4	67	42	31	10	6	32	7	15	36	11	16	7	24					
		6.18%	6.55%	3.22%	9.52%	6.69%	5.68%	4.53%	6.06%	6.16%	4.14%	4.07%	6.63%	8.68%	3.80%	2.31%	8.17%	13.21%	8.36%	4.35%	7.50%	5.85%	6.36%	7.54%	4.16%	6.11%	5.54%	6.14%	6.61%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	1	1	1	0	6	3	0	1	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.15%	0.11%	0.20%	0.12%	0.00%	0.54%	0.23%	0.00%	0.29%	0.59%	0.00%	0.00%	0.75%	0.45%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	1	1	0	1	3	1	0	1	0	1	1	1	1	0	2	0	0	0	1	2	0	0	0	0	1	0	0					
