Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Новоспасская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388					
1	"Число избирателей, внесенных в список избирателей"	17571	1042	782	432	1321	1381	1525	2147	362	476	227	451	550	333	598	196	1175	455	562	429	688	119	244	1008	180	301	138	449					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18150	1050	800	440	1300	1400	1550	2150	350	500	250	450	600	350	640	200	1200	450	550	450	700	130	300	1130	200	350	160	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11064	612	507	265	788	822	971	1441	233	303	177	306	393	175	367	101	689	256	333	235	421	58	167	710	134	204	114	282					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1351	56	50	19	74	52	45	50	14	30	10	44	34	41	66	58	64	62	75	49	115	42	21	125	28	63	4	60					
6	Число погашенных избирательных бюллетеней	5735	382	243	156	438	526	534	659	103	167	63	100	173	134	207	41	447	132	142	166	164	30	112	295	38	83	42	158					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1351	56	50	19	74	52	45	50	14	30	10	44	34	41	66	58	64	62	75	49	115	42	21	125	28	63	4	60					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11062	612	507	265	788	822	971	1441	233	303	177	305	393	175	367	101	689	256	333	235	421	58	167	709	134	204	114	282					
9	Число недействительных избирательных бюллетеней	141	8	8	3	11	8	15	21	4	4	1	0	0	2	4	3	7	2	3	5	5	3	4	6	2	4	0	8					
10	Число действительных избирательных бюллетеней	12272	660	549	281	851	866	1001	1470	243	329	186	349	427	214	429	156	746	316	405	279	531	97	184	828	160	263	118	334					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	940	16	28	11	30	25	31	35	10	24	30	39	45	24	30	5	70	17	30	25	56	10	70	135	21	48	25	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	915	16	28	10	27	22	29	32	10	21	30	39	43	24	29	2	70	17	30	25	56	10	66	135	21	48	25	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	310	8	11	5	26	19	20	70	10	8	10	8	5	9	6	1	12	9	10	4	11	5	9	17	6	2	2	7					
14	Число погашенных неиспользованных открепительных удостоверений	25	0	0	1	3	3	2	3	0	3	0	0	2	0	1	3	0	0	0	0	0	0	4	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	60	1	4	4	4	6	3	10	1	4	1	3	7	0	1	1	1	0	0	0	3	0	3	2	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1646	86	86	41	126	108	138	191	36	33	18	38	57	22	69	17	133	39	47	41	107	9	24	86	6	27	21	40					
		13.26%	12.87%	15.44%	14.44%	14.62%	12.36%	13.58%	12.81%	14.57%	9.91%	9.63%	10.89%	13.35%	10.19%	15.94%	10.69%	17.66%	12.26%	11.52%	14.44%	19.96%	9.00%	12.77%	10.31%	3.70%	10.11%	17.80%	11.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1942	123	81	50	125	135	159	263	35	68	35	53	70	27	56	29	123	43	52	53	69	12	30	134	12	45	16	44					
