Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Ленинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23363	1602	1675	1171	1471	1710	1706	1539	669	803	1026	1447	1766	1175	422	751	575	288	132	387	796	571	223	549	470	439									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19690	1300	1300	1000	1200	1400	1400	1300	500	700	900	1200	1400	900	400	600	500	250	140	350	800	500	200	500	500	450									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8577	686	596	354	518	573	561	494	227	278	460	498	636	423	136	240	196	99	61	116	209	217	80	238	242	439									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1728	21	29	56	38	57	29	36	18	107	95	114	113	66	24	168	17	55	12	49	460	24	28	61	51	0									
6	Число погашенных избирательных бюллетеней	9383	593	675	590	643	770	810	769	255	315	345	588	651	411	240	192	287	96	67	185	131	259	92	201	207	11									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1728	21	29	56	38	57	29	36	18	107	95	114	113	66	24	168	17	55	12	49	460	24	28	61	51	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8575	685	596	354	518	573	561	494	227	278	460	497	636	423	136	240	196	99	61	116	209	217	80	238	242	439									
9	Число недействительных избирательных бюллетеней	222	22	12	11	18	12	9	4	8	7	17	14	13	14	6	7	6	2	3	0	3	7	1	3	6	17									
10	Число действительных избирательных бюллетеней	10081	684	613	399	538	618	581	526	237	378	538	597	736	475	154	401	207	152	70	165	666	234	107	296	287	422									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	600	30	30	30	30	30	30	30	20	20	30	30	30	30	20	30	30	15	10	10	30	30	15	20	20	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	297	19	21	7	22	25	15	17	3	5	30	6	16	9	10	15	12	2	8	1	23	2	1	8	20	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	177	4	0	5	4	9	9	3	3	1	2	3	5	5	1	0	3	2	5	6	4	0	1	3	2	97									
14	Число погашенных неиспользованных открепительных удостоверений	303	11	9	23	8	5	15	13	17	15	0	24	14	21	10	15	18	13	2	9	7	28	14	12	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	2	3	0	3	1	1	2	0	1	1	0	0	0	0	0	1	0	0	0	3	0	1	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	102	7	9	2	12	6	4	8	0	4	6	10	9	3	1	4	0	0	0	3	2	0	0	10	0	2									
		0.99%	0.99%	1.44%	0.49%	2.16%	0.95%	0.68%	1.51%	0.00%	1.04%	1.08%	1.64%	1.20%	0.61%	0.63%	0.98%	0.00%	0.00%	0.00%	1.82%	0.30%	0.00%	0.00%	3.34%	0.00%	0.46%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	348	33	29	17	24	17	11	21	17	5	25	12	22	16	9	13	14	8	3	5	18	12	0	8	7	2									
		3.38%	4.67%	4.64%	4.15%	4.32%	2.70%	1.86%	3.96%	6.94%	1.30%	4.50%	1.96%	2.94%	3.27%	5.63%	3.19%	6.57%	5.19%	4.11%	3.03%	2.69%	4.98%	0.00%	2.68%	2.39%	0.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	167	14	14	9	12	11	14	15	2	3	7	11	3	14	4	6	4	3	0	1	5	3	0	1	1	10									
		1.62%	1.98%	2.24%	2.20%	2.16%	1.75%	2.37%	2.83%	0.82%	0.78%	1.26%	1.80%	0.40%	2.86%	2.50%	1.47%	1.88%	1.95%	0.00%	0.61%	0.75%	1.24%	0.00%	0.33%	0.34%	2.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5511	301	253	179	230	330	274	245	133	225	326	288	382	246	79	243	102	86	26	93	563	168	80	210	223	226									
		53.49%	42.63%	40.48%	43.66%	41.37%	52.38%	46.44%	46.23%	54.29%	58.44%	58.74%	47.14%	51.00%	50.31%	49.38%	59.56%	47.89%	55.84%	35.62%	56.36%	84.16%	69.71%	74.07%	70.23%	76.11%	51.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	7	3	1	4	4	4	7	0	0	2	8	4	2	0	0	2	0	0	0	0	0	0	2	4	4									
