Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
"Наименование Избирательной комиссии:    Волгоград, Тракторозаводская"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557					
1	"Число избирателей, внесенных в списки избирателей"	109399	2149	2493	2561	2557	2746	2571	1758	1963	1931	2407	2309	2246	2221	2735	2594	2579	2182	1688	2655	2869	2599	2691	1227	1460	2004	2215	1860	2598	1875	1897	2601	1857	2567	2549	2418	1612	1494	1788	1866	1817	2366	1504	1386	1814	1778	1856	2036	1971	2018	963	1918	1580					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	103700	2000	2200	2500	2500	2600	2500	1650	1800	1850	2350	2250	2250	2100	2600	2500	2500	2000	1600	2500	2700	2500	2550	1150	1400	1900	2150	1750	2550	1800	1800	2450	1750	2450	2450	2300	1550	1350	1700	1800	1750	2250	1400	1300	1700	1700	1700	1850	1800	1850	800	1900	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	52915	987	1552	1230	1356	1436	1360	890	929	957	1371	1249	1277	1089	1308	1336	1303	1174	852	1504	1379	1439	1456	558	530	775	1094	844	1277	843	901	1345	902	1225	1156	1144	780	658	860	832	829	954	676	575	805	722	883	870	798	691	369	982	603					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1451	37	25	11	30	45	36	19	17	20	29	11	14	19	31	20	18	20	14	29	39	19	25	8	30	17	28	37	23	17	14	33	34	32	82	16	44	14	8	26	19	68	20	29	17	25	17	50	35	28	13	12	127					
6	Число погашенных избирательных бюллетеней	49334	976	623	1259	1114	1119	1104	741	854	873	950	990	959	992	1261	1144	1179	806	734	967	1282	1042	1069	584	840	1108	1028	869	1250	940	885	1072	814	1193	1212	1140	726	678	832	942	902	1228	704	696	878	953	800	930	967	1131	418	906	670					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1450	37	25	11	30	45	36	19	17	20	29	11	14	19	31	20	18	20	14	29	39	19	25	8	30	17	28	37	23	17	14	33	34	32	82	16	44	14	8	26	19	68	20	29	17	24	17	50	35	28	13	12	127					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	52808	987	1552	1230	1356	1436	1360	890	927	957	1371	1249	1277	1089	1308	1336	1303	1174	852	1504	1379	1439	1456	558	530	775	1094	844	1174	843	901	1345	902	1225	1156	1144	780	658	858	832	829	954	676	575	805	722	883	870	798	691	369	982	603					
9	Число недействительных избирательных бюллетеней	411	5	6	8	12	4	14	16	6	8	13	11	7	10	10	8	8	8	5	12	7	10	11	1	10	2	8	6	3	11	9	13	14	11	10	11	5	4	0	5	6	6	4	5	12	6	8	15	5	9	3	7	3					
10	Число действительных избирательных бюллетеней	53847	1019	1571	1233	1374	1477	1382	893	938	969	1387	1249	1284	1098	1329	1348	1313	1186	861	1521	1411	1448	1470	565	550	790	1114	875	1194	849	906	1365	922	1246	1228	1149	819	668	866	853	842	1016	692	599	810	740	892	905	828	710	379	987	727					
