Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Нязепетровская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162					
1	"Число избирателей, внесенных в списки"	16131	1674	1968	2020	1416	399	2514	389	210	672	195	456	615	120	188	346	1086	188	134	77	170	178	719	265	132					
2	"Число бюллетеней, полученных участковыми комиссиями"	15250	1500	1700	1800	1300	400	2000	400	270	680	210	450	620	150	200	370	1200	200	160	90	180	200	740	290	140					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8294	670	974	1004	630	179	1227	187	110	401	104	264	403	87	146	162	517	134	93	54	121	122	419	181	105					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	584	34	101	37	74	22	35	15	5	42	0	23	16	5	12	46	23	0	10	4	13	15	24	28	0					
6	Число погашенных бюллетеней	6372	796	625	759	596	199	738	198	155	237	106	163	201	58	42	162	660	66	57	32	46	63	297	81	35					
7	Число бюллетеней в переносных ящиках для голосования	584	34	101	37	74	22	35	15	5	42	0	23	16	5	12	46	23	0	10	4	13	15	24	28	0					
8	Число бюллетеней в стационарных ящиках для голосования	8278	670	973	1001	630	179	1217	187	110	400	104	263	403	87	146	162	517	134	93	54	121	122	419	181	105					
9	Число недействительных бюллетеней	213	17	11	10	17	1	25	8	10	10	5	13	12	2	2	5	12	12	4	2	6	2	9	12	6					
10	Число действительных бюллетеней	8649	687	1063	1028	687	200	1227	194	105	432	99	273	407	90	156	203	528	122	99	56	128	135	434	197	99					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	190	15	15	20	15	5	15	5	5	10	5	5	5	5	5	5	10	5	5	5	5	5	10	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	50	4	11	15	2	1	5	1	1	1	1	1	4	1	1	0	0	0	0	0	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	55	3	9	4	6	2	11	3	0	1	0	1	1	1	1	2	1	0	0	1	0	6	1	0	1					
14	Число погашенных открепительных удостоверений	140	11	4	5	13	4	10	4	4	9	4	4	1	4	4	5	10	5	5	5	5	5	9	5	5					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	159	9	13	13	12	7	14	10	3	8	2	8	7	4	4	8	4	1	2	1	4	7	7	11	0					
		1.79%	1.27%	1.21%	1.25%	1.70%	3.48%	1.11%	4.95%	2.60%	1.80%	1.92%	2.79%	1.67%	4.34%	2.53%	3.84%	0.74%	0.74%	1.94%	1.72%	2.98%	5.10%	1.58%	5.26%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	148	10	32	22	10	1	15	3	1	10	0	6	6	0	5	2	7	0	0	7	2	1	4	4	0					
		1.67%	1.42%	2.97%	2.11%	1.42%	0.49%	1.19%	1.48%	0.86%	2.26%	0.0%	2.09%	1.43%	0.0%	3.16%	0.96%	1.29%	0.0%	0.0%	12.06%	1.49%	0.72%	0.90%	1.91%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	459	38	56	53	45	13	45	10	4	18	8	12	46	18	5	4	34	4	6	0	6	4	22	4	4					
