Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Уватская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013					
1	"Число избирателей, внесенных в списки избирателей"	12751	367	134	419	263	1886	1389	307	246	2853	451	224	358	202	1318	163	1913	258					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12400	392	132	420	266	1807	1314	319	236	2796	417	235	343	215	1227	173	1858	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	130	33	0	0	0	0	44	14	0	0	0	0	16	0	23	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11312	290	126	306	240	1752	1253	269	233	2712	417	208	268	190	1055	89	1657	247					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	588	25	4	96	20	53	16	24	3	74	0	12	18	4	140	74	25	0					
6	Число погашенных избирательных бюллетеней	370	44	2	18	6	2	1	12	0	10	0	15	41	21	9	10	176	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	718	58	4	96	20	53	60	38	3	74	0	12	34	4	163	74	25	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11311	290	126	306	240	1752	1253	269	233	2712	417	208	268	190	1055	89	1656	247					
9	Число недействительных избирательных бюллетеней	211	0	0	0	1	19	19	8	9	19	40	1	8	1	55	8	11	12					
10	Число действительных избирательных бюллетеней	11818	348	130	402	259	1786	1294	299	227	2767	377	219	294	193	1163	155	1670	235					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	527	30	8	84	20	37	17	19	6	60	8	20	27	20	41	7	112	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	517	30	8	84	20	37	17	19	6	60	8	20	27	17	41	6	106	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	276	7	3	8	1	32	21	3	5	34	9	1	3	0	14	1	125	9					
14	Число погашенных неиспользованных открепительных удостоверений	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	6	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	2	0	0	1	2	7	0	0	2	1	0	0	1	1	5	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	116	2	0	2	3	22	4	6	1	42	5	2	2	3	3	2	11	6					
		0.96%	0.57%	0.00%	0.50%	1.15%	1.22%	0.30%	1.95%	0.42%	1.51%	1.20%	0.91%	0.66%	1.55%	0.25%	1.23%	0.65%	2.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	52	2	0	1	1	4	5	1	0	19	1	1	0	1	6	0	10	0					
		0.43%	0.57%	0.00%	0.25%	0.38%	0.22%	0.38%	0.33%	0.00%	0.68%	0.24%	0.45%	0.00%	0.52%	0.49%	0.00%	0.59%	0.00%					
20	3.Политическая партия «Демократическая партия России»	19	2	0	1	0	2	0	2	0	2	2	0	1	0	5	0	2	0					
		0.16%	0.57%	0.00%	0.25%	0.00%	0.11%	0.00%	0.65%	0.00%	0.07%	0.48%	0.00%	0.33%	0.00%	0.41%	0.00%	0.12%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	233	5	7	13	9	26	13	6	3	26	28	1	26	6	13	5	39	7					
		1.94%	1.44%	5.38%	3.23%	3.46%	1.44%	0.99%	1.95%	1.27%	0.93%	6.71%	0.45%	8.61%	3.09%	1.07%	3.07%	2.32%	2.83%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	37	2	0	1	0	8	4	0	2	8	8	0	0	0	3	0	1	0					
		0.31%	0.57%	0.00%	0.25%	0.00%	0.44%	0.30%	0.00%	0.85%	0.29%	1.92%	0.00%	0.00%	0.00%	0.25%	0.00%	0.06%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	0	0	0	1	0	1	0	5	0	1	0	0	2	0	2	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.33%	0.00%	0.18%	0.00%	0.45%	0.00%	0.00%	0.16%	0.00%	0.12%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	730	16	6	46	25	55	67	36	38	158	55	23	39	12	42	12	80	20					
		6.07%	4.60%	4.62%	11.44%	9.62%	3.05%	5.10%	11.73%	16.10%	5.67%	13.19%	10.45%	12.91%	6.19%	3.45%	7.36%	4.76%	8.10%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	281	6	2	10	13	30	7	13	9	34	22	8	7	3	31	6	72	8					
		2.34%	1.72%	1.54%	2.49%	5.00%	1.66%	0.53%	4.23%	3.81%	1.22%	5.28%	3.64%	2.32%	1.55%	2.55%	3.68%	4.28%	3.24%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	82	1	0	1	0	9	6	2	2	19	2	5	3	2	18	0	10	2					
		0.68%	0.29%	0.00%	0.25%	0.00%	0.50%	0.46%	0.65%	0.85%	0.68%	0.48%	2.27%	0.99%	1.03%	1.48%	0.00%	0.59%	0.81%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10205	312	115	324	208	1625	1182	231	172	2436	253	178	215	166	1036	130	1433	189					
		84.84%	89.66%	88.46%	80.60%	80.00%	90.03%	90.02%	75.24%	72.88%	87.44%	60.67%	80.91%	71.19%	85.57%	85.06%	79.75%	85.25%	76.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	51	0	0	3	0	4	6	1	0	18	1	0	1	0	4	0	10	3					
		0.42%	0.00%	0.00%	0.75%	0.00%	0.22%	0.46%	0.33%	0.00%	0.65%	0.24%	0.00%	0.33%	0.00%	0.33%	0.00%	0.59%	1.21%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
