Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Уватская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996					
1	"Число избирателей, внесенных в список избирателей"	14201	364	155	433	288	1913	1916	235	374	257	689	2683	433	237	342	228	1318	125	1956	255					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14194	413	175	503	308	1891	1620	222	373	241	712	2702	457	258	368	248	1340	134	1965	264					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	382	26	0	0	0	0	333	0	9	0	0	0	0	0	5	0	9	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10709	269	139	267	245	1548	1105	197	268	199	579	2167	355	208	303	204	959	111	1370	216					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	466	15	5	83	24	50	20	20	24	36	19	79	10	4	18	6	48	2	3	0					
6	Число погашенных избирательных бюллетеней	2637	103	31	153	39	293	162	5	72	6	114	456	92	46	42	38	324	21	592	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	848	41	5	83	24	50	353	20	33	36	19	79	10	4	23	6	57	2	3	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10709	269	139	267	245	1548	1105	197	268	199	579	2167	355	208	303	204	959	111	1370	216					
9	Число недействительных избирательных бюллетеней	175	0	17	0	4	11	6	0	6	7	4	32	3	0	23	3	47	1	7	4					
10	Число действительных избирательных бюллетеней	11382	310	127	350	265	1587	1452	217	295	228	594	2214	362	212	303	207	969	112	1366	212					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	785	60	25	70	15	35	35	15	20	10	30	145	25	30	50	25	90	10	65	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	784	60	25	70	15	35	34	15	20	10	30	145	25	30	50	25	90	10	65	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	352	10	4	5	4	15	116	11	6	4	0	65	0	2	9	4	44	5	43	5					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	1	2	3	1	0	0	1	1	1	0	0	0	4	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	684	18	4	9	10	81	107	6	37	17	18	190	8	4	9	3	108	5	46	4					
		5.92%	5.81%	2.78%	2.57%	3.72%	5.07%	7.34%	2.76%	12.29%	7.23%	3.01%	8.46%	2.19%	1.89%	2.76%	1.43%	10.63%	4.42%	3.35%	1.85%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1149	35	1	23	26	153	144	18	40	39	56	362	23	10	28	22	121	7	35	6					
		9.94%	11.29%	0.69%	6.57%	9.67%	9.57%	9.88%	8.29%	13.29%	16.60%	9.36%	16.12%	6.30%	4.72%	8.59%	10.48%	11.91%	6.19%	2.55%	2.78%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	97	5	0	4	1	7	18	0	4	2	5	17	1	1	3	2	16	1	9	1					
		0.84%	1.61%	0.00%	1.14%	0.37%	0.44%	1.23%	0.00%	1.33%	0.85%	0.84%	0.76%	0.27%	0.47%	0.92%	0.95%	1.57%	0.88%	0.66%	0.46%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	664	20	5	17	16	79	69	5	22	8	66	205	15	3	27	5	63	4	28	7					
		5.75%	6.45%	3.47%	4.86%	5.95%	4.94%	4.73%	2.30%	7.31%	3.40%	11.04%	9.13%	4.11%	1.42%	8.28%	2.38%	6.20%	3.54%	2.04%	3.24%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	109	0	0	5	1	18	22	3	7	3	5	24	2	1	1	0	12	1	3	1					
		0.94%	0.00%	0.00%	1.43%	0.37%	1.13%	1.51%	1.38%	2.33%	1.28%	0.84%	1.07%	0.55%	0.47%	0.31%	0.00%	1.18%	0.88%	0.22%	0.46%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8634	232	117	291	211	1243	1090	184	182	159	442	1410	309	191	235	174	640	94	1238	192					
		74.71%	74.84%	81.25%	83.14%	78.44%	77.78%	74.76%	84.79%	60.47%	67.66%	73.91%	62.78%	84.66%	90.09%	72.09%	82.86%	62.99%	83.19%	90.17%	88.89%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	45	0	0	1	0	6	2	1	3	0	2	6	4	2	0	1	9	0	7	1					
		0.39%	0.00%	0.00%	0.29%	0.00%	0.38%	0.14%	0.46%	0.99%	0.00%	0.33%	0.27%	1.10%	0.94%	0.00%	0.48%	0.89%	0.00%	0.51%	0.46%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
