Выборы Президента Российской Федерации																																																				
Дата голосования: 02.03.2008																																																				
																																																				
Наименование Избирательной комиссии:    Заиграевская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
	Число участковых избирательных комиссий	45																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	45																																																		
																																																				
		Сумма	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192					
1	"Число избирателей, включенных в списки избирателей"	37331	89	2154	1787	550	1381	2276	964	699	1277	103	935	692	1733	2081	315	376	1674	2266	1721	862	1412	484	491	195	156	183	566	179	944	1126	684	67	1422	577	396	533	458	362	1351	110	555	799	90	129	127					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36122	90	2139	1670	535	1324	2189	918	702	1125	93	920	714	1698	2038	311	383	1664	2003	1487	720	1445	493	486	185	165	184	552	174	943	985	666	66	1480	593	427	554	450	351	1417	102	536	785	99	127	134					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	19999	58	1135	914	277	577	1172	463	268	656	78	633	430	788	1083	160	220	874	1074	887	423	826	322	329	113	116	114	337	122	524	578	357	60	734	401	243	250	250	213	674	96	446	492	78	89	65					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3085	11	142	160	45	115	154	80	158	134	8	59	45	89	66	65	25	93	176	163	52	75	33	26	20	13	30	82	32	36	126	67	4	115	89	22	88	53	75	205	2	2	9	3	2	36					
6	Число погашенных избирательных бюллетеней	13038	21	862	596	213	632	863	375	276	335	7	228	239	821	889	86	138	697	753	437	245	544	138	131	52	36	40	133	20	383	281	242	2	631	103	162	216	147	63	538	4	88	284	18	36	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3085	11	142	160	45	115	154	80	158	134	8	59	45	89	66	65	25	93	176	163	52	75	33	26	20	13	30	82	32	36	126	67	4	115	89	22	88	53	75	205	2	2	9	3	2	36					
8	Число бюллетеней в стационарных ящиках для голосования	19994	58	1135	914	277	577	1172	463	268	656	78	633	430	788	1083	160	220	874	1074	887	423	826	322	329	113	116	114	337	122	524	578	357	60	729	401	243	250	250	213	674	96	446	492	78	89	65					
9	Число недействительных избирательных бюллетеней	300	3	13	10	4	8	16	7	0	16	2	14	4	8	18	4	1	12	22	8	10	10	5	4	1	3	0	9	0	7	7	6	1	8	8	6	6	1	5	18	2	5	5	0	2	1					
10	Число действительных избирательных бюллетеней	22779	66	1264	1064	318	684	1310	536	426	774	84	678	471	869	1131	221	244	955	1228	1042	465	891	350	351	132	126	144	410	154	553	697	418	63	836	482	259	332	302	283	861	96	443	496	81	89	100					
11	Число полученных открепительных  удостоверений	1095	5	81	49	15	17	23	20	20	30	5	20	35	30	30	5	15	30	40	20	20	30	20	20	20	20	10	10	20	20	20	20	20	50	15	20	40	20	20	70	5	50	20	10	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	642	1	77	38	11	16	20	4	20	15	0	10	35	10	18	0	15	21	40	17	7	18	5	5	1	12	0	5	0	6	7	0	2	49	10	17	40	2	1	58	0	1	9	3	4	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	324	2	25	26	2	5	19	4	9	15	2	3	12	6	4	8	4	11	12	2	8	8	0	5	7	3	3	5	4	5	4	3	7	15	3	7	5	7	5	7	4	9	6	5	11	7					
14	Число неиспользованных открепительных удостоверений	453	4	4	11	4	1	3	16	0	15	5	10	0	20	12	5	0	9	0	3	13	12	15	15	19	8	10	5	20	14	13	20	18	1	5	3	0	18	19	12	5	49	11	7	16	3					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
