Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Артинская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №119	УИК №120	УИК №121	УИК №122	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148					
1	"Число избирателей, внесенных в список избирателей"	26989	1344	1266	1301	2186	1516	1492	338	699	72	1497	161	355	211	68	162	432	797	1473	557	360	1505	82	145	299	368	625	289	516	890	125	204	1263	228	108	866	229	296	284	326	680	128	635	142	234	235					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21000	1000	950	950	1100	1200	1200	300	550	75	1075	165	335	200	65	135	400	650	1050	450	300	1100	90	130	280	300	550	250	450	650	125	175	950	200	100	650	230	270	250	300	600	130	520	150	200	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	269	0	0	0	0	0	0	0	27	0	0	0	17	0	0	0	0	0	0	0	25	0	0	0	84	0	0	0	0	12	31	0	34	0	0	0	0	0	0	0	0	39	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13188	614	638	611	620	765	732	162	394	48	706	102	202	92	39	90	239	370	688	295	174	796	62	118	121	197	362	161	271	481	41	110	543	140	76	434	122	160	143	165	399	60	283	85	138	139					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1211	65	16	26	49	42	42	15	35	5	46	9	14	15	2	12	27	49	125	20	28	38	2	5	7	18	58	15	57	20	8	1	92	8	4	67	10	28	22	15	13	0	38	8	18	17					
6	Число погашенных избирательных бюллетеней	6332	321	296	313	431	393	426	123	94	22	323	54	102	93	24	33	134	231	237	135	73	266	26	7	68	85	130	74	122	137	45	64	281	52	20	149	98	82	85	120	188	31	199	57	44	44					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1480	65	16	26	49	42	42	15	62	5	46	9	31	15	2	12	27	49	125	20	53	38	2	5	91	18	58	15	57	32	39	1	126	8	4	67	10	28	22	15	13	39	38	8	18	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13186	614	638	611	619	765	731	162	394	48	706	102	202	92	39	90	239	370	688	295	174	796	62	118	121	197	362	161	271	481	41	110	543	140	76	434	122	160	143	165	399	60	283	85	138	139					
9	Число недействительных избирательных бюллетеней	392	15	23	13	10	10	14	4	21	0	25	10	7	2	0	3	5	9	9	11	15	22	2	8	6	6	6	8	2	18	7	4	11	9	3	17	1	5	2	9	11	3	12	0	4	10					
10	Число действительных избирательных бюллетеней	14274	664	631	624	658	797	759	173	435	53	727	101	226	105	41	99	261	410	804	304	212	812	62	115	206	209	414	168	326	495	73	107	658	139	77	484	131	183	163	171	401	96	309	93	152	146					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	605	8	15	10	15	15	10	15	12	5	10	5	35	5	5	10	35	10	15	15	10	20	10	10	20	20	29	13	20	13	10	5	10	10	10	15	5	10	10	5	30	15	20	5	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	573	8	15	10	14	15	9	13	12	3	10	3	34	5	2	8	35	10	15	14	5	19	8	10	20	20	29	13	20	13	8	5	10	5	10	15	5	10	10	5	28	15	20	5	20	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	198	10	3	5	11	16	8	3	6	3	16	0	4	2	0	3	8	3	13	1	2	7	0	5	7	3	7	4	2	11	0	2	4	1	1	3	1	7	1	1	2	3	5	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	32	0	0	0	1	0	1	2	0	2	0	2	1	0	3	2	0	0	0	1	5	1	2	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	2	3	2	3	4	8	2	0	0	3	2	0	0	0	0	0	0	9	0	0	2	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2732	159	169	111	136	169	155	21	87	5	168	13	39	10	4	12	50	46	177	31	20	271	4	8	29	51	79	32	66	98	9	18	162	18	8	46	19	12	12	28	60	6	52	11	30	21					
		18.63%	23.42%	25.84%	17.43%	20.36%	20.94%	20.05%	11.86%	19.08%	9.43%	22.34%	11.71%	16.74%	9.35%	9.76%	11.76%	18.80%	10.98%	21.77%	9.84%	8.81%	32.49%	6.25%	6.50%	13.68%	23.72%	18.81%	18.18%	20.12%	19.10%	11.25%	16.22%	24.22%	12.16%	10.00%	9.18%	14.39%	6.38%	7.27%	15.56%	14.56%	6.06%	16.20%	11.83%	19.23%	13.46%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2097	119	125	116	142	127	133	29	14	4	119	1	32	17	14	15	20	54	145	51	36	97	8	12	28	16	56	2	42	97	18	14	67	21	10	87	14	16	23	11	75	16	30	11	5	8					
		14.30%	17.53%	19.11%	18.21%	21.26%	15.74%	17.21%	16.38%	3.07%	7.55%	15.82%	0.90%	13.73%	15.89%	34.15%	14.71%	7.52%	12.89%	17.84%	16.19%	15.86%	11.63%	12.50%	9.76%	13.21%	7.44%	13.33%	1.14%	12.80%	18.91%	22.50%	12.61%	10.01%	14.19%	12.50%	17.37%	10.61%	8.51%	13.94%	6.11%	18.20%	16.16%	9.35%	11.83%	3.21%	5.13%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	121	6	2	6	5	9	7	2	2	0	8	0	3	1	0	2	1	5	2	2	2	5	2	0	4	0	3	2	1	2	0	0	7	1	3	4	5	0	0	3	8	1	2	1	2	0					
		0.83%	0.88%	0.31%	0.94%	0.75%	1.12%	0.91%	1.13%	0.44%	0.00%	1.06%	0.00%	1.29%	0.93%	0.00%	1.96%	0.38%	1.19%	0.25%	0.63%	0.88%	0.60%	3.13%	0.00%	1.89%	0.00%	0.71%	1.14%	0.30%	0.39%	0.00%	0.00%	1.05%	0.68%	3.75%	0.80%	3.79%	0.00%	0.00%	1.67%	1.94%	1.01%	0.62%	1.08%	1.28%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2676	121	87	118	113	148	161	29	122	14	120	33	64	7	10	15	17	105	125	104	41	109	12	25	28	35	125	32	51	96	4	14	87	10	8	84	25	26	18	25	111	20	76	15	35	51					
		18.25%	17.82%	13.30%	18.52%	16.92%	18.34%	20.83%	16.38%	26.75%	26.42%	15.96%	29.73%	27.47%	6.54%	24.39%	14.71%	6.39%	25.06%	15.38%	33.02%	18.06%	13.07%	18.75%	20.33%	13.21%	16.28%	29.76%	18.18%	15.55%	18.71%	5.00%	12.61%	13.00%	6.76%	10.00%	16.77%	18.94%	13.83%	10.91%	13.89%	26.94%	20.20%	23.68%	16.13%	22.44%	32.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	193	13	10	11	16	8	18	0	2	0	18	0	3	0	0	2	0	1	21	1	1	11	0	1	1	4	3	1	1	11	2	0	16	3	0	4	1	2	2	0	1	1	1	0	1	1					
		1.32%	1.91%	1.53%	1.73%	2.40%	0.99%	2.33%	0.00%	0.44%	0.00%	2.39%	0.00%	1.29%	0.00%	0.00%	1.96%	0.00%	0.24%	2.58%	0.32%	0.44%	1.32%	0.00%	0.81%	0.47%	1.86%	0.71%	0.57%	0.30%	2.14%	2.50%	0.00%	2.39%	2.03%	0.00%	0.80%	0.76%	1.06%	1.21%	0.00%	0.24%	1.01%	0.31%	0.00%	0.64%	0.64%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5481	218	210	222	212	306	249	66	186	30	265	54	67	68	13	53	131	182	311	104	75	258	34	56	106	82	119	90	147	169	39	49	276	73	45	198	48	76	64	76	120	43	127	47	63	54					
