Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:     Алагирская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36					
1	"Число избирателей, внесенных в списки"	25502	97	2122	1044	2262	1940	1892	845	2021	69	1586	481	1477	573	401	555	256	734	688	844	815	68	1154	103	125	42	1206	819	131	116	130	218	391	22	130	22	123					
2	"Число бюллетеней, полученных участковыми комиссиями"	25313	99	2060	1000	2270	1960	1870	800	1950	100	1540	475	1480	575	390	555	250	730	680	875	805	69	1192	103	123	45	1161	815	135	129	131	220	425	24	134	23	120					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11404	37	816	493	983	794	748	386	603	68	657	259	710	212	269	212	155	535	232	773	319	30	416	39	64	23	452	350	68	58	54	74	290	22	89	22	92					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	515	11	28	9	50	28	28	2	41	0	21	9	65	15	6	20	0	0	5	20	36	0	19	0	11	0	39	27	11	0	0	3	11	0	0	0	0					
6	Число погашенных бюллетеней	13394	51	1216	498	1237	1138	1094	412	1306	32	862	207	705	348	115	323	95	195	443	82	450	39	757	64	48	22	670	438	56	71	77	143	124	2	45	1	28					
7	Число бюллетеней в переносных ящиках для голосования	515	11	28	9	50	28	28	2	41	0	21	9	65	15	6	20	0	0	5	20	36	0	19	0	11	0	39	27	11	0	0	3	11	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	11404	37	816	493	983	794	748	386	603	68	657	259	710	212	269	212	155	535	232	773	319	30	416	39	64	23	452	350	68	58	54	74	290	22	89	22	92					
9	Число недействительных бюллетеней	378	4	34	16	38	39	39	18	21	0	47	15	0	5	4	0	0	11	4	3	11	0	15	4	1	0	15	13	2	0	0	2	12	0	0	0	5					
10	Число действительных бюллетеней	11541	44	810	486	995	783	737	370	623	68	631	253	775	222	271	232	155	524	233	790	344	30	420	35	74	23	476	364	77	58	54	75	289	22	89	22	87					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	6	20	20	20	20	20	20	20	0	20	10	21	20	10	10	10	20	20	20	20	10	20	5	5	5	25	20	5	25	15	10	10	3	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	186	0	12	6	18	20	15	4	9	0	15	0	9	4	2	2	2	7	1	8	1	0	1	0	0	0	21	17	2	1	5	2	0	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	73	6	2	2	1	3	1	2	1	45	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	1	0	0	0	0	2	1	0	0	0	1					
14	Число погашенных открепительных удостоверений	314	6	8	14	2	0	5	16	11	0	5	10	12	16	8	8	8	13	19	12	19	10	19	5	5	5	4	3	3	24	10	8	10	3	5	5	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	183	1	10	4	11	13	0	3	13	0	20	16	17	6	0	7	5	5	1	0	3	1	12	0	2	1	11	10	0	0	1	1	6	0	2	0	1					
