Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Савинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749					
1	"Число избирателей, внесенных в список избирателей"	10550	472	1251	617	978	1561	1503	341	621	325	743	321	419	173	486	319	226	194					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10750	490	1280	630	1000	1580	1520	360	640	330	750	320	420	180	510	320	230	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4510	220	570	297	356	588	777	152	217	108	294	158	180	93	211	125	97	67					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1024	18	77	16	78	98	121	62	88	74	118	41	78	18	29	43	36	29					
6	Число погашенных избирательных бюллетеней	5216	252	633	317	566	894	622	146	335	148	338	121	162	69	270	152	97	94					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1024	18	77	16	78	98	121	62	88	74	118	41	78	18	29	43	36	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4510	220	570	297	356	588	777	152	217	108	294	158	180	93	211	125	97	67					
9	Число недействительных избирательных бюллетеней	54	4	9	2	6	7	11	3	1	1	2	1	1	2	3	1	0	0					
10	Число действительных избирательных бюллетеней	5480	234	638	311	428	679	887	211	304	181	410	198	257	109	237	167	133	96					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	190	10	23	8	10	15	20	10	10	10	17	15	5	5	17	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	162	10	23	8	7	13	20	10	9	3	17	10	5	5	17	2	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	72	6	7	5	1	12	11	2	2	3	2	5	7	2	2	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	28	0	0	0	3	2	0	0	1	7	0	5	0	0	0	3	2	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	3	2	0	0	0	0	0	0	0	1	1	2	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1127	71	152	83	89	129	132	52	72	42	77	23	56	18	41	27	43	20					
		20.37%	29.83%	23.49%	26.52%	20.51%	18.80%	14.70%	24.30%	23.61%	23.08%	18.69%	11.56%	21.71%	16.22%	17.08%	16.07%	32.33%	20.83%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	855	22	79	51	94	84	134	44	53	32	68	36	24	25	39	38	23	9					
		15.45%	9.24%	12.21%	16.29%	21.66%	12.24%	14.92%	20.56%	17.38%	17.58%	16.50%	18.09%	9.30%	22.52%	16.25%	22.62%	17.29%	9.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	0	10	3	4	6	9	0	4	3	7	1	0	2	4	2	1	1					
		1.03%	0.00%	1.55%	0.96%	0.92%	0.87%	1.00%	0.00%	1.31%	1.65%	1.70%	0.50%	0.00%	1.80%	1.67%	1.19%	0.75%	1.04%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	853	48	119	69	65	119	158	30	45	13	67	16	22	12	23	20	18	9					
		15.41%	20.17%	18.39%	22.04%	14.98%	17.35%	17.59%	14.02%	14.75%	7.14%	16.26%	8.04%	8.53%	10.81%	9.58%	11.90%	13.53%	9.38%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	74	2	10	7	1	8	14	2	5	2	9	1	1	0	5	0	5	2					
		1.34%	0.84%	1.55%	2.24%	0.23%	1.17%	1.56%	0.93%	1.64%	1.10%	2.18%	0.50%	0.39%	0.00%	2.08%	0.00%	3.76%	2.08%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2484	89	261	98	173	331	437	82	124	88	178	119	154	52	122	79	42	55					
		44.89%	37.39%	40.34%	31.31%	39.86%	48.25%	48.66%	38.32%	40.66%	48.35%	43.20%	59.80%	59.69%	46.85%	50.83%	47.02%	31.58%	57.29%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	30	2	7	0	2	2	3	1	1	1	4	2	0	0	3	1	1	0					
		0.54%	0.84%	1.08%	0.00%	0.46%	0.29%	0.33%	0.47%	0.33%	0.55%	0.97%	1.01%	0.00%	0.00%	1.25%	0.60%	0.75%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
