Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Савинская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748					
1	"Число избирателей, внесенных в списки избирателей"	11118	784	1397	1380	1519	1590	765	310	453	175	344	392	709	526	330	216	228					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11334	782	1407	1389	1515	1594	828	381	471	179	359	411	717	523	336	215	227					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4870	319	675	540	650	825	323	151	182	101	109	164	270	254	117	91	99					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1165	36	63	106	62	112	138	58	107	28	72	85	110	43	63	41	41					
6	Число погашенных избирательных бюллетеней	5299	427	669	743	803	657	367	172	182	50	178	162	337	226	156	83	87					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1165	36	63	106	62	112	138	58	107	28	72	85	110	43	63	41	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4870	319	675	540	650	825	323	151	182	101	109	164	270	254	117	91	99					
9	Число недействительных избирательных бюллетеней	35	3	7	4	6	6	4	1	1	0	0	0	0	0	1	1	1					
10	Число действительных избирательных бюллетеней	6000	352	731	642	706	931	457	208	288	129	181	249	380	297	179	131	139					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	138	7	12	12	17	12	10	11	11	6	7	7	8	6	4	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	69	6	12	3	10	8	1	4	6	2	0	5	3	2	4	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	48	2	2	6	4	18	2	0	1	0	1	2	2	2	1	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	69	1	0	9	7	4	9	7	5	4	7	2	5	4	0	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	262	11	38	16	25	22	33	8	21	3	17	12	15	20	12	6	3					
		4.34%	3.10%	5.15%	2.48%	3.51%	2.35%	7.16%	3.83%	7.27%	2.33%	9.39%	4.82%	3.95%	6.73%	6.67%	4.55%	2.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	1	3	2	1	2	1	1	0	0	1	1	0	2	0	0	1					
		0.27%	0.28%	0.41%	0.31%	0.14%	0.21%	0.22%	0.48%	0.00%	0.00%	0.55%	0.40%	0.00%	0.67%	0.00%	0.00%	0.71%					
20	3.Политическая партия «Демократическая партия России»	9	0	2	0	0	1	1	0	1	0	0	0	0	1	2	0	1					
		0.15%	0.00%	0.27%	0.00%	0.00%	0.11%	0.22%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.34%	1.11%	0.00%	0.71%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	492	42	78	57	52	87	53	9	13	4	10	14	29	19	11	9	5					
		8.15%	11.83%	10.57%	8.82%	7.30%	9.28%	11.50%	4.31%	4.50%	3.10%	5.52%	5.62%	7.63%	6.40%	6.11%	6.82%	3.57%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	20	3	2	1	3	1	1	1	0	0	0	0	3	2	0	3	0					
		0.33%	0.85%	0.27%	0.15%	0.42%	0.11%	0.22%	0.48%	0.00%	0.00%	0.00%	0.00%	0.79%	0.67%	0.00%	2.27%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	0	1	0	2	2	0	0	0	0	0	0	1	1	0	0	1					
		0.13%	0.00%	0.14%	0.00%	0.28%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.34%	0.00%	0.00%	0.71%					
24	7.Политическая партия «Либерально-демократическая партия России»	694	42	92	81	63	103	52	36	19	22	15	37	36	29	23	25	19					
		11.50%	11.83%	12.47%	12.54%	8.85%	10.99%	11.28%	17.22%	6.57%	17.05%	8.29%	14.86%	9.47%	9.76%	12.78%	18.94%	13.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	551	43	83	80	80	79	21	6	19	5	12	15	34	31	24	11	8					
		9.13%	12.11%	11.25%	12.38%	11.24%	8.43%	4.56%	2.87%	6.57%	3.88%	6.63%	6.02%	8.95%	10.44%	13.33%	8.33%	5.71%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	52	6	13	6	7	4	3	0	2	0	0	2	1	3	2	3	0					
		0.86%	1.69%	1.76%	0.93%	0.98%	0.43%	0.65%	0.00%	0.69%	0.00%	0.00%	0.80%	0.26%	1.01%	1.11%	2.27%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3870	203	416	395	472	624	290	143	212	95	126	167	259	188	105	74	101					
		64.13%	57.18%	56.37%	61.15%	66.29%	66.60%	62.91%	68.42%	73.36%	73.64%	69.61%	67.07%	68.16%	63.30%	58.33%	56.06%	72.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	26	1	3	4	1	6	2	4	1	0	0	1	2	1	0	0	0					
		0.43%	0.28%	0.41%	0.62%	0.14%	0.64%	0.43%	1.91%	0.35%	0.00%	0.00%	0.40%	0.53%	0.34%	0.00%	0.00%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
