Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Ильинская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512					
1	"Число избирателей, внесенных в списки избирателей"	7960	1303	337	185	160	1876	1379	372	569	407	391	270	205	506					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7953	1311	332	225	171	1781	1331	352	609	415	386	287	201	552					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3975	564	174	130	65	974	744	182	289	222	206	111	96	218					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1106	307	104	24	45	118	32	84	75	85	51	46	46	89					
6	Число погашенных избирательных бюллетеней	2872	440	54	71	61	689	555	86	245	108	129	130	59	245					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1106	307	104	24	45	118	32	84	75	85	51	46	46	89					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3975	564	174	130	65	974	744	182	289	222	206	111	96	218					
9	Число недействительных избирательных бюллетеней	42	7	0	1	1	8	11	4	2	0	2	2	2	2					
10	Число действительных избирательных бюллетеней	5039	864	278	153	109	1084	765	262	362	307	255	155	140	305					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	137	27	12	4	3	16	14	6	17	9	9	5	7	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	137	27	12	4	3	16	14	6	17	9	9	5	7	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	75	12	7	2	1	19	7	4	2	4	4	4	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	3	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	371	40	16	5	9	72	63	28	25	40	28	23	9	13					
		7.30%	4.59%	5.76%	3.25%	8.18%	6.59%	8.12%	10.53%	6.87%	13.03%	10.89%	14.65%	6.34%	4.23%					
19	2.Всероссийская политическая партия «Гражданская Сила»	26	10	0	0	0	6	3	0	3	1	0	0	0	3					
		0.51%	1.15%	0.00%	0.00%	0.00%	0.55%	0.39%	0.00%	0.82%	0.33%	0.00%	0.00%	0.00%	0.98%					
20	3.Политическая партия «Демократическая партия России»	3	0	1	0	0	0	2	0	0	0	0	0	0	0					
		0.06%	0.00%	0.36%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	462	95	26	10	4	124	83	15	41	23	11	7	4	19					
		9.09%	10.91%	9.35%	6.49%	3.64%	11.36%	10.70%	5.64%	11.26%	7.49%	4.28%	4.46%	2.82%	6.19%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	8	0	0	0	8	2	1	0	0	1	0	0	1					
		0.41%	0.92%	0.00%	0.00%	0.00%	0.73%	0.26%	0.38%	0.00%	0.00%	0.39%	0.00%	0.00%	0.33%					
23	6.Политическая партия «Партия социальной справедливости»	11	1	0	1	0	2	2	1	1	1	1	0	0	1					
		0.22%	0.11%	0.00%	0.65%	0.00%	0.18%	0.26%	0.38%	0.27%	0.33%	0.39%	0.00%	0.00%	0.33%					
24	7.Политическая партия «Либерально-демократическая партия России»	527	91	36	14	14	96	100	36	48	14	18	14	13	33					
		10.37%	10.45%	12.95%	9.09%	12.73%	8.79%	12.89%	13.53%	13.19%	4.56%	7.00%	8.92%	9.15%	10.75%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	315	64	15	4	0	95	76	1	22	13	7	3	8	7					
		6.20%	7.35%	5.40%	2.60%	0.00%	8.70%	9.79%	0.38%	6.04%	4.23%	2.72%	1.91%	5.63%	2.28%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	29	3	1	1	1	3	6	0	6	2	1	1	1	3					
		0.57%	0.34%	0.36%	0.65%	0.91%	0.27%	0.77%	0.00%	1.65%	0.65%	0.39%	0.64%	0.70%	0.98%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3247	543	180	117	81	674	421	180	214	212	188	107	105	225					
		63.90%	62.34%	64.75%	75.97%	73.64%	61.72%	54.25%	67.67%	58.79%	69.06%	73.15%	68.15%	73.94%	73.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	27	9	3	1	0	4	7	0	2	1	0	0	0	0					
		0.53%	1.03%	1.08%	0.65%	0.00%	0.37%	0.90%	0.00%	0.55%	0.33%	0.00%	0.00%	0.00%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
