Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Родионово-Несветайская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2528	УИК №2529	УИК №2530					
1	"Число избирателей, внесенных в списки"	17814	729	637	1008	213	190	368	663	152	881	721	1469	188	564	603	546	911	1157	536	1871	2100	969	607	731					
2	"Число бюллетеней, полученных участковыми комиссиями"	17824	737	632	981	215	189	409	666	154	903	728	1468	187	569	607	549	862	1168	536	1874	2106	955	603	726					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10948	546	414	743	151	120	279	581	141	511	522	862	125	364	428	333	490	830	276	945	1030	577	276	404					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1182	39	65	85	39	35	48	15	4	124	32	47	23	14	21	33	132	56	86	56	67	103	26	32					
6	Число погашенных бюллетеней	5694	152	153	153	25	34	82	70	9	268	174	559	39	191	158	183	240	282	174	873	1009	275	301	290					
7	Число бюллетеней в переносных ящиках для голосования	1182	39	65	85	39	35	48	15	4	124	32	47	23	14	21	33	132	56	86	56	67	103	26	32					
8	Число бюллетеней в стационарных ящиках для голосования	10948	546	414	743	151	120	279	581	141	511	522	862	125	364	428	333	490	830	276	945	1030	577	276	404					
9	Число недействительных бюллетеней	135	7	2	12	3	1	3	3	1	8	2	21	2	1	5	0	2	29	0	14	8	5	2	4					
10	Число действительных бюллетеней	11995	578	477	816	187	154	324	593	144	627	552	888	146	377	444	366	620	857	362	987	1089	675	300	432					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	20	19	26	6	6	12	20	5	25	20	40	6	17	17	16	23	30	16	51	61	26	17	21					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	68	0	0	0	0	0	0	0	1	6	0	5	1	1	4	2	0	6	5	4	19	6	2	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	61	1	2	3	0	1	2	0	0	4	2	1	2	2	1	1	9	1	9	7	6	4	1	2					
14	Число погашенных открепительных удостоверений	432	20	19	26	6	6	12	20	4	19	20	35	5	16	13	14	23	24	11	47	42	20	15	15					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	148	20	0	5	8	1	3	9	4	1	3	6	0	9	10	12	0	2	0	10	18	10	12	5					
		1.22%	3.41%	0.0%	0.60%	4.21%	0.64%	0.91%	1.51%	2.75%	0.15%	0.54%	0.66%	0.0%	2.38%	2.22%	3.27%	0.0%	0.22%	0.0%	0.99%	1.64%	1.47%	3.97%	1.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	149	14	4	3	0	0	4	9	1	3	4	3	0	19	1	5	5	9	0	18	30	11	2	4					
		1.22%	2.39%	0.83%	0.36%	0.0%	0.0%	1.22%	1.51%	0.68%	0.47%	0.72%	0.33%	0.0%	5.02%	0.22%	1.36%	0.80%	1.01%	0.0%	1.79%	2.73%	1.61%	0.66%	0.91%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	284	12	6	0	3	2	5	7	2	6	7	9	2	12	9	13	14	10	0	61	59	22	4	19					
		2.34%	2.05%	1.25%	0.0%	1.57%	1.29%	1.52%	1.17%	1.37%	0.94%	1.26%	0.99%	1.35%	3.17%	2.00%	3.55%	2.25%	1.12%	0.0%	6.09%	5.37%	3.23%	1.32%	4.35%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	148	4	2	7	2	0	2	3	2	2	3	14	3	2	7	11	13	5	7	22	18	15	2	2					
		1.22%	0.68%	0.41%	0.84%	1.05%	0.0%	0.61%	0.50%	1.37%	0.31%	0.54%	1.54%	2.02%	0.52%	1.55%	3.00%	2.09%	0.56%	1.93%	2.19%	1.64%	2.20%	0.66%	0.45%					
22	"5. ""За Русь Святую"""	34	3	0	0	0	0	2	4	0	2	2	0	0	1	0	5	0	1	0	1	9	0	3	1					
		0.28%	0.51%	0.0%	0.0%	0.0%	0.0%	0.61%	0.67%	0.0%	0.31%	0.36%	0.0%	0.0%	0.26%	0.0%	1.36%	0.0%	0.11%	0.0%	0.09%	0.82%	0.0%	0.99%	0.22%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	0	1	0	2	0	1	1	0	3	2	0	1	0	6	2	0	2	0	2	1	0	0	0					
		0.19%	0.0%	0.20%	0.0%	1.05%	0.0%	0.30%	0.16%	0.0%	0.47%	0.36%	0.0%	0.67%	0.0%	1.33%	0.54%	0.0%	0.22%	0.0%	0.19%	0.09%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	44	1	1	0	1	1	0	3	0	0	3	4	0	1	4	5	0	0	0	7	8	2	1	2					
		0.36%	0.17%	0.20%	0.0%	0.52%	0.64%	0.0%	0.50%	0.0%	0.0%	0.54%	0.44%	0.0%	0.26%	0.89%	1.36%	0.0%	0.0%	0.0%	0.69%	0.72%	0.29%	0.33%	0.45%					
25	"8. ""Народно-республиканская партия России"""	11	2	2	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1					
		0.09%	0.34%	0.41%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.11%	0.0%	0.09%	0.0%	0.0%	0.0%	0.22%					
26	"9. ""Российская экологическая партия ""Зеленые"""	28	3	0	0	0	0	1	0	0	1	0	3	0	0	1	0	0	2	0	5	6	3	1	2					
		0.23%	0.51%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.15%	0.0%	0.33%	0.0%	0.0%	0.22%	0.0%	0.0%	0.22%	0.0%	0.49%	0.54%	0.44%	0.33%	0.45%					
27	"10. ""Аграрная партия России"""	441	18	15	5	3	3	1	32	7	21	31	28	7	26	13	15	34	28	21	47	30	7	29	20					
		3.63%	3.07%	3.13%	0.60%	1.57%	1.93%	0.30%	5.36%	4.82%	3.30%	5.59%	3.08%	4.72%	6.87%	2.89%	4.09%	5.46%	3.16%	5.80%	4.69%	2.73%	1.02%	9.60%	4.58%					
28	"11. ""Истинные патриоты России"""	23	0	3	0	1	0	0	1	0	1	0	0	0	6	0	0	0	6	0	3	0	0	2	0					
		0.18%	0.0%	0.62%	0.0%	0.52%	0.0%	0.0%	0.16%	0.0%	0.15%	0.0%	0.0%	0.0%	1.58%	0.0%	0.0%	0.0%	0.67%	0.0%	0.29%	0.0%	0.0%	0.66%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	87	3	3	1	0	2	1	2	1	9	3	2	2	1	9	3	0	5	0	16	18	1	3	2					
		0.71%	0.51%	0.62%	0.12%	0.0%	1.29%	0.30%	0.33%	0.68%	1.41%	0.54%	0.22%	1.35%	0.26%	2.00%	0.81%	0.0%	0.56%	0.0%	1.59%	1.64%	0.14%	0.99%	0.45%					
30	"13. ""Демократическая партия России"""	36	3	2	0	0	2	2	3	0	1	4	3	0	0	0	1	0	3	0	5	4	2	1	0					
		0.29%	0.51%	0.41%	0.0%	0.0%	1.29%	0.61%	0.50%	0.0%	0.15%	0.72%	0.33%	0.0%	0.0%	0.0%	0.27%	0.0%	0.33%	0.0%	0.49%	0.36%	0.29%	0.33%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	1	2	0	0	0	0	1	0	0	2	0	0	2	1	0	0	3	0	3	2	1	2	0					
		0.16%	0.17%	0.41%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.36%	0.0%	0.0%	0.52%	0.22%	0.0%	0.0%	0.33%	0.0%	0.29%	0.18%	0.14%	0.66%	0.0%					
32	"15. ""Партия СЛОН"""	10	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	2	0	1	1					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.15%	0.0%	0.0%	0.0%	0.26%	0.22%	0.27%	0.0%	0.0%	0.0%	0.09%	0.18%	0.0%	0.33%	0.22%					
33	"16. ""Родина"" (народно-патриотический союз)"""	565	10	9	4	3	2	4	4	13	41	18	7	12	17	35	26	48	24	11	96	106	38	6	31					
		4.65%	1.70%	1.87%	0.48%	1.57%	1.29%	1.22%	0.67%	8.96%	6.45%	3.24%	0.77%	8.10%	4.49%	7.79%	7.10%	7.71%	2.70%	3.03%	9.59%	9.66%	5.58%	1.98%	7.11%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	29	1	2	0	1	0	1	1	2	1	2	2	0	1	1	1	0	7	0	3	0	0	2	1					
		0.23%	0.17%	0.41%	0.0%	0.52%	0.0%	0.30%	0.16%	1.37%	0.15%	0.36%	0.22%	0.0%	0.26%	0.22%	0.27%	0.0%	0.79%	0.0%	0.29%	0.0%	0.0%	0.66%	0.22%					
35	"18. ""ЛДПР"""	850	17	26	2	8	5	2	9	17	4	42	21	12	31	29	22	54	95	41	103	139	71	35	65					
		7.00%	2.90%	5.42%	0.24%	4.21%	3.22%	0.61%	1.51%	11.72%	0.62%	7.58%	2.31%	8.10%	8.20%	6.45%	6.01%	8.68%	10.72%	11.32%	10.28%	12.67%	10.44%	11.58%	14.90%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	138	2	6	0	4	1	2	3	5	6	5	3	4	3	9	4	0	11	0	28	17	13	4	8					
		1.13%	0.34%	1.25%	0.0%	2.10%	0.64%	0.61%	0.50%	3.44%	0.94%	0.90%	0.33%	2.70%	0.79%	2.00%	1.09%	0.0%	1.24%	0.0%	2.79%	1.54%	1.91%	1.32%	1.83%					
37	"20. ""Политическая партия ""Единая Россия"""	7154	354	291	737	119	118	279	432	70	445	347	673	70	216	222	191	373	532	233	344	422	389	122	175					
		58.97%	60.51%	60.75%	89.00%	62.63%	76.12%	85.32%	72.48%	48.27%	70.07%	62.63%	74.03%	47.29%	57.14%	49.44%	52.18%	59.96%	60.04%	64.36%	34.36%	38.46%	57.20%	40.39%	40.13%					
38	"21. ""Российская Конституционно-демократическая партия"""	29	1	2	0	0	1	3	1	1	1	0	0	0	3	0	0	2	5	0	1	6	1	0	1					
		0.23%	0.17%	0.41%	0.0%	0.0%	0.64%	0.91%	0.16%	0.68%	0.15%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.32%	0.56%	0.0%	0.09%	0.54%	0.14%	0.0%	0.22%					
39	"22. ""Развитие предпринимательства"""	16	1	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	1	0	3	5	1	0	0					
		0.13%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.36%	0.0%	0.0%	0.26%	0.22%	0.0%	0.0%	0.11%	0.0%	0.29%	0.45%	0.14%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1355	90	88	20	26	12	10	61	19	66	55	89	30	21	74	41	67	66	44	165	133	64	44	70					
		11.17%	15.38%	18.37%	2.41%	13.68%	7.74%	3.05%	10.23%	13.10%	10.39%	9.92%	9.79%	20.27%	5.55%	16.48%	11.20%	10.77%	7.44%	12.15%	16.48%	12.12%	9.41%	14.56%	16.05%					
																														
41	Против всех	372	18	12	32	6	2	1	6	0	11	16	21	3	4	10	8	10	39	5	42	56	24	24	22					
		3.06%	3.07%	2.50%	3.86%	3.15%	1.29%	0.30%	1.00%	0.0%	1.73%	2.88%	2.31%	2.02%	1.05%	2.22%	2.18%	1.60%	4.40%	1.38%	4.19%	5.10%	3.52%	7.94%	5.04%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
