Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Пировская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817					
1	"Число избирателей, внесенных в список избирателей"	6395	97	205	196	153	773	269	432	145	120	278	2522	173	97	80	503	103	64	185					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6472	98	205	201	151	785	270	433	148	122	270	2559	174	97	79	511	103	70	196					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3226	68	106	120	79	368	120	236	63	87	136	1142	115	70	39	261	57	49	110					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	481	1	45	11	37	28	14	63	44	2	42	122	8	10	15	24	4	4	7					
6	Число погашенных избирательных бюллетеней	2765	29	54	70	35	389	136	134	41	33	92	1295	51	17	25	226	42	17	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	481	1	45	11	37	28	14	63	44	2	42	122	8	10	15	24	4	4	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3226	68	106	120	79	368	120	236	63	87	136	1142	115	70	39	261	57	49	110					
9	Число недействительных избирательных бюллетеней	45	0	3	1	2	4	2	5	0	2	3	13	2	1	1	1	2	3	0					
10	Число действительных избирательных бюллетеней	3662	69	148	130	114	392	132	294	107	87	175	1251	121	79	53	284	59	50	117					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	139	2	5	5	4	18	6	10	3	3	6	48	4	2	2	12	2	2	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	49	2	1	0	0	6	0	0	1	0	0	33	0	0	0	3	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	37	2	1	4	5	3	0	2	1	2	2	4	2	1	2	0	1	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	90	0	4	5	4	12	6	10	2	3	6	15	4	2	2	9	1	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	356	2	7	4	10	37	15	31	4	3	15	162	10	5	6	30	6	2	7					
		9.60%	2.90%	4.64%	3.05%	8.62%	9.34%	11.19%	10.37%	3.74%	3.37%	8.43%	12.82%	8.13%	6.25%	11.11%	10.53%	9.84%	3.77%	5.98%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	519	15	24	12	1	55	26	39	22	3	24	205	2	5	3	49	9	6	19					
		14.00%	21.74%	15.89%	9.16%	0.86%	13.89%	19.40%	13.04%	20.56%	3.37%	13.48%	16.22%	1.63%	6.25%	5.56%	17.19%	14.75%	11.32%	16.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	2	2	2	2	5	2	3	1	0	4	17	1	0	2	6	0	0	0					
		1.32%	2.90%	1.32%	1.53%	1.72%	1.26%	1.49%	1.00%	0.93%	0.00%	2.25%	1.34%	0.81%	0.00%	3.70%	2.11%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	966	14	28	42	36	60	24	53	29	11	61	379	22	40	15	75	22	12	43					
		26.06%	20.29%	18.54%	32.06%	31.03%	15.15%	17.91%	17.73%	27.10%	12.36%	34.27%	29.98%	17.89%	50.00%	27.78%	26.32%	36.07%	22.64%	36.75%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	0	1	3	0	3	1	2	0	0	0	22	0	0	1	2	1	0	0					
		0.97%	0.00%	0.66%	2.29%	0.00%	0.76%	0.75%	0.67%	0.00%	0.00%	0.00%	1.74%	0.00%	0.00%	1.85%	0.70%	1.64%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1714	36	86	67	64	232	64	165	51	69	70	453	85	29	26	121	21	30	45					
		46.24%	52.17%	56.95%	51.15%	55.17%	58.59%	47.76%	55.18%	47.66%	77.53%	39.33%	35.84%	69.11%	36.25%	48.15%	42.46%	34.43%	56.60%	38.46%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	22	0	0	0	1	0	0	1	0	1	1	13	1	0	0	1	0	0	3					
		0.59%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.33%	0.00%	1.12%	0.56%	1.03%	0.81%	0.00%	0.00%	0.35%	0.00%	0.00%	2.56%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
