Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Мценская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505					
1	"Число избирателей, внесенных в списки избирателей"	14030	438	261	435	513	359	368	291	272	167	311	191	382	164	253	524	328	195	470	208	763	623	345	293	359	207	205	627	384	783	474	121	344	1953	419					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14630	475	285	459	532	360	392	270	311	149	314	220	391	172	251	558	343	222	461	214	772	651	361	318	387	234	240	709	442	797	490	124	365	1939	422					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8613	276	168	305	284	267	196	114	181	122	201	107	237	122	191	296	178	131	283	121	594	329	127	96	268	110	133	391	182	441	276	84	267	1286	249					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3379	91	56	106	55	56	97	118	58	26	102	56	65	33	60	163	85	53	107	71	113	245	192	161	70	76	54	187	169	208	116	34	44	165	87					
6	Число погашенных избирательных бюллетеней	2638	108	61	48	193	37	99	38	72	1	11	57	89	17	0	99	80	38	71	22	65	77	42	61	49	48	53	131	91	148	98	6	54	488	86					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3379	91	56	106	55	56	97	118	58	26	102	56	65	33	60	163	85	53	107	71	113	245	192	161	70	76	54	187	169	208	116	34	44	165	87					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8613	276	168	305	284	267	196	114	181	122	201	107	237	122	191	296	178	131	283	121	594	329	127	96	268	110	133	391	182	441	276	84	267	1286	249					
9	Число недействительных избирательных бюллетеней	105	5	1	0	1	8	2	1	5	1	3	0	3	0	4	3	3	0	1	10	7	0	1	3	2	2	2	3	3	5	3	1	3	15	4					
10	Число действительных избирательных бюллетеней	11887	362	223	411	338	315	291	231	234	147	300	163	299	155	247	456	260	184	389	182	700	574	318	254	336	184	185	575	348	644	389	117	308	1436	332					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	980	51	19	28	33	16	25	17	44	15	18	26	15	16	7	40	14	26	32	21	45	22	29	28	20	26	29	73	54	64	33	6	17	54	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	980	51	19	28	33	16	25	17	44	15	18	26	15	16	7	40	14	26	32	21	45	22	29	28	20	26	29	73	54	64	33	6	17	54	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	313	10	7	6	6	11	5	7	4	14	6	12	6	4	19	8	11	2	23	6	14	13	14	7	5	4	3	12	6	9	10	6	2	28	13					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	6	1	1	0	2	3	0	1	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	220	3	6	1	7	3	4	7	8	0	9	3	3	2	1	11	11	3	3	2	5	18	5	7	2	8	1	15	9	7	10	2	10	27	7					
		1.83%	0.82%	2.68%	0.24%	2.06%	0.93%	1.37%	3.02%	3.35%	0.00%	2.97%	1.84%	0.99%	1.29%	0.40%	2.40%	4.18%	1.63%	0.77%	1.04%	0.71%	3.14%	1.57%	2.72%	0.59%	4.30%	0.53%	2.60%	2.56%	1.08%	2.55%	1.69%	3.22%	1.86%	2.08%					
19	2.Всероссийская политическая партия «Гражданская Сила»	53	2	0	1	4	0	3	0	0	1	0	0	0	1	0	2	1	0	2	1	2	3	0	0	1	0	0	5	2	5	2	0	2	12	1					
		0.44%	0.54%	0.00%	0.24%	1.18%	0.00%	1.02%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.65%	0.00%	0.44%	0.38%	0.00%	0.51%	0.52%	0.28%	0.52%	0.00%	0.00%	0.30%	0.00%	0.00%	0.87%	0.57%	0.77%	0.51%	0.00%	0.64%	0.83%	0.30%					
20	3.Политическая партия «Демократическая партия России»	17	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	2	0	0	1	0	0	0	3	1	1	1	0	1	1	1					
		0.14%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.44%	0.00%	0.54%	0.00%	0.00%	0.28%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.52%	0.28%	0.15%	0.26%	0.00%	0.32%	0.07%	0.30%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1494	40	27	33	25	31	40	41	33	11	47	16	42	30	11	73	22	19	46	25	118	26	27	48	33	23	38	60	53	72	56	12	37	243	36					
		12.46%	10.90%	12.05%	8.03%	7.37%	9.60%	13.65%	17.67%	13.81%	7.43%	15.51%	9.82%	13.91%	19.35%	4.38%	15.90%	8.37%	10.33%	11.79%	13.02%	16.69%	4.53%	8.46%	18.68%	9.76%	12.37%	20.32%	10.38%	15.10%	11.09%	14.29%	10.17%	11.90%	16.75%	10.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	35	5	0	0	1	2	0	1	0	0	1	0	2	0	0	1	1	2	0	0	1	0	2	1	0	0	0	3	2	2	0	3	0	4	1					
		0.29%	1.36%	0.00%	0.00%	0.29%	0.62%	0.00%	0.43%	0.00%	0.00%	0.33%	0.00%	0.66%	0.00%	0.00%	0.22%	0.38%	1.09%	0.00%	0.00%	0.14%	0.00%	0.63%	0.39%	0.00%	0.00%	0.00%	0.52%	0.57%	0.31%	0.00%	2.54%	0.00%	0.28%	0.30%					
23	6.Политическая партия «Партия социальной справедливости»	23	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	4	1	0	0	0	0	0	3	0	0	1	2	1	1	0	1	4	0					
		0.19%	0.00%	0.45%	0.00%	0.00%	0.31%	0.00%	0.00%	0.42%	0.68%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	2.17%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.17%	0.57%	0.15%	0.26%	0.00%	0.32%	0.28%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	961	33	24	18	32	37	19	12	28	22	25	16	31	17	12	42	21	25	46	12	4	21	24	17	26	23	15	37	27	90	34	6	24	121	20					
		8.01%	8.99%	10.71%	4.38%	9.44%	11.46%	6.48%	5.17%	11.72%	14.86%	8.25%	9.82%	10.26%	10.97%	4.78%	9.15%	7.98%	13.59%	11.79%	6.25%	0.57%	3.66%	7.52%	6.61%	7.69%	12.37%	8.02%	6.40%	7.69%	13.87%	8.67%	5.08%	7.72%	8.34%	5.95%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1215	34	35	5	44	57	38	14	41	9	35	13	30	5	3	32	59	7	35	10	110	17	8	21	33	27	19	67	20	115	47	11	36	141	37					
		10.13%	9.26%	15.63%	1.22%	12.98%	17.65%	12.97%	6.03%	17.15%	6.08%	11.55%	7.98%	9.93%	3.23%	1.20%	6.97%	22.43%	3.80%	8.97%	5.21%	15.56%	2.96%	2.51%	8.17%	9.76%	14.52%	10.16%	11.59%	5.70%	17.72%	11.99%	9.32%	11.58%	9.72%	11.01%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	102	3	2	1	4	1	6	0	0	4	1	2	2	1	0	3	5	0	8	1	2	3	2	3	1	3	1	3	5	7	3	0	6	15	4					
		0.85%	0.82%	0.89%	0.24%	1.18%	0.31%	2.05%	0.00%	0.00%	2.70%	0.33%	1.23%	0.66%	0.65%	0.00%	0.65%	1.90%	0.00%	2.05%	0.52%	0.28%	0.52%	0.63%	1.17%	0.30%	1.61%	0.53%	0.52%	1.42%	1.08%	0.77%	0.00%	1.93%	1.03%	1.19%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7708	239	127	348	219	179	179	156	123	99	180	111	186	99	219	288	139	123	248	131	449	484	249	156	237	100	110	380	225	341	231	82	188	860	223					
		64.28%	65.12%	56.70%	84.67%	64.60%	55.42%	61.09%	67.24%	51.46%	66.89%	59.41%	68.10%	61.59%	63.87%	87.25%	62.75%	52.85%	66.85%	63.59%	68.23%	63.51%	84.32%	78.06%	60.70%	70.12%	53.76%	58.82%	65.74%	64.10%	52.54%	58.93%	69.49%	60.45%	59.27%	66.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	59	3	1	4	1	4	2	0	0	0	2	1	2	0	1	2	1	0	0	0	7	2	1	0	0	0	1	1	2	3	4	1	3	8	2					
		0.49%	0.82%	0.45%	0.97%	0.29%	1.24%	0.68%	0.00%	0.00%	0.00%	0.66%	0.61%	0.66%	0.00%	0.40%	0.44%	0.38%	0.00%	0.00%	0.00%	0.99%	0.35%	0.31%	0.00%	0.00%	0.00%	0.53%	0.17%	0.57%	0.46%	1.02%	0.85%	0.96%	0.55%	0.60%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
