Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Кичменгско-городецкая																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597					
1	"Число избирателей, внесенных в списки"	15844	540	384	651	207	307	767	850	191	225	866	197	207	660	128	336	291	135	2990	2220	233	911	237	240	354	669	279	433	336					
2	"Число бюллетеней, полученных участковыми комиссиями"	15778	550	365	650	200	311	770	840	180	220	870	195	205	640	140	325	305	140	2950	2200	220	922	235	240	355	655	280	445	370					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8195	146	243	247	80	145	450	489	151	138	338	94	108	365	80	101	198	83	1409	1135	165	539	139	128	234	232	229	297	232					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1675	173	15	209	80	59	36	14	10	32	103	50	44	38	6	139	21	20	124	85	15	21	38	24	18	187	6	42	66					
6	Число погашенных бюллетеней	5908	231	107	194	40	107	284	337	19	50	429	51	53	237	54	85	86	37	1417	980	40	362	58	88	103	236	45	106	72					
7	Число бюллетеней в переносных ящиках для голосования	1675	173	15	209	80	59	36	14	10	32	103	50	44	38	6	139	21	20	124	85	15	21	38	24	18	187	6	42	66					
8	Число бюллетеней в стационарных ящиках для голосования	8195	146	243	247	80	145	450	489	151	138	338	94	108	365	80	101	198	83	1409	1135	165	539	139	128	234	232	229	297	232					
9	Число недействительных бюллетеней	171	4	10	9	3	2	9	9	1	0	16	2	3	13	1	8	5	2	14	17	2	4	3	10	3	3	1	13	4					
10	Число действительных бюллетеней	9699	315	248	447	157	202	477	494	160	170	425	142	149	390	85	232	214	101	1519	1203	178	556	174	142	249	416	234	326	294					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	11	5	0	5	2	0	1	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	25	0	1	1	0	1	0	1	0	0	0	0	1	2	0	1	1	0	3	0	1	0	1	1	1	7	1	0	1					
14	Число погашенных открепительных удостоверений	268	9	10	10	10	10	9	8	10	10	10	10	10	9	10	10	10	10	9	15	10	5	8	10	9	7	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	93	4	1	1	0	4	6	7	3	1	5	1	0	3	2	2	3	0	10	6	4	5	2	0	2	9	1	5	6					
		0.94%	1.25%	0.38%	0.21%	0.0%	1.96%	1.23%	1.39%	1.86%	0.58%	1.13%	0.69%	0.0%	0.74%	2.32%	0.83%	1.36%	0.0%	0.65%	0.49%	2.22%	0.89%	1.12%	0.0%	0.79%	2.14%	0.42%	1.47%	2.01%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	88	2	1	4	1	1	4	4	0	0	1	1	1	2	2	0	1	1	27	8	1	10	0	1	6	2	2	4	1					
		0.89%	0.62%	0.38%	0.87%	0.62%	0.49%	0.82%	0.79%	0.0%	0.0%	0.22%	0.69%	0.65%	0.49%	2.32%	0.0%	0.45%	0.97%	1.76%	0.65%	0.55%	1.78%	0.0%	0.65%	2.38%	0.47%	0.85%	1.17%	0.33%					
