Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Мысковская городская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618					
1	"Число избирателей, внесенных в список"	32549	121	305	1599	978	1241	1957	1800	2050	1355	1887	1428	338	1490	1002	2155	1121	678	268	1434	1764	1584	1195	1826	1793	1180					
2	Число полученных избирательных бюллетеней	30300	200	300	1500	1000	1000	1500	2000	2000	1000	1500	1500	300	1500	1000	2000	1000	700	300	1500	1500	1500	1500	1500	1500	1000					
3	"Число избирательных бюллетеней, выданных  досрочно"	73	23	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18426	98	283	774	590	689	888	1385	1120	662	1352	871	167	641	565	1249	460	397	202	782	1002	802	841	1049	828	729					
5	"Число избирательных бюллетеней, выданных вне помещения"	1769	0	12	241	70	90	91	78	139	93	41	28	43	128	76	84	61	56	3	48	69	55	77	50	87	49					
6	Число погашенных избирательных бюллетеней	10032	79	5	485	340	221	521	537	741	245	107	601	40	731	359	667	479	247	95	670	429	643	582	401	585	222					
7	Число избирательных бюллетеней в переносных ящиках	1842	23	12	241	70	90	91	78	139	93	41	28	93	128	76	84	61	56	3	48	69	55	77	50	87	49					
8	Число бюллетеней в стационарных ящиках для голосования	18422	98	283	774	590	689	888	1385	1120	662	1352	871	167	641	565	1249	460	397	202	782	1001	802	839	1049	827	729					
9	Число недействительных избирательных бюллетеней	139	0	0	7	5	6	11	6	4	5	8	1	5	9	6	11	3	5	4	6	13	9	4	4	6	1					
10	Число действительных избирательных бюллетеней	20125	121	295	1008	655	773	968	1457	1255	750	1385	898	255	760	635	1322	518	448	201	824	1057	848	912	1095	908	777					
11	Число полученных открепительных  удостоверений	395	10	10	10	10	15	20	15	15	15	15	15	10	15	15	20	15	15	10	15	15	55	15	15	15	15					
12	Число выданных открепительных удостоверений	216	0	1	3	3	10	19	15	11	9	11	14	1	5	5	20	4	8	2	6	5	43	7	9	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	251	12	15	52	6	3	7	26	7	1	7	7	16	8	4	3	8	1	13	8	12	6	7	16	5	1					
14	Число неиспользованных открепительных удостоверений	179	10	9	7	7	5	1	0	4	6	4	1	9	10	10	0	11	7	8	9	10	12	8	6	12	13					
15	"Число открепительных удостоверений, выданных в ТИК"	22	0	0	0	1	3	0	3	2	0	3	1	0	0	0	1	0	0	0	1	3	2	1	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	1130	2	10	48	36	24	52	63	48	18	76	57	10	36	36	85	22	11	1	48	80	66	80	88	60	73					
		5.58%	1.65%	3.39%	4.73%	5.45%	3.08%	5.31%	4.31%	3.81%	2.38%	5.46%	6.34%	3.85%	4.68%	5.62%	6.38%	4.22%	2.43%	0.49%	5.78%	7.48%	7.70%	8.73%	8.01%	6.56%	9.38%					
19	. Малышкин Олег Александрович	699	3	4	38	20	24	34	29	49	40	42	35	7	28	19	45	17	14	5	23	49	19	35	48	47	25					
		3.45%	2.48%	1.36%	3.74%	3.03%	3.08%	3.47%	1.98%	3.89%	5.30%	3.02%	3.89%	2.69%	3.64%	2.96%	3.38%	3.26%	3.09%	2.44%	2.77%	4.58%	2.22%	3.82%	4.37%	5.14%	3.21%					
20	. Миронов Сергей Михайлович	185	2	1	8	6	11	15	15	7	3	10	9	2	6	3	16	3	2	1	8	7	14	9	9	9	9					
		0.91%	1.65%	0.34%	0.79%	0.91%	1.41%	1.53%	1.03%	0.56%	0.40%	0.72%	1.00%	0.77%	0.78%	0.47%	1.20%	0.58%	0.44%	0.49%	0.96%	0.65%	1.63%	0.98%	0.82%	0.98%	1.16%					
21	. Путин Владимир Владимирович	13922	97	239	751	496	576	628	1048	912	542	967	585	188	571	450	875	391	312	116	571	688	583	579	708	595	454					
		68.70%	80.17%	81.02%	73.99%	75.15%	73.94%	64.15%	71.63%	72.44%	71.79%	69.42%	65.07%	72.31%	74.25%	70.20%	65.64%	75.05%	68.87%	56.59%	68.80%	64.30%	68.03%	63.21%	64.42%	65.10%	58.35%					
22	. Хакамада Ирина Муцуовна	725	0	5	32	20	22	47	49	33	20	63	36	11	26	22	48	14	10	2	32	58	21	40	50	36	28					
		3.58%	0.00%	1.69%	3.15%	3.03%	2.82%	4.80%	3.35%	2.62%	2.65%	4.52%	4.00%	4.23%	3.38%	3.43%	3.60%	2.69%	2.21%	0.98%	3.86%	5.42%	2.45%	4.37%	4.55%	3.94%	3.60%					
23	. Харитонов Николай Михайлович	2619	11	32	106	56	81	148	202	160	112	157	143	31	75	68	195	60	76	65	87	117	118	122	124	116	157					
