Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																
Дата голосования: 07.12.2003 0:00:00																
																
Наименование Избирательной комиссии:    Черноголовская городская																
																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																
																
		Сумма	УИК №2953	УИК №2954	УИК №2955	УИК №2956	УИК №2957	УИК №2958	УИК №2959	УИК №2960	УИК №2961					
1	"Число избирателей, внесенных в списки"	17534	128	186	2461	2515	2671	2432	2403	2455	2283					
2	"Число бюллетеней, полученных участковыми комиссиями"	15799	121	178	2200	2300	2400	2200	2200	2200	2000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9478	85	86	1215	1334	1471	1345	1414	1286	1242					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	164	0	34	20	10	15	25	14	12	34					
6	Число погашенных бюллетеней	6157	36	58	965	956	914	830	772	902	724					
7	Число бюллетеней в переносных ящиках для голосования	164	0	34	20	10	15	25	14	12	34					
8	Число бюллетеней в стационарных ящиках для голосования	9462	85	86	1214	1329	1471	1340	1414	1285	1238					
9	Число недействительных бюллетеней	69	2	5	11	10	5	10	11	9	6					
10	Число действительных бюллетеней	9557	83	115	1223	1329	1481	1355	1417	1288	1266					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	230	10	10	30	30	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	85	0	1	9	13	9	14	20	8	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	89	1	2	11	10	6	8	25	13	13					
14	Число погашенных открепительных удостоверений	145	10	9	21	17	21	16	10	22	19					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0					
																
18	"1. ""ЕДИНЕНИЕ"""	101	0	1	27	16	19	13	15	6	4					
		1.04%	0.0%	0.83%	2.18%	1.19%	1.27%	0.95%	1.05%	0.46%	0.31%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1157	3	5	106	137	156	178	182	171	219					
		12.01%	3.52%	4.16%	8.58%	10.23%	10.49%	13.04%	12.74%	13.18%	17.21%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	201	0	2	29	29	33	22	30	31	25					
		2.08%	0.0%	1.66%	2.35%	2.16%	2.22%	1.61%	2.10%	2.39%	1.96%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1047	0	2	87	158	163	144	144	142	207					
		10.87%	0.0%	1.66%	7.05%	11.79%	10.96%	10.54%	10.08%	10.94%	16.27%					
22	"5. ""За Русь Святую"""	30	1	3	3	3	2	5	5	7	1					
		0.31%	1.17%	2.5%	0.24%	0.22%	0.13%	0.36%	0.35%	0.53%	0.07%					
23	"6. ""Объединенная Российская партия ""Русь"""	20	0	0	1	3	5	2	5	2	2					
		0.20%	0.0%	0.0%	0.08%	0.22%	0.33%	0.14%	0.35%	0.15%	0.15%					
24	"7. ""Новый курс - Автомобильная Россия"""	130	1	2	19	18	28	11	18	22	11					
		1.35%	1.17%	1.66%	1.53%	1.34%	1.88%	0.80%	1.26%	1.69%	0.86%					
25	"8. ""Народно-республиканская партия России"""	6	1	1	1	0	1	0	1	1	0					
		0.06%	1.17%	0.83%	0.08%	0.0%	0.06%	0.0%	0.07%	0.07%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	57	0	1	5	10	6	10	12	11	2					
		0.59%	0.0%	0.83%	0.40%	0.74%	0.40%	0.73%	0.84%	0.84%	0.15%					
27	"10. ""Аграрная партия России"""	147	3	1	27	16	17	18	23	24	18					
		1.52%	3.52%	0.83%	2.18%	1.19%	1.14%	1.31%	1.61%	1.85%	1.41%					
28	"11. ""Истинные патриоты России"""	3	0	1	1	1	0	0	0	0	0					
		0.03%	0.0%	0.83%	0.08%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	130	2	3	11	17	19	24	17	19	18					
		1.35%	2.35%	2.5%	0.89%	1.26%	1.27%	1.75%	1.19%	1.46%	1.41%					
30	"13. ""Демократическая партия России"""	18	0	1	4	3	5	1	3	0	1					
		0.18%	0.0%	0.83%	0.32%	0.22%	0.33%	0.07%	0.21%	0.0%	0.07%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	1	0	1	2	4	2	1	0	1					
		0.12%	1.17%	0.0%	0.08%	0.14%	0.26%	0.14%	0.07%	0.0%	0.07%					
32	"15. ""Партия СЛОН"""	33	0	1	2	1	8	6	7	4	4					
		0.34%	0.0%	0.83%	0.16%	0.07%	0.53%	0.43%	0.49%	0.30%	0.31%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1710	21	7	200	226	244	243	295	240	234					
		17.76%	24.70%	5.83%	16.20%	16.87%	16.41%	17.80%	20.65%	18.50%	18.39%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	9	0	1	3	0	3	0	2	0	0					
		0.09%	0.0%	0.83%	0.24%	0.0%	0.20%	0.0%	0.14%	0.0%	0.0%					
35	"18. ""ЛДПР"""	582	9	12	91	85	112	97	63	65	48					
		6.04%	10.58%	10.0%	7.37%	6.34%	7.53%	7.10%	4.41%	5.01%	3.77%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	81	0	4	11	13	19	5	7	13	9					
		0.84%	0.0%	3.33%	0.89%	0.97%	1.27%	0.36%	0.49%	1.00%	0.70%					
37	"20. ""Политическая партия ""Единая Россия"""	2531	26	49	404	364	399	356	369	304	260					
		26.29%	30.58%	40.83%	32.73%	27.18%	26.85%	26.08%	25.84%	23.43%	20.44%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	0	0	1	1	2	2	3	2	2					
		0.13%	0.0%	0.0%	0.08%	0.07%	0.13%	0.14%	0.21%	0.15%	0.15%					
39	"22. ""Развитие предпринимательства"""	42	0	0	6	8	2	5	7	6	8					
		0.43%	0.0%	0.0%	0.48%	0.59%	0.13%	0.36%	0.49%	0.46%	0.62%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	901	12	4	90	136	136	114	134	149	126					
		9.36%	14.11%	3.33%	7.29%	10.15%	9.15%	8.35%	9.38%	11.48%	9.90%					
																
41	Против всех	596	3	14	93	82	98	97	74	69	66					
		6.19%	3.52%	11.66%	7.53%	6.12%	6.59%	7.10%	5.18%	5.31%	5.18%					
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
