Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва													
Дата голосования: 02.12.2007													
													
Наименование Избирательной комиссии:    Абазинская													
													
Сводная таблица результатов выборов													
													
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246					
1	"Число избирателей, внесенных в списки избирателей"	10261	1431	1385	340	2458	2803	1844					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9575	1235	1220	340	2350	2710	1720					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6872	879	1008	317	1607	1769	1292					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	335	134	43	23	66	17	52					
6	Число погашенных избирательных бюллетеней	2368	222	169	0	677	924	376					
7	Число избирательных бюллетеней в переносных ящиках для голосования	335	134	43	23	66	17	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6872	879	1008	317	1607	1769	1292					
9	Число недействительных избирательных бюллетеней	69	0	0	4	33	4	28					
10	Число действительных избирательных бюллетеней	7138	1013	1051	336	1640	1782	1316					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	43	6	6	4	10	10	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	5	0	1	0	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	8	2	2	1	1	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	38	6	5	4	10	8	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0					
													
18	1.Политическая партия «Аграрная партия России»	41	0	0	6	23	1	11					
		0.57%	0.00%	0.00%	1.76%	1.37%	0.06%	0.82%					
19	2.Всероссийская политическая партия «Гражданская Сила»	20	0	0	3	12	1	4					
		0.28%	0.00%	0.00%	0.88%	0.72%	0.06%	0.30%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	1	0	4	2					
		0.10%	0.00%	0.00%	0.29%	0.00%	0.22%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1252	163	56	24	313	198	498					
		17.37%	16.09%	5.33%	7.06%	18.71%	11.09%	37.05%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	22	0	0	0	5	3	14					
		0.31%	0.00%	0.00%	0.00%	0.30%	0.17%	1.04%					
23	6.Политическая партия «Партия социальной справедливости»	8	0	0	0	2	5	1					
		0.11%	0.00%	0.00%	0.00%	0.12%	0.28%	0.07%					
24	7.Политическая партия «Либерально-демократическая партия России»	63	0	0	5	33	4	21					
		0.87%	0.00%	0.00%	1.47%	1.97%	0.22%	1.56%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	82	0	0	4	39	27	12					
		1.14%	0.00%	0.00%	1.18%	2.33%	1.51%	0.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	43	0	0	3	22	8	10					
		0.60%	0.00%	0.00%	0.88%	1.32%	0.45%	0.74%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5571	850	995	289	1171	1527	739					
		77.30%	83.91%	94.67%	85.00%	69.99%	85.50%	54.99%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	29	0	0	1	20	4	4					
		0.40%	0.00%	0.00%	0.29%	1.20%	0.22%	0.30%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
