Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    район Чертаново Центральное																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004					
1	"Число избирателей, внесенных в списки избирателей"	68756	210	2612	1915	1833	2008	2491	2263	2368	2508	2533	2540	2011	2572	2560	2559	2304	2456	2457	2553	2248	2338	2507	2128	2362	1567	2635	2839	2827	2500	2052					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	56618	218	2100	1600	1500	1700	2000	1900	2000	2100	2100	2100	1700	2200	2100	2100	1900	2000	2000	2100	1800	1900	2100	1700	2000	1300	2200	2300	2200	2000	1700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	38377	198	1208	1174	1077	1157	1431	1416	1457	1294	1724	1232	1068	1063	1269	1770	1066	1396	1388	1528	1172	1276	1247	1321	1725	708	1517	1490	1739	1276	990					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1191	12	57	13	33	40	27	33	29	30	42	39	38	5	34	43	62	60	42	25	55	25	102	46	54	33	81	31	32	46	22					
6	Число погашенных избирательных бюллетеней	17050	8	835	413	390	503	542	451	514	776	334	829	594	1132	797	287	772	544	570	547	573	599	751	333	221	559	602	779	429	678	688					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1189	12	57	13	33	40	27	33	29	30	42	39	38	5	34	43	62	60	42	25	55	25	100	46	54	33	81	31	32	46	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38218	198	1208	1174	1053	1153	1428	1416	1457	1286	1724	1232	1068	1063	1266	1770	1061	1396	1382	1528	1171	1276	1244	1225	1725	706	1513	1490	1739	1276	990					
9	Число недействительных избирательных бюллетеней	488	9	9	22	8	18	19	11	10	11	28	15	8	11	10	19	7	21	15	15	3	33	16	15	30	10	33	18	30	19	15					
10	Число действительных избирательных бюллетеней	38919	201	1256	1165	1078	1175	1436	1438	1476	1305	1738	1256	1098	1057	1290	1794	1116	1435	1409	1538	1223	1268	1328	1256	1749	729	1561	1503	1741	1303	997					
