Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    район Чертаново Центральное																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009					
1	"Число избирателей, внесенных в список избирателей"	68073	267	2277	2224	2184	1945	2362	2287	2342	2220	2458	2438	2419	2682	2732	2503	2306	2579	2271	2482	2187	2285	2462	2152	2232	1513	2535	2592	2874	2285	1978					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	60082	282	2000	2000	2000	1700	2000	2000	2000	2000	2200	2200	2200	2300	2400	2200	2000	2300	2000	2200	1900	2000	2200	2000	2000	1300	2200	2200	2500	2000	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	45344	228	1549	1544	1572	1406	1894	1527	1132	1269	1616	1167	1683	2088	2102	1953	1094	1883	1436	1688	1587	1574	1435	1570	1739	966	1099	1649	1973	1491	1430					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1172	39	45	13	21	22	19	68	31	22	38	25	40	6	140	35	38	41	45	66	97	27	41	37	31	36	33	32	13	23	48					
6	Число погашенных избирательных бюллетеней	13566	15	406	443	407	272	87	405	837	709	546	1008	477	206	158	212	868	376	519	446	216	399	724	393	230	298	1068	519	514	486	322					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1172	39	45	13	21	22	19	68	31	22	38	25	40	6	140	35	38	41	45	66	97	27	41	37	31	36	33	32	13	23	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	45076	228	1549	1544	1572	1406	1894	1525	1129	1250	1616	1163	1683	2063	2068	1953	1094	1883	1436	1622	1587	1571	1426	1533	1688	966	1093	1649	1973	1482	1430					
9	Число недействительных избирательных бюллетеней	831	10	45	28	40	7	21	30	19	11	16	26	22	26	21	23	18	21	30	29	11	95	40	77	30	16	26	29	22	19	23					
10	Число действительных избирательных бюллетеней	45417	257	1549	1529	1553	1421	1892	1563	1141	1261	1638	1162	1701	2043	2187	1965	1114	1903	1451	1659	1673	1503	1427	1493	1689	986	1100	1652	1964	1486	1455					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1380	15	60	50	60	35	50	60	40	50	50	50	60	40	50	50	50	55	50	60	40	40	45	40	40	35	50	40	40	40	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1125	13	45	47	43	35	43	42	31	42	43	39	50	30	41	49	40	37	43	46	22	28	41	30	40	21	44	32	35	38	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	967	0	55	29	29	30	27	54	25	39	20	15	27	36	56	18	53	25	17	75	39	26	53	28	13	27	34	30	22	46	19					
14	Число погашенных неиспользованных открепительных удостоверений	255	2	15	3	17	0	7	18	9	8	7	11	10	10	9	1	10	18	7	14	18	12	4	10	0	14	6	8	5	2	0					
