Выборы Президента Российской Федерации																																																
Дата голосования: 18.03.2018																																																
																																																
Наименование Избирательной комиссии:    Химкинская городская № 2																																																
																																																
Сводная таблица итогов голосования																																																
																																																
	Число участковых избирательных комиссий	37																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	37																																														
																																																
		Сумма	УИК №3145	УИК №3148	УИК №3163	УИК №3164	УИК №3165	УИК №3166	УИК №3167	УИК №3168	УИК №3169	УИК №3170	УИК №3171	УИК №3172	УИК №3173	УИК №3174	УИК №3175	УИК №3176	УИК №3177	УИК №3178	УИК №3179	УИК №3180	УИК №3181	УИК №3182	УИК №3183	УИК №3192	УИК №3193	УИК №3194	УИК №3195	УИК №3196	УИК №3197	УИК №3563	УИК №3565	УИК №4115	УИК №4116	УИК №4118	УИК №4119	УИК №4122	УИК №4123									
1	"Число избирателей, включенных в список избирателей"	64944	2030	1656	1790	1610	1550	1934	1822	1313	1795	1647	1767	2167	1886	1701	1888	1909	2000	1573	1795	1848	1846	1399	2200	2105	1983	1504	1816	1327	1569	1598	1531	1987	1797	1640	1656	1764	1541									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50747	1571	1175	1364	1230	1245	1515	1470	1272	1744	1284	1325	1732	1448	1348	1430	1439	1569	1157	1450	1324	1422	1040	1997	1669	1542	1252	1469	988	1186	1143	1213	1430	1275	1263	1298	1281	1187									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	38193	1258	1000	1071	969	849	1126	1013	1016	1122	931	990	1327	1110	1004	1144	1054	1017	913	985	1159	1060	897	1365	1287	1072	877	1111	825	1002	860	802	1107	1013	1021	947	1012	877									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1022	26	12	20	27	20	28	19	17	6	18	30	221	26	8	26	39	54	11	37	30	2	5	7	12	18	42	55	8	13	37	8	37	19	21	20	31	12									
6	Число погашенных избирательных бюллетеней	11532	287	163	273	234	376	361	438	239	616	335	305	184	312	336	260	346	498	233	428	135	360	138	625	370	452	333	303	155	171	246	403	286	243	221	331	238	298									
7	Число избирательных бюллетеней в переносных ящиках для голосования	977	26	12	20	27	20	28	19	17	6	18	30	221	26	8	26	39	54	11	37	30	2	5	7	12	18	42	10	8	13	37	8	37	19	21	20	31	12									
8	Число бюллетеней в стационарных ящиках для голосования	38168	1258	996	1070	968	849	1125	1013	1015	1116	930	990	1324	1110	1003	1144	1054	1017	913	985	1158	1060	897	1364	1286	1071	877	1111	825	1002	860	801	1107	1013	1021	947	1012	876									
9	Число недействительных избирательных бюллетеней	728	36	16	16	23	18	19	14	30	15	11	17	48	22	14	9	9	15	14	14	10	23	9	14	46	23	10	17	15	14	24	24	14	25	28	29	11	32									
10	Число действительных избирательных бюллетеней	38417	1248	992	1074	972	851	1134	1018	1002	1107	937	1003	1497	1114	997	1161	1084	1056	910	1008	1178	1039	893	1357	1252	1066	909	1104	818	1001	873	785	1130	1007	1014	938	1032	856									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
13	Бабурин Сергей Николаевич	377	10	9	6	11	7	12	5	11	14	13	19	16	7	8	13	10	26	10	8	16	5	5	8	10	16	4	13	3	9	10	6	8	11	13	12	12	1									
		0.96%	0.78%	0.89%	0.55%	1.11%	0.81%	1.04%	0.48%	1.07%	1.25%	1.37%	1.86%	1.04%	0.62%	0.79%	1.11%	0.91%	2.43%	1.08%	0.78%	1.35%	0.47%	0.55%	0.58%	0.77%	1.47%	0.44%	1.16%	0.36%	0.89%	1.11%	0.74%	0.70%	1.07%	1.25%	1.24%	1.15%	0.11%									
14	Грудинин Павел Николаевич	5217	182	141	170	117	130	165	145	106	160	141	142	200	128	172	131	169	124	128	113	152	161	123	188	158	154	107	161	102	140	101	109	174	149	128	102	145	99									
		13.33%	14.17%	13.99%	15.60%	11.76%	14.96%	14.31%	14.05%	10.27%	14.26%	14.87%	13.92%	12.94%	11.27%	17.01%	11.20%	15.46%	11.58%	13.85%	11.06%	12.79%	15.16%	13.64%	13.71%	12.17%	14.14%	11.64%	14.36%	12.24%	13.79%	11.26%	13.47%	15.21%	14.44%	12.28%	10.55%	13.90%	11.15%									
15	Жириновский Владимир Вольфович	1824	57	67	57	30	45	67	37	59	37	59	49	88	59	46	72	49	62	56	60	62	35	28	62	49	56	24	33	18	27	41	19	47	51	62	47	59	48									
		4.66%	4.44%	6.65%	5.23%	3.02%	5.18%	5.81%	3.59%	5.72%	3.30%	6.22%	4.80%	5.70%	5.19%	4.55%	6.15%	4.48%	5.79%	6.06%	5.87%	5.22%	3.30%	3.10%	4.52%	3.78%	5.14%	2.61%	2.94%	2.16%	2.66%	4.57%	2.35%	4.11%	4.94%	5.95%	4.86%	5.66%	5.41%									
16	Путин Владимир Владимирович	27560	872	692	753	714	603	787	724	743	778	651	711	1103	850	676	828	759	770	642	756	865	705	636	983	923	726	670	783	609	757	624	568	781	718	740	692	731	637									
		70.40%	67.91%	68.65%	69.08%	71.76%	69.39%	68.26%	70.16%	71.99%	69.34%	68.67%	69.71%	71.39%	74.82%	66.86%	70.77%	69.44%	71.90%	69.48%	73.97%	72.81%	66.38%	70.51%	71.70%	71.11%	66.67%	72.91%	69.85%	73.11%	74.58%	69.57%	70.21%	68.27%	69.57%	71.02%	71.56%	70.09%	71.73%									
17	Собчак Ксения Анатольевна	1501	48	36	37	45	22	44	41	44	63	33	35	39	29	43	47	38	26	39	27	34	77	55	41	59	51	39	51	45	31	39	43	45	27	25	35	31	37									
		3.83%	3.74%	3.57%	3.39%	4.52%	2.53%	3.82%	3.97%	4.26%	5.61%	3.48%	3.43%	2.52%	2.55%	4.25%	4.02%	3.48%	2.43%	4.22%	2.64%	2.86%	7.25%	6.10%	2.99%	4.55%	4.68%	4.24%	4.55%	5.40%	3.05%	4.35%	5.32%	3.93%	2.62%	2.40%	3.62%	2.97%	4.17%									
18	Сурайкин Максим Александрович	264	8	6	11	13	5	12	8	10	6	7	11	11	5	5	9	7	11	8	11	3	7	5	6	4	9	5	6	2	1	8	2	12	7	6	7	8	2									
		0.67%	0.62%	0.60%	1.01%	1.31%	0.58%	1.04%	0.78%	0.97%	0.53%	0.74%	1.08%	0.71%	0.44%	0.49%	0.77%	0.64%	1.03%	0.87%	1.08%	0.25%	0.66%	0.55%	0.44%	0.31%	0.83%	0.54%	0.54%	0.24%	0.10%	0.89%	0.25%	1.05%	0.68%	0.58%	0.72%	0.77%	0.23%									
19	Титов Борис Юрьевич	637	32	14	16	13	11	15	17	12	18	11	13	19	26	17	16	16	16	7	7	8	30	16	19	20	23	25	24	16	17	23	11	25	19	16	14	22	13									
		1.63%	2.49%	1.39%	1.47%	1.31%	1.27%	1.30%	1.65%	1.16%	1.60%	1.16%	1.27%	1.23%	2.29%	1.68%	1.37%	1.46%	1.49%	0.76%	0.68%	0.67%	2.82%	1.77%	1.39%	1.54%	2.11%	2.72%	2.14%	1.92%	1.67%	2.56%	1.36%	2.19%	1.84%	1.54%	1.45%	2.11%	1.46%									
20	Явлинский Григорий Алексеевич	1037	39	27	24	29	28	32	41	17	31	22	23	21	10	30	45	36	21	20	26	38	19	25	50	29	31	35	33	23	19	27	27	38	25	24	29	24	19									
		2.65%	3.04%	2.68%	2.20%	2.91%	3.22%	2.78%	3.97%	1.65%	2.76%	2.32%	2.25%	1.36%	0.88%	2.97%	3.85%	3.29%	1.96%	2.16%	2.54%	3.20%	1.79%	2.77%	3.65%	2.23%	2.85%	3.81%	2.94%	2.76%	1.87%	3.01%	3.34%	3.32%	2.42%	2.30%	2.99%	2.30%	2.14%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
