Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Обнинская городская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582					
1	"Число избирателей, внесенных в списки избирателей"	87349	1077	710	1942	1766	2884	2098	1259	1728	2477	103	1463	2257	2596	2064	2598	2511	2628	2821	2662	2944	2926	2425	2927	2772	2625	2694	2700	2605	2700	2632	2126	683	2611	2826	2667	2644	2472	2753	973					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	85407	1000	700	1900	1700	2600	2100	1300	1700	2500	150	2580	2180	2580	1900	2580	2480	2480	2780	2580	2671	2760	2400	2760	2630	2570	2570	2620	2570	2670	2550	2100	550	2300	2796	2550	2550	2400	2700	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	46876	489	346	1053	961	1606	1092	501	1005	1166	45	1419	1227	1395	1040	1505	1420	1385	1472	1402	1369	1548	1366	1594	1586	1469	1467	1559	1463	1464	1391	1187	374	1450	1416	1081	1373	1066	1598	526					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	964	34	17	28	30	54	20	1	18	20	58	44	34	24	36	17	31	23	13	18	23	21	11	8	7	27	24	27	20	17	28	15	0	10	14	106	27	18	30	11					
6	Число погашенных избирательных бюллетеней	37567	477	337	819	709	940	988	798	677	1314	47	1117	919	1161	824	1058	1029	1072	1295	1160	1279	1191	1023	1158	1037	1074	1079	1034	1087	1189	1131	898	176	840	1366	1363	1150	1316	1072	363					
7	Число избирательных бюллетеней в переносных ящиках для голосования	964	34	17	28	30	54	20	1	18	20	58	44	34	24	36	17	31	23	13	18	23	21	11	8	7	27	24	27	20	17	28	15	0	10	14	106	27	18	30	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46775	488	346	1050	961	1602	1091	501	972	1164	44	1419	1223	1395	1037	1501	1418	1384	1469	1402	1368	1547	1360	1593	1585	1462	1464	1558	1463	1458	1391	1187	374	1445	1415	1081	1368	1066	1597	526					
9	Число недействительных избирательных бюллетеней	543	5	5	11	8	20	14	4	12	12	0	16	7	24	7	13	12	15	23	15	33	16	11	32	7	21	17	30	17	7	15	14	9	20	17	5	24	11	12	2					
10	Число действительных избирательных бюллетеней	47196	517	358	1067	983	1636	1097	498	978	1172	102	1447	1250	1395	1066	1505	1437	1392	1459	1405	1358	1552	1360	1569	1585	1468	1471	1555	1466	1468	1404	1188	365	1435	1412	1182	1371	1073	1615	535					
