Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Октябрьская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №1824	УИК №1846	УИК №1847	УИК №1848					
1	"Число избирателей, внесенных в списки избирателей"	17663	684	882	858	969	829	125	204	732	140	723	185	213	417	526	351	184	517	306	256	411	827	217	214	155	278	33	130	931	464	298	537	73	471	243	81	660	129	40	54	795	765	756					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17286	673	862	848	935	807	129	202	692	138	704	184	216	406	528	347	173	515	309	252	415	809	211	219	155	285	34	128	858	434	297	507	73	476	240	81	658	128	40	53	780	744	741					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9965	371	371	445	441	425	97	115	380	92	377	150	124	240	322	207	170	295	204	174	225	437	138	184	115	203	25	86	532	269	227	326	61	307	147	47	360	87	30	34	402	370	353					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	865	14	21	29	23	12	0	0	14	6	66	0	5	6	28	29	0	40	11	12	68	64	10	0	0	10	6	15	48	59	12	24	0	56	15	7	75	7	0	5	22	23	23					
6	Число погашенных избирательных бюллетеней	6456	288	470	374	471	370	32	87	298	40	261	34	87	160	178	111	3	180	94	66	122	308	63	35	40	72	3	27	278	106	58	157	12	113	78	27	223	34	10	14	356	351	365					
7	Число избирательных бюллетеней в переносных ящиках для голосования	865	14	21	29	23	12	0	0	14	6	66	0	5	6	28	29	0	40	11	12	68	64	10	0	0	10	6	15	48	59	12	24	0	56	15	7	75	7	0	5	22	23	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9965	371	371	445	441	425	97	115	380	92	377	150	124	240	322	207	170	295	204	174	225	437	138	184	115	203	25	86	532	269	227	326	61	307	147	47	360	87	30	34	402	370	353					
9	Число недействительных избирательных бюллетеней	89	1	4	7	5	4	0	1	3	0	7	0	6	4	3	5	2	3	1	0	1	1	1	1	2	0	2	0	3	0	0	1	1	5	2	1	2	0	0	0	4	3	3					
10	Число действительных избирательных бюллетеней	10741	384	388	467	459	433	97	114	391	98	436	150	123	242	347	231	168	332	214	186	292	500	147	183	113	213	29	101	577	328	239	349	60	358	160	53	433	94	30	39	420	390	373					
