Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Лесосибирская городская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536					
1	"Число избирателей, внесенных в списки"	55767	490	1710	2177	2487	2727	2488	2902	2159	1594	1700	2774	2755	1937	1230	1063	2893	2361	2035	633	2549	2311	2438	2409	2517	410	448	342	1407	1236	1426	159					
2	"Число бюллетеней, полученных участковыми комиссиями"	53057	490	1600	2100	2400	2700	2400	2700	2100	1500	1600	2600	2700	1900	1100	1000	2800	2300	2000	600	2500	2200	2300	2000	2400	390	400	300	1300	1200	1317	160					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22719	209	677	1055	1055	1272	1223	1364	907	644	714	1370	1354	662	490	337	1024	684	871	211	1017	865	757	1014	953	150	230	143	502	414	471	80					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	651	4	14	17	18	56	17	19	8	10	24	66	34	11	14	10	38	18	14	5	15	25	21	9	13	91	8	0	29	23	20	0					
6	Число погашенных бюллетеней	29687	277	909	1028	1327	1372	1160	1317	1185	846	862	1164	1312	1227	596	653	1738	1598	1115	384	1468	1310	1522	977	1434	149	162	157	769	763	826	80					
7	Число бюллетеней в переносных ящиках для голосования	651	4	14	17	18	56	17	19	8	10	24	66	34	11	14	10	38	18	14	5	15	25	21	9	13	91	8	0	29	23	20	0					
8	Число бюллетеней в стационарных ящиках для голосования	22701	209	677	1055	1037	1272	1223	1364	907	644	714	1370	1354	662	490	337	1024	684	871	211	1017	865	757	1014	953	150	230	143	502	414	471	80					
9	Число недействительных бюллетеней	270	5	2	5	11	4	11	0	6	3	3	16	10	7	11	9	17	7	12	1	6	7	2	10	13	35	7	4	3	13	30	0					
10	Число действительных бюллетеней	23082	208	689	1067	1044	1324	1229	1383	909	651	735	1420	1378	666	493	338	1045	695	873	215	1026	883	776	1013	953	206	231	139	528	424	461	80					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	546	5	17	22	25	27	25	28	22	16	17	27	28	18	12	10	29	23	20	6	27	22	23	21	23	3	4	3	14	12	15	2					
