Выборы Президента Российской Федерации																																																													
																																																													
Наименование Избирательной комиссии:    Калачевская																																																													
																																																													
Итоги голосования 																																																													
																																																													
		Сумма	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901					
1	"Число избирателей, внесенных в список"	53873	518	117	220	211	1027	386	124	1178	1894	2190	168	2874	1683	2714	2314	359	1942	187	280	436	512	209	139	289	241	198	951	578	1429	236	111	231	193	569	230	417	1840	1203	751	368	468	2515	1526	1534	1752	2004	1717	1647	2098	1258	2428	1724	1541	144					
2	Число полученных избирательных бюллетеней	48593	548	126	241	210	1050	390	120	1180	1880	2183	160	2779	1681	2760	2198	350	1803	180	270	440	500	200	139	300	220	200	960	580	1360	219	110	220	230	633	240	410	1980	1000	750	360	460	1900	1200	1800	1300	1700	1159	1107	1550	900	1900	1217	1100	140					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	30185	340	86	169	109	440	263	86	616	1006	1903	99	2421	1304	1208	1333	241	1438	132	180	294	324	152	117	208	177	163	545	373	633	172	81	136	138	285	151	250	889	676	460	236	310	1255	695	845	847	1024	816	776	823	485	1094	656	619	106					
5	"Число избирательных бюллетеней, выданных вне помещения"	3094	40	3	19	26	169	13	0	41	55	29	26	35	7	1051	285	0	86	3	29	24	10	0	0	0	6	0	38	36	156	0	2	16	10	15	13	20	50	17	18	9	8	45	41	140	55	67	30	60	54	43	53	69	72	0					
6	Число погашенных избирательных бюллетеней	15314	168	37	53	75	441	114	34	523	819	251	35	323	370	501	580	109	279	45	61	122	166	48	22	92	37	37	377	171	571	47	27	68	82	333	76	140	1041	307	272	115	142	600	464	815	398	609	313	271	673	372	753	492	409	34					
7	Число избирательных бюллетеней в переносных ящиках	3094	40	3	19	26	169	13	0	41	55	29	26	35	7	1051	285	0	86	3	29	24	10	0	0	0	6	0	38	36	156	0	2	16	10	15	13	20	50	17	18	9	8	45	41	140	55	67	30	60	54	43	53	69	72	0					
8	Число бюллетеней в стационарных ящиках для голосования	30185	340	86	169	109	440	263	86	616	1006	1903	99	2421	1304	1208	1333	241	1438	132	180	294	324	152	117	208	177	163	545	373	633	172	81	136	138	285	151	250	889	676	460	236	310	1255	695	845	847	1024	816	776	823	485	1094	656	619	106					
9	Число недействительных избирательных бюллетеней	242	4	2	0	0	4	3	2	5	10	6	0	14	5	7	15	0	14	1	1	1	3	1	2	2	1	2	0	6	4	2	0	1	0	1	0	0	13	8	0	2	5	13	5	10	6	11	6	6	6	5	13	8	5	1					
10	Число действительных избирательных бюллетеней	33037	376	87	188	135	605	273	84	652	1051	1926	125	2442	1306	2252	1603	241	1510	134	208	317	331	151	115	206	182	161	583	403	785	170	83	151	148	299	164	270	926	685	478	243	313	1287	731	975	896	1080	840	830	871	523	1134	717	686	105					
11	Число полученных открепительных  удостоверений	542	5	5	5	5	5	5	5	5	10	5	5	5	5	20	30	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	207	10	5	5	5	5	5	15	5	5	5					
12	Число выданных открепительных удостоверений	340	5	0	0	0	2	1	0	5	8	5	0	0	4	17	23	0	6	0	0	2	0	0	0	1	0	0	3	1	0	1	0	2	0	0	0	2	5	5	2	1	0	5	6	196	7	5	1	3	3	0	10	1	1	1					
