Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
Наименование Избирательной комиссии:    Калачевская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897					
1	"Число избирателей, включенных в списки избирателей"	41102	440	112	222	164	900	407	102	1092	1893	673	132	1463	1051	1308	1520	263	1109	211	253	410	439	187	120	233	228	179	866	515	1339	208	85	183	171	517	182	371	1459	1581	740	303	396	1766	1455	2081	2018	2287	1326	774	1362	1669	1274	936	127					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	46510	550	110	240	170	940	440	100	1240	1910	790	170	1360	1040	1320	1610	260	1160	210	290	440	500	200	150	280	260	200	910	590	1330	230	100	210	240	620	250	410	1510	1570	720	340	480	2450	1800	2000	2000	2700	1660	1110	2040	2100	1580	1500	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	28225	314	89	190	67	600	279	83	707	988	511	91	1051	646	920	969	224	677	166	196	323	329	167	108	177	204	148	486	353	749	145	81	130	142	335	139	216	807	1255	452	224	310	1297	1294	1801	1061	1749	1001	500	959	1045	678	681	111					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2726	91	12	21	61	142	32	0	80	84	47	27	51	38	12	9	0	52	0	17	5	22	0	0	0	0	0	42	35	405	34	0	31	0	47	18	11	40	57	38	23	17	131	113	74	72	214	72	84	44	163	89	69	0					
6	Число погашенных избирательных бюллетеней	15558	145	9	29	42	198	129	17	453	838	232	52	258	356	388	632	36	431	44	77	112	149	33	42	103	56	52	382	202	176	51	19	49	98	238	93	183	662	258	230	93	153	1022	393	125	867	737	587	526	1037	892	813	750	9					
