Выборы Президента Российской Федерации																																																																																									
Дата голосования: 18.03.2018																																																																																									
																																																																																									
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №6																																																																																									
																																																																																									
Сводная таблица итогов голосования																																																																																									
																																																																																									
	Число участковых избирательных комиссий	78																																																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	78																																																																																							
																																																																																									
		Сумма	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138									
1	"Число избирателей, включенных в список избирателей"	166539	1950	2269	1982	1899	2048	1849	1907	1922	1859	1829	1105	2117	1680	2116	2223	1769	1666	1823	1932	2437	1833	1848	1983	2325	2089	2502	2145	2513	1571	1713	1668	2122	2464	2490	2038	1964	1864	2014	2605	1799	1840	1910	2308	1859	2092	2210	2368	2240	2011	2329	2027	3001	1913	2067	2349	2322	2427	1857	2125	2198	2151	1749	2345	2783	1813	1931	2218	2501	2415	2780	2714	3241	1277	2544	3092	3062	2704	1834									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	138800	1600	2000	1600	1500	1600	1500	1500	1700	1700	1500	1000	2000	1500	1600	2000	1500	1500	1500	1600	2000	1500	1500	1600	2000	2000	2000	2000	2400	1300	1300	1500	1700	2000	2000	1600	1600	1500	1600	2000	1500	1500	1500	2000	1500	2100	2000	2000	2000	1700	2000	1600	2500	1500	1700	2000	2000	2000	1500	1900	2000	2000	1500	1800	2000	1500	1600	2000	2300	2000	2500	2000	2500	1300	1700	2500	2100	2000	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	96779	1113	1360	1160	1064	1193	951	1151	1172	1112	1162	695	1268	950	1243	1349	1073	1042	1066	1192	1486	1062	1061	1141	1355	1208	1431	1247	1823	844	1079	999	1281	1370	1442	1165	1065	947	1243	1520	1021	1066	1138	1265	1116	1247	1292	1386	1364	1183	1313	1170	1673	1119	1199	1373	1321	1392	1073	1222	1386	1261	1014	1190	1714	989	1094	1216	1283	1558	1638	1568	1797	814	1121	1450	1824	1716	1128									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1870	16	51	39	33	44	28	19	61	24	14	18	26	27	13	12	12	19	11	13	27	17	42	23	18	20	29	37	24	21	12	19	25	19	45	23	31	43	20	26	30	28	21	19	25	24	46	17	32	19	26	17	24	16	32	31	19	43	31	23	21	38	6	26	5	23	28	40	23	6	27	13	20	16	21	24	3	2	4									
6	Число погашенных избирательных бюллетеней	40151	471	589	401	403	363	521	330	467	564	324	287	706	523	344	639	415	439	423	395	487	421	397	436	627	772	540	716	553	435	209	482	394	611	513	412	504	510	337	454	449	406	341	716	359	829	662	597	604	498	661	413	803	365	469	596	660	565	396	655	593	701	480	584	281	488	478	744	994	436	835	419	683	470	558	1026	273	282	368									
