Выборы Президента Российской Федерации																																																																															
Дата голосования: 04.03.2012																																																																															
																																																																															
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №6																																																																															
																																																																															
Сводная таблица итогов голосования																																																																															
																																																																															
	Число участковых избирательных комиссий	68																																																																													
	Число участковых избирательных комиссий, приступивших к передаче сведений	68																																																																													
																																																																															
		Сумма	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892									
1	Число избирателей, включенных в список избирателей	145526	595	2645	2349	2523	2224	2346	1790	2141	2505	2151	2141	1930	1638	2402	1992	2045	1926	2287	2621	1683	2117	2784	2043	2163	2607	2358	2129	1815	1859	1156	1822	1530	2496	2004	2592	2026	2204	1973	2363	2438	2506	1364	1853	2074	2903	2435	2894	2531	2345	2419	2335	2386	2203	2028	2349	1865	2095	2150	1682	2152	2212	2057	1937	2574	2588	2714	1683	779									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	119500	600	2100	1900	2100	1800	1900	1500	1600	2000	1800	1700	1600	1400	2000	1600	1600	1600	1900	2100	1400	1800	2400	1700	1800	2100	1900	1700	1500	1600	1000	1500	1200	2000	1600	2000	1700	1800	1500	2000	2000	2100	1200	1500	1700	2300	2000	2400	2100	2000	2000	2000	2000	2000	1600	1900	1500	1700	1700	1400	1800	1800	1700	1700	2100	2100	2200	1400	600									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	81708	336	1341	1202	1155	1326	1246	1099	1212	1512	1212	1127	1146	836	1346	1168	1159	1195	1359	1476	990	1179	1607	1147	1260	1451	1292	1233	1099	1015	707	1039	904	1343	1166	1276	1176	1242	1132	1362	1415	1378	746	1044	1207	1537	1402	1601	1551	1290	1460	1213	1313	1590	1019	1345	1045	1062	1190	917	1139	1272	1279	943	1442	1384	1415	1074	362									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1593	83	91	42	13	6	32	7	23	49	30	17	12	22	22	16	15	13	13	20	4	6	27	37	36	19	27	16	16	172	6	8	9	17	24	12	16	26	10	17	23	21	7	8	15	34	18	11	27	21	26	18	41	20	13	25	18	27	22	25	33	16	14	18	18	11	25	7	0									
6	Число погашенных избирательных бюллетеней	36199	181	668	656	932	468	622	394	365	439	558	556	442	542	632	416	426	392	528	604	406	615	766	516	504	630	581	451	385	413	287	453	287	640	410	712	508	532	358	621	562	701	447	448	478	729	580	788	522	689	514	769	646	390	568	530	437	611	488	458	628	512	407	739	640	705	760	319	238									
