Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Шамильская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653					
1	"Число избирателей, внесенных в списки"	17608	506	121	141	150	135	190	875	385	266	319	322	187	68	87	141	906	375	413	271	72	213	2067	668	126	737	157	1151	335	71	1423	99	415	198	204	72	189	293	819	466	274	1008	267	285	141					
2	"Число бюллетеней, полученных участковыми комиссиями"	16267	450	121	135	148	116	189	800	385	250	300	320	189	70	87	143	906	375	400	243	74	200	1959	600	128	737	153	731	300	72	1000	99	415	197	201	74	184	300	800	447	274	1000	267	285	143					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15622	423	111	127	143	109	187	762	385	176	300	319	157	68	87	100	906	375	398	238	60	198	1899	598	81	737	142	731	300	60	892	99	415	182	201	56	184	293	800	447	274	941	267	259	135					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	133	0	0	0	0	0	0	0	0	9	0	0	0	0	0	10	0	0	0	0	0	0	60	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	26	6					
6	Число погашенных бюллетеней	512	27	10	8	5	7	2	38	0	65	0	1	32	2	0	33	0	0	2	5	14	2	0	2	47	0	0	0	0	12	108	0	0	15	0	13	0	7	0	0	0	53	0	0	2					
7	Число бюллетеней в переносных ящиках для голосования	133	0	0	0	0	0	0	0	0	9	0	0	0	0	0	10	0	0	0	0	0	0	60	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	26	6					
8	Число бюллетеней в стационарных ящиках для голосования	15614	423	111	127	141	109	187	762	385	176	300	319	157	68	87	100	906	375	398	238	60	198	1899	598	81	737	142	731	300	60	892	99	415	182	201	56	184	293	800	447	274	941	267	259	129					
9	Число недействительных бюллетеней	58	21	0	0	1	2	0	0	0	1	0	0	0	0	0	1	5	0	0	1	0	0	0	9	1	0	1	0	0	0	1	0	0	0	2	1	0	0	0	2	0	6	0	3	0					
10	Число действительных бюллетеней	15689	402	111	127	140	107	187	762	385	184	300	319	157	68	87	109	901	375	398	237	60	198	1959	589	80	737	152	731	300	60	891	99	415	182	199	60	184	293	800	445	274	941	267	282	135					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	77	2	1	1	0	1	0	2	0	1	2	0	0	1	0	1	2	0	0	2	1	12	4	2	1	0	1	0	3	1	30	1	0	1	0	1	0	0	0	0	0	0	0	2	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	1	0	1	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	50	2	1	1	0	1	0	2	0	0	2	0	0	1	0	1	2	0	0	0	1	6	4	2	1	0	1	0	3	1	12	1	0	1	0	1	0	0	0	0	0	0	0	2	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	14	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	1.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	6.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.5%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.76%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.05%	0.0%	1.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	3.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%					
22	"5. ""За Русь Святую"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
