Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Октябрьская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397					
1	"Число избирателей, внесенных в списки избирателей"	24031	627	553	603	647	645	502	615	654	731	743	691	647	480	582	197	256	303	379	398	378	243	512	171	63	353	100	119	417	601	665	517	439	460	570	155	408	522	334	817	296	737	202	348	580	574	618	674	628	624	653					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21293	564	479	659	564	552	554	540	575	620	603	577	526	466	481	176	206	250	339	338	323	202	436	153	78	333	90	111	346	504	557	442	418	411	528	163	374	481	316	785	262	731	195	301	477	485	524	587	551	507	553					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	32	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17329	467	389	597	442	434	467	451	453	474	523	413	371	432	452	148	185	192	248	259	263	194	374	131	53	237	71	107	282	342	502	405	360	375	506	149	315	416	296	749	201	651	130	226	323	394	402	369	416	324	369					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1247	30	22	6	13	22	35	19	19	26	43	20	32	34	29	9	11	34	13	56	55	8	44	7	6	40	6	4	10	62	10	24	5	3	4	4	31	26	17	17	17	6	21	29	62	23	32	43	38	77	43					
6	Число погашенных избирательных бюллетеней	2657	67	68	56	109	96	52	70	103	120	37	144	123	0	0	19	10	24	78	23	5	0	18	15	19	56	13	0	54	100	45	13	53	33	18	10	0	7	3	19	44	74	44	46	92	68	90	175	97	106	141					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1307	30	22	6	13	22	35	19	19	26	43	20	32	34	29	9	11	34	13	56	55	8	44	7	6	40	6	4	10	62	10	24	5	3	4	4	59	58	17	17	17	6	21	29	62	23	32	43	38	77	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17309	467	389	597	442	434	467	451	453	474	523	413	371	432	452	148	185	192	248	259	263	194	374	131	53	237	71	107	282	342	502	405	360	375	506	149	315	416	296	749	201	651	130	226	323	394	402	369	396	324	369					
9	Число недействительных избирательных бюллетеней	242	15	5	9	6	8	5	1	7	6	8	2	8	5	0	2	1	7	3	7	4	1	2	2	0	7	1	0	3	11	5	5	7	11	12	2	5	14	1	4	2	1	0	3	3	9	2	5	4	4	7					
10	Число действительных избирательных бюллетеней	18374	482	406	594	449	448	497	469	465	494	558	431	395	461	481	155	195	219	258	308	314	201	416	136	59	270	76	111	289	393	507	424	358	367	498	151	369	460	312	762	216	656	151	252	382	408	432	407	430	397	405					
