Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Район Теплый Стан																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №3169	УИК №3170	УИК №3171					
1	"Число избирателей, внесенных в списки"	82987	2607	2855	2731	2575	2732	2593	1696	2732	1848	2022	2000	2827	2686	2322	2428	2424	2683	2554	2563	2441	2528	2352	2483	2313	2303	2605	2126	2008	2637	2742	2903	1246	2073	2429	368	423	129					
2	"Число бюллетеней, полученных участковыми комиссиями"	82950	2600	2800	2700	2500	2700	2600	2900	2700	1800	2000	2000	2700	2700	2300	2400	2400	2600	2500	2500	2400	2500	2300	2500	2300	2300	2600	2100	2000	2500	2700	2800	1200	1900	2400	400	450	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	48945	1660	1550	1568	1593	1481	1414	1664	1546	1110	1160	1157	1522	1371	1318	1312	1427	1488	1464	1424	1398	1410	1354	1554	1382	1264	1577	1204	1219	1642	1741	1723	751	1178	1421	368	423	107					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1256	50	37	33	23	33	38	32	37	27	54	26	54	33	34	36	29	42	56	31	45	34	37	30	45	20	28	45	33	32	47	46	13	47	29	0	0	20					
6	Число погашенных бюллетеней	32749	890	1213	1099	884	1186	1148	1204	1117	663	786	817	1124	1296	948	1052	944	1070	980	1045	957	1056	909	916	873	1016	995	851	748	826	912	1031	436	675	950	32	27	73					
7	Число бюллетеней в переносных ящиках для голосования	1256	50	37	33	23	33	38	32	37	27	54	26	54	33	34	36	29	42	56	31	45	34	37	30	45	20	28	45	33	32	47	46	13	47	29	0	0	20					
8	Число бюллетеней в стационарных ящиках для голосования	48772	1655	1550	1560	1590	1479	1414	1664	1540	1110	1151	1157	1522	1370	1318	1312	1426	1482	1464	1424	1396	1408	1317	1517	1371	1258	1571	1204	1208	1640	1741	1710	750	1174	1421	368	423	107					
9	Число недействительных бюллетеней	406	8	14	21	14	10	13	13	17	3	7	16	17	13	18	21	7	3	9	20	18	17	19	8	11	1	9	0	7	15	7	15	7	4	14	4	3	3					
10	Число действительных бюллетеней	49622	1697	1573	1572	1599	1502	1439	1683	1560	1134	1198	1167	1559	1390	1334	1327	1448	1521	1511	1435	1423	1425	1335	1539	1405	1277	1590	1249	1234	1657	1781	1741	756	1217	1436	364	420	124					
