Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Тукаевская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685	УИК №2686	УИК №2687	УИК №2688	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703					
1	"Число избирателей, внесенных в список избирателей"	26786	1344	424	1155	1236	217	393	1153	583	510	145	505	962	330	135	982	1047	920	582	1124	1154	739	215	796	481	274	251	781	864	684	982	225	859	316	201	327	182	449	236	430	985	349	781	478					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26969	1373	427	1160	1245	218	383	1178	590	520	148	502	979	343	138	969	1073	926	590	1106	1153	736	215	804	482	269	242	792	863	692	995	231	863	316	202	329	182	454	236	433	986	349	791	486					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23486	1248	189	1058	1125	216	370	970	468	472	135	348	889	282	117	913	989	856	555	1025	1086	614	203	567	378	247	205	683	824	424	915	134	820	316	191	279	153	372	233	352	832	281	742	410					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2467	36	231	40	71	0	13	150	104	38	10	123	64	42	15	50	47	55	16	47	47	117	12	33	15	14	25	91	11	254	50	91	30	0	9	45	28	74	3	78	131	60	29	68					
6	Число погашенных избирательных бюллетеней	1016	89	7	62	49	2	0	58	18	10	3	31	26	19	6	6	37	15	19	34	20	5	0	204	89	8	12	18	28	14	30	6	13	0	2	5	1	8	0	3	23	8	20	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2467	36	231	40	71	0	13	150	104	38	10	123	64	42	15	50	47	55	16	47	47	117	12	33	15	14	25	91	11	254	50	91	30	0	9	45	28	74	3	78	131	60	29	68					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23486	1248	189	1058	1125	216	370	970	468	472	135	348	889	282	117	913	989	856	555	1025	1086	614	203	567	378	247	205	683	824	424	915	134	820	316	191	279	153	372	233	352	832	281	742	410					
9	Число недействительных избирательных бюллетеней	70	0	0	18	3	0	1	1	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	7	0	0	0	0	0	2	1	0	5	0	7	0	0	0					
10	Число действительных избирательных бюллетеней	25883	1284	420	1080	1193	216	382	1119	570	510	145	471	953	317	132	963	1036	911	571	1072	1133	731	215	584	393	261	230	774	835	671	965	225	850	316	200	322	180	446	231	430	956	341	771	478					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	392	25	5	30	13	11	8	18	7	10	2	2	8	20	3	18	26	12	13	13	17	10	3	8	9	2	7	9	7	4	13	4	6	4	3	5	3	2	2	4	13	5	5	3					
