Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Баевская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593					
1	"Число избирателей, внесенных в списки избирателей"	10178	1141	1853	1446	512	58	307	257	688	868	173	87	319	673	922	662	212					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9900	1150	1700	1330	500	70	310	270	685	870	175	90	340	675	900	630	205					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6079	709	1023	753	297	36	193	172	434	545	143	52	209	420	554	388	151					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	643	87	78	77	29	5	10	29	48	65	3	6	24	43	67	60	12					
6	Число погашенных избирательных бюллетеней	3178	354	599	500	174	29	107	69	203	260	29	32	107	212	279	182	42					
7	Число избирательных бюллетеней в переносных ящиках для голосования	643	87	78	77	29	5	10	29	48	65	3	6	24	43	67	60	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6079	709	1023	753	297	36	193	172	434	545	143	52	209	420	554	388	151					
9	Число недействительных избирательных бюллетеней	47	5	5	4	2	1	3	1	4	9	2	0	1	1	5	2	2					
10	Число действительных избирательных бюллетеней	6675	791	1096	826	324	40	200	200	478	601	144	58	232	462	616	446	161					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	98	10	13	10	5	2	3	6	5	5	2	2	5	8	10	10	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	50	7	11	6	1	0	0	4	2	2	0	0	0	7	1	9	0					
