Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Серпуховская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №2770	УИК №2771	УИК №2772	УИК №2773	УИК №2774	УИК №2775	УИК №2776	УИК №2777	УИК №2778	УИК №2779	УИК №2780	УИК №2781	УИК №2782	УИК №2783	УИК №2784	УИК №2785	УИК №2786	УИК №2787	УИК №2788	УИК №2789	УИК №2790	УИК №2791	УИК №2792	УИК №2793	УИК №2794	УИК №2795	УИК №2796	УИК №2797	УИК №2798	УИК №2799	УИК №2800	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808					
1	"Число избирателей, внесенных в список избирателей"	32758	633	268	286	671	1387	239	204	293	859	638	758	409	717	729	797	285	668	187	400	139	403	717	2572	2464	1084	227	109	799	1166	161	864	146	161	2132	2300	1691	1585	1666	1944					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29550	500	250	240	600	1250	200	200	250	800	450	650	350	600	700	700	200	550	160	350	110	350	650	2300	2150	1000	200	100	750	1100	150	800	150	140	1950	2200	1550	1500	1400	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15739	311	124	162	296	603	70	83	141	327	330	378	161	243	662	345	67	292	95	178	75	120	309	1201	1160	563	109	44	382	591	68	412	113	86	1043	1020	794	749	990	1042					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1173	36	19	11	28	54	71	1	19	95	60	7	33	47	8	23	23	56	25	27	5	46	9	21	23	55	20	34	22	37	32	54	19	15	15	33	32	32	14	12					
6	Число погашенных избирательных бюллетеней	12636	151	107	67	276	593	59	116	90	378	60	265	156	310	30	332	110	202	40	145	30	184	332	1078	967	382	71	22	346	472	50	334	18	39	892	1147	724	719	396	946					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1173	36	19	11	28	54	71	1	19	95	60	7	33	47	8	23	23	56	25	27	5	46	9	21	23	55	20	34	22	37	32	54	19	15	15	33	32	32	14	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15732	311	124	162	296	603	70	83	141	327	330	378	161	243	662	345	67	292	95	178	75	120	309	1201	1160	563	109	44	382	591	68	412	113	86	1041	1017	794	749	989	1041					
9	Число недействительных избирательных бюллетеней	580	8	3	7	12	16	2	1	4	20	17	13	4	8	5	19	1	9	4	9	4	3	13	40	52	24	10	0	16	22	4	18	8	4	23	40	65	20	28	24					
10	Число действительных избирательных бюллетеней	16325	339	140	166	312	641	139	83	156	402	373	372	190	282	665	349	89	339	116	196	76	163	305	1182	1131	594	119	78	388	606	96	448	124	97	1033	1010	761	761	975	1029					
