Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Брянская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245					
1	"Число избирателей, внесенных в список избирателей"	45634	1149	361	142	346	771	170	310	2873	468	2221	1537	546	513	381	1827	321	582	232	247	2163	2200	2733	959	1108	499	959	642	608	353	386	1730	2418	1544	2075	504	357	1916	2077	348	659	1437	900	531	195	560	776					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46000	1170	360	130	350	770	180	270	2900	470	2260	1410	550	520	380	1900	310	600	230	250	2250	2233	2730	940	1130	527	980	650	610	350	300	1760	2440	1530	2150	520	360	1950	2110	360	670	1460	900	530	200	570	780					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24930	558	137	76	207	481	117	190	1541	319	1288	884	307	332	232	923	164	373	155	165	980	1124	1320	525	630	343	576	361	278	123	211	995	1389	740	1220	285	194	1170	1097	216	284	716	569	168	84	384	499					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2885	159	27	31	35	45	17	0	105	43	68	158	33	17	17	78	26	78	38	35	230	101	78	54	62	18	18	57	73	40	40	45	116	194	31	32	2	39	177	20	80	89	35	83	27	112	22					
6	Число погашенных избирательных бюллетеней	18185	453	196	23	108	244	46	80	1254	108	904	368	210	171	131	899	120	149	37	50	1040	1008	1332	361	438	166	386	232	259	187	49	720	935	596	899	203	164	741	836	124	306	655	296	279	89	74	259					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2885	159	27	31	35	45	17	0	105	43	68	158	33	17	17	78	26	78	38	35	230	101	78	54	62	18	18	57	73	40	40	45	116	194	31	32	2	39	177	20	80	89	35	83	27	112	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24928	556	137	76	207	481	117	190	1541	319	1288	884	307	332	232	923	164	373	155	165	980	1124	1320	525	630	343	576	361	278	123	211	995	1389	740	1220	285	194	1170	1097	216	284	716	569	168	84	384	499					
9	Число недействительных избирательных бюллетеней	515	14	4	3	6	6	3	0	26	12	33	21	6	5	2	19	4	9	5	3	19	2	94	3	4	6	9	4	1	2	6	15	18	28	27	3	0	30	25	3	6	2	10	1	4	4	8					
10	Число действительных избирательных бюллетеней	27298	701	160	104	236	520	131	190	1620	350	1323	1021	334	344	247	982	186	442	188	197	1191	1223	1304	576	688	355	585	414	350	161	245	1025	1487	906	1224	314	196	1179	1249	233	358	803	594	250	107	492	513					
