Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Брянская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250					
1	"Число избирателей, внесенных в списки избирателей"	43576	1340	373	319	764	220	2081	524	526	2209	1409	527	501	374	1766	305	604	241	238	2172	2165	2409	1035	1086	501	954	644	607	329	229	1817	2070	1011	2113	490	334	1737	2158	324	673	1426	882	505	215	528	841					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43070	1340	360	320	740	220	2070	520	510	2210	1370	530	500	380	1740	300	590	230	230	2150	2130	2270	1010	1130	510	970	630	620	320	210	1790	2060	990	2070	470	330	1730	2130	320	670	1430	880	500	200	530	860					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23384	565	222	214	474	132	1045	181	367	1226	834	349	329	241	797	150	411	148	190	996	1001	1142	507	638	305	532	357	302	157	130	957	1153	465	1238	276	225	1000	1262	184	286	676	480	186	95	425	534					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3247	296	0	44	109	38	65	97	91	85	120	63	37	13	146	28	58	46	26	181	137	181	60	78	22	23	65	59	59	6	62	41	72	68	48	0	72	125	50	81	119	61	54	22	63	76					
6	Число погашенных избирательных бюллетеней	16439	479	138	62	157	50	960	242	52	899	416	118	134	126	797	122	121	36	14	973	992	947	443	414	183	415	208	259	104	74	771	866	453	764	146	105	658	743	86	303	635	339	260	83	42	250					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3247	296	0	44	109	38	65	97	91	85	120	63	37	13	146	28	58	46	26	181	137	181	60	78	22	23	65	59	59	6	62	41	72	68	48	0	72	125	50	81	119	61	54	22	63	76					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23380	565	222	214	474	132	1041	181	367	1226	834	349	329	241	797	150	411	148	190	996	1001	1142	507	638	305	532	357	302	157	130	957	1153	465	1238	276	225	1000	1262	184	286	676	480	186	95	425	534					
9	Число недействительных избирательных бюллетеней	257	4	3	0	5	0	11	1	1	13	13	6	2	0	10	1	2	7	2	8	9	7	8	17	4	5	2	2	0	0	13	14	6	19	3	5	11	17	4	2	4	6	3	2	4	1					
10	Число действительных избирательных бюллетеней	26370	857	219	258	578	170	1095	277	457	1298	941	406	364	254	933	177	467	187	214	1169	1129	1316	559	699	323	550	420	359	216	136	1006	1180	531	1287	321	220	1061	1370	230	365	791	535	237	115	484	609					
