Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Зольская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64					
1	"Число избирателей, внесенных в списки избирателей"	29317	1818	1833	1223	577	1390	1064	403	174	1000	795	1641	1194	766	1456	1183	1402	1808	1559	1898	452	1141	1139	1189	1141	1071					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29371	1821	1836	1219	577	1408	1060	398	167	1000	790	1644	1226	766	1460	1179	1411	1804	1560	1897	450	1143	1142	1193	1138	1082					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26878	1617	1647	1082	492	1238	969	398	152	933	701	1450	1135	612	1396	1130	1351	1774	1500	1819	431	1016	960	1082	1083	910					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1964	150	154	122	68	138	58	0	15	58	78	180	47	139	30	22	30	15	44	60	13	105	144	95	38	161					
6	Число погашенных избирательных бюллетеней	529	54	35	15	17	32	33	0	0	9	11	14	44	15	34	27	30	15	16	18	6	22	38	16	17	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1964	150	154	122	68	138	58	0	15	58	78	180	47	139	30	22	30	15	44	60	13	105	144	95	38	161					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26878	1617	1647	1082	492	1238	969	398	152	933	701	1450	1135	612	1396	1130	1351	1774	1500	1819	431	1016	960	1082	1083	910					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	28842	1767	1801	1204	560	1376	1027	398	167	991	779	1630	1182	751	1426	1152	1381	1789	1544	1879	444	1121	1104	1177	1121	1071					
