Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Михайловская городская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168					
1	"Число избирателей, внесенных в списки"	48767	2616	2253	2297	2440	1480	1989	1349	2527	2247	930	1212	1465	1059	724	2021	2009	1767	2180	2628	2290	1944	2232	1043	1280	2514	2271					
2	"Число бюллетеней, полученных участковыми комиссиями"	43141	2070	1990	2030	2050	1310	1790	1080	2250	1890	860	1040	1260	1081	670	1840	1710	1610	1980	2260	2210	1820	2250	930	1080	2120	1960					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18839	999	928	892	1034	541	800	502	951	947	348	493	477	374	269	734	817	763	905	954	927	819	804	463	487	777	834					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	986	30	16	24	196	78	35	15	40	53	28	23	35	21	32	45	43	11	18	9	13	18	36	24	53	38	52					
6	Число погашенных бюллетеней	23313	1038	1046	1114	820	691	955	563	1259	890	484	524	748	686	369	1061	850	836	1057	1297	1270	983	1410	443	540	1305	1074					
7	Число бюллетеней в переносных ящиках для голосования	986	30	16	24	196	78	35	15	40	53	28	23	35	21	32	45	43	11	18	9	13	18	36	24	53	38	52					
8	Число бюллетеней в стационарных ящиках для голосования	18836	996	926	892	1034	540	799	502	951	947	348	493	477	374	269	734	816	763	905	954	932	819	804	463	487	777	834					
9	Число недействительных бюллетеней	372	20	12	12	20	96	17	7	30	31	5	13	7	3	4	3	10	5	9	7	14	16	13	7	4	3	4					
10	Число действительных бюллетеней	19450	1006	930	904	1210	522	817	510	961	969	371	503	505	392	297	776	849	769	914	956	931	821	827	480	536	812	882					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	780	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
