Выборы Президента Российской Федерации																																																																																															
Дата голосования: 02.03.2008																																																																																															
																																																																																															
Наименование Избирательной комиссии:    Новгородcкая городская																																																																																															
																																																																																															
Сводная таблица результатов выборов																																																																																															
																																																																																															
	Число участковых избирательных комиссий	84																																																																																													
	Число участковых избирательных комиссий, приступивших к передаче сведений	84																																																																																													
																																																																																															
		Сумма	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300									
1	Число избирателей, включенных в списки избирателей	186384	1355	1638	1539	2883	2584	2919	2611	2068	1978	1787	2385	2793	2776	2215	2779	2165	2079	1362	2578	1246	2325	3003	925	2987	1772	2843	2551	1293	2146	1347	1945	1105	1848	3305	2107	1421	1578	2087	1241	2220	1671	2680	2288	2248	2870	2414	1744	2359	2991	2538	2228	2272	1013	2695	1731	2495	1799	2340	2324	881	2627	2474	2064	2189	2898	2200	2432	2188	2605	2577	2727	2376	2670	2815	2257	2453	2940	1696	1234	2792	2791	2653	2506	2850									
2	Число избирательных бюллетеней, полученных участковыми избирательными комиссиями	175800	1200	1600	1450	2700	2450	2850	2000	1700	1950	1750	2300	2700	2650	2150	2500	2100	2000	1300	2550	1150	1950	2850	850	2900	1700	2800	2500	1200	2050	1250	1900	900	1750	2350	2000	1250	1450	2000	850	1900	1600	2600	2200	2150	2800	2300	1400	2250	2850	2450	2200	2250	950	2650	1650	2250	1700	2300	2250	800	2600	2400	2000	2150	2750	1950	2350	2150	2500	2450	2700	2350	2650	2750	2150	2350	2850	1550	1150	2650	2750	2550	2250	2750									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования	95775	646	807	784	1431	1351	1562	1284	1058	1119	957	1131	1385	1495	1233	1463	1120	969	859	1417	658	1160	1559	418	1510	905	1449	1319	668	1057	748	996	656	968	1270	1057	742	747	1050	486	988	797	1357	1077	1153	1306	1243	876	1205	1697	1234	1090	1211	517	1329	886	1235	984	1233	1199	479	1262	1273	999	1115	1528	1069	1311	1251	1337	1405	1288	1203	1485	1497	1223	1312	1638	940	701	1466	1638	1525	1195	1524									
5	Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования	2874	104	19	18	44	7	19	31	20	14	17	24	24	22	38	37	46	18	26	34	36	22	14	13	19	6	32	15	13	28	31	23	18	23	612	23	133	15	36	1	232	30	5	15	40	20	15	6	37	56	12	13	11	11	33	24	128	24	12	23	4	31	28	19	36	22	20	23	25	19	23	22	5	7	11	14	9	4	6	23	24	36	7	19	15									
6	Число погашенных избирательных бюллетеней	77151	450	774	648	1225	1092	1269	685	622	817	776	1145	1291	1133	879	1000	934	1013	415	1099	456	768	1277	419	1371	789	1319	1166	519	965	471	881	226	759	468	920	375	688	914	363	680	773	1238	1108	957	1474	1042	518	1008	1097	1204	1097	1028	422	1288	740	887	692	1055	1028	317	1307	1099	982	999	1200	861	1016	874	1144	1022	1390	1142	1158	1242	913	1029	1208	604	426	1160	1076	1018	1036	1211									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2872	104	19	18	44	7	19	31	20	14	17	24	24	22	38	37	46	18	26	34	36	22	14	13	19	6	32	15	13	28	31	23	18	23	612	23	133	15	36	1	230	30	5	15	40	20	15	6	37	56	12	13	11	11	33	24	128	24	12	23	4	31	28	19	36	22	20	23	25	19	23	22	5	7	11	14	9	4	6	23	24	36	7	19	15									
