Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Лениногорская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879					
1	"Число избирателей, внесенных в списки"	16515	429	598	378	109	97	258	586	702	601	445	946	372	258	640	681	610	202	784	592	159	511	542	262	711	306	727	736	359	116	635	233	281	348	518	381	402					
2	"Число бюллетеней, полученных участковыми комиссиями"	16548	440	615	368	109	97	256	594	709	605	447	948	372	262	645	677	620	205	772	567	159	524	536	262	728	308	722	734	359	118	629	233	279	352	518	377	402					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15067	368	462	367	107	97	220	541	626	484	442	886	332	246	619	611	586	185	711	528	133	463	486	234	615	300	698	638	321	96	580	231	279	331	499	351	394					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	951	45	136	1	0	0	21	15	21	30	2	36	33	12	10	28	20	7	46	39	21	44	48	20	87	3	12	72	35	20	34	0	0	15	12	26	0					
6	Число погашенных бюллетеней	530	27	17	0	2	0	15	38	62	91	3	26	7	4	16	38	14	13	15	0	5	17	2	8	26	5	12	24	3	2	15	2	0	6	7	0	8					
7	Число бюллетеней в переносных ящиках для голосования	951	45	136	1	0	0	21	15	21	30	2	36	33	12	10	28	20	7	46	39	21	44	48	20	87	3	12	72	35	20	34	0	0	15	12	26	0					
8	Число бюллетеней в стационарных ящиках для голосования	15067	368	462	367	107	97	220	541	626	484	442	886	332	246	619	611	586	185	711	528	133	463	486	234	615	300	698	638	321	96	580	231	279	331	499	351	394					
9	Число недействительных бюллетеней	53	0	2	0	0	0	0	4	2	3	0	6	2	8	0	0	9	0	0	4	0	0	11	0	0	1	0	1	0	0	0	0	0	0	0	0	0					
10	Число действительных бюллетеней	15965	413	596	368	107	97	241	552	645	511	444	916	363	250	629	639	597	192	757	563	154	507	523	254	702	302	710	709	356	116	614	231	279	346	511	377	394					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	273	13	15	13	7	4	2	11	8	8	3	10	13	5	6	15	15	8	10	3	2	13	3	2	21	4	9	13	3	2	8	3	3	4	6	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	223	13	15	12	3	0	0	9	6	7	2	7	9	3	6	15	12	6	10	3	2	12	3	1	19	4	8	10	3	0	5	0	1	4	5	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	269	6	2	7	2	2	5	3	2	2	0	11	6	2	2	5	8	2	4	6	2	2	5	10	6	106	11	9	5	0	10	2	6	2	7	6	3					
14	Число погашенных открепительных удостоверений	50	0	0	1	4	4	2	2	2	1	1	3	4	2	0	0	3	2	0	0	0	1	0	1	2	0	1	3	0	2	3	3	2	0	1	0	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	46	0	3	0	0	0	0	9	5	11	0	0	0	0	2	2	6	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0					
		0.28%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	1.61%	0.77%	2.14%	0.0%	0.0%	0.0%	0.0%	0.31%	0.31%	0.99%	1.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.53%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	19	0	0	0	0	0	0	3	9	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	1.39%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	52	0	5	0	0	0	0	6	7	10	0	5	0	0	2	4	8	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0					
		0.32%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	1.07%	1.08%	1.94%	0.0%	0.54%	0.0%	0.0%	0.31%	0.62%	1.32%	0.0%	0.0%	0.17%	0.0%	0.19%	0.18%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	35	1	3	0	0	0	0	2	9	3	0	4	0	0	2	0	1	1	0	0	0	1	0	0	1	1	3	1	0	0	0	0	0	0	2	0	0					
		0.21%	0.24%	0.50%	0.0%	0.0%	0.0%	0.0%	0.35%	1.39%	0.58%	0.0%	0.43%	0.0%	0.0%	0.31%	0.0%	0.16%	0.52%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.14%	0.33%	0.42%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	6	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.03%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%					
