Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Охинская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133					
1	"Число избирателей, внесенных в список избирателей"	22477	2427	2154	1735	2234	1138	1031	1744	2189	1926	508	189	188	21	639	1013	724	492	2125					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22990	2450	2150	1800	2200	1100	1050	1800	2250	1950	500	190	300	300	650	900	750	500	2150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	315	127	0	39	7	0	0	0	0	0	0	0	0	0	35	107	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9691	973	976	647	1012	421	402	694	1052	979	176	58	184	21	171	408	305	218	994					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	600	34	62	43	65	42	37	35	34	24	72	23	0	0	11	33	22	12	51					
6	Число погашенных избирательных бюллетеней	12384	1316	1112	1071	1116	637	611	1071	1164	947	252	109	116	279	433	352	423	270	1105					
7	Число избирательных бюллетеней в переносных ящиках для голосования	915	161	62	82	72	42	37	35	34	24	72	23	0	0	46	140	22	12	51					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9685	969	976	647	1011	421	402	693	1052	979	176	58	184	21	171	408	305	218	994					
9	Число недействительных избирательных бюллетеней	215	22	15	20	17	6	15	17	21	22	5	1	4	0	3	10	12	5	20					
10	Число действительных избирательных бюллетеней	10385	1108	1023	709	1066	457	424	711	1065	981	243	80	180	21	214	538	315	225	1025					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	385	25	25	30	25	25	25	25	35	25	10	20	0	0	20	25	25	25	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	287	21	14	30	19	8	22	18	32	21	4	3	0	0	14	22	21	18	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	207	8	10	22	50	6	4	8	6	11	7	2	3	21	3	27	4	3	12					
14	Число погашенных неиспользованных открепительных удостоверений	98	4	11	0	6	17	3	7	3	4	6	17	0	0	6	3	4	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	63	3	2	6	6	3	4	2	11	10	2	0	0	0	1	2	1	2	8					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1214	147	132	70	107	51	36	71	125	119	35	11	21	1	34	56	42	31	125					
		11.45%	13.01%	12.72%	9.60%	9.88%	11.02%	8.20%	9.75%	11.51%	11.86%	14.11%	13.58%	11.41%	4.76%	15.67%	10.22%	12.84%	13.48%	11.96%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1873	207	167	128	190	82	84	158	186	177	46	13	28	2	42	102	41	32	188					
		17.67%	18.32%	16.09%	17.56%	17.54%	17.71%	19.13%	21.70%	17.13%	17.65%	18.55%	16.05%	15.22%	9.52%	19.35%	18.61%	12.54%	13.91%	17.99%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	107	10	14	11	9	6	1	5	16	10	1	3	2	1	2	8	3	0	5					
		1.01%	0.88%	1.35%	1.51%	0.83%	1.30%	0.23%	0.69%	1.47%	0.99%	0.40%	3.70%	1.09%	4.76%	0.92%	1.46%	0.92%	0.00%	0.48%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2118	222	189	147	193	90	89	138	226	206	56	21	27	7	61	155	47	42	202					
		19.98%	19.65%	18.21%	20.16%	17.82%	19.44%	20.27%	18.96%	20.81%	20.54%	22.58%	25.93%	14.67%	33.33%	28.11%	28.28%	14.37%	18.26%	19.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	240	21	22	15	34	14	11	13	31	34	2	0	4	1	5	10	1	2	20					
		2.26%	1.86%	2.12%	2.06%	3.14%	3.02%	2.51%	1.79%	2.85%	3.39%	0.81%	0.00%	2.17%	4.76%	2.30%	1.82%	0.31%	0.87%	1.91%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4787	495	495	335	525	212	201	324	475	430	101	32	97	9	70	206	181	116	483					
		45.16%	43.81%	47.69%	45.95%	48.48%	45.79%	45.79%	44.51%	43.74%	42.87%	40.73%	39.51%	52.72%	42.86%	32.26%	37.59%	55.35%	50.43%	46.22%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	46	6	4	3	8	2	2	2	6	5	2	0	1	0	0	1	0	2	2					
		0.43%	0.53%	0.39%	0.41%	0.74%	0.43%	0.46%	0.27%	0.55%	0.50%	0.81%	0.00%	0.54%	0.00%	0.00%	0.18%	0.00%	0.87%	0.19%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
