Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Охинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132					
1	"Число избирателей, внесенных в списки избирателей"	24211	2753	2582	1859	2474	2592	1059	1909	2432	2070	693	209	176	118	935	990	799	561					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23515	2750	2500	1600	2300	2600	1000	1900	2400	2020	660	214	200	122	949	1000	740	560					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	290	119	0	0	10	0	0	0	0	0	0	0	0	0	62	99	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10532	999	1188	759	1131	1119	443	836	1163	1005	217	70	0	65	295	527	420	295					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	727	43	46	24	38	49	41	54	38	29	75	10	158	8	18	24	72	0					
6	Число погашенных избирательных бюллетеней	11966	1589	1266	817	1121	1432	516	1010	1199	986	368	134	42	49	574	350	248	265					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1017	162	46	24	48	49	41	54	38	29	75	10	158	8	80	123	72	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10530	999	1188	759	1131	1119	443	836	1162	1005	216	70	0	65	295	527	420	295					
9	Число недействительных избирательных бюллетеней	91	6	11	8	7	10	8	6	9	7	3	0	4	1	0	9	1	1					
10	Число действительных избирательных бюллетеней	11456	1155	1223	775	1172	1158	476	884	1191	1027	288	80	154	72	375	641	491	294					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	289	30	21	19	30	30	10	10	20	30	10	10	0	10	10	30	10	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	203	18	21	12	18	26	7	10	12	20	5	0	0	7	10	27	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	72	5	4	4	14	3	8	4	3	3	2	0	0	0	5	1	16	0					
14	Число погашенных неиспользованных открепительных удостоверений	86	12	0	7	12	4	3	0	8	10	5	10	0	3	0	3	0	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	3	1	0	2	0	0	0	4	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
