Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Выгоничская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273					
1	"Число избирателей, внесенных в список избирателей"	16163	2012	1380	787	560	1535	1598	608	461	651	174	1019	158	150	115	163	176	472	313	594	372	398	247	626	231	438	103	329	493					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16084	2040	1400	836	577	1390	1435	610	488	667	170	1040	136	145	107	170	184	483	305	626	370	415	250	630	232	440	103	335	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9327	1145	673	425	327	1102	1340	314	229	364	93	558	77	78	73	67	107	217	200	279	219	225	123	326	106	167	59	201	233					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1096	100	81	26	32	35	25	55	71	42	9	50	13	18	8	32	18	81	55	84	15	25	7	69	21	36	6	36	46					
6	Число погашенных избирательных бюллетеней	5661	795	646	385	218	253	70	241	188	261	68	432	46	49	26	71	59	185	50	263	136	165	120	235	105	237	38	98	221					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1096	100	81	26	32	35	25	55	71	42	9	50	13	18	8	32	18	81	55	84	15	25	7	69	21	36	6	36	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9326	1145	673	425	327	1101	1340	314	229	364	93	558	77	78	73	67	107	217	200	279	219	225	123	326	106	167	59	201	233					
9	Число недействительных избирательных бюллетеней	148	17	14	12	6	26	10	4	2	4	1	15	0	0	0	2	0	1	3	7	2	7	2	3	3	4	1	2	0					
10	Число действительных избирательных бюллетеней	10274	1228	740	439	353	1110	1355	365	298	402	101	593	90	96	81	97	125	297	252	356	232	243	128	392	124	199	64	235	279					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	259	42	35	15	5	17	15	8	5	5	2	20	3	8	0	5	4	10	4	12	7	5	4	5	1	5	2	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	252	41	35	12	5	17	15	8	5	5	2	20	3	8	0	5	4	10	3	12	7	5	3	5	1	5	2	5	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	435	13	6	13	5	160	139	5	4	6	4	6	22	1	6	3	0	5	13	2	4	3	1	2	2	2	2	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	7	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	261	46	37	49	10	20	10	9	15	10	2	13	2	0	0	2	4	1	5	9	0	11	0	1	3	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
