Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Выгоничская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280					
1	"Число избирателей, внесенных в списки избирателей"	17031	1993	1301	830	86	572	618	293	510	1729	2057	565	990	162	146	184	166	186	421	66	121	499	682	328	243	450	139	648	247	409	390					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16625	1890	1275	845	85	575	610	285	515	1635	1915	545	965	170	135	185	170	185	415	65	120	505	695	325	245	445	130	640	250	415	390					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9391	1101	632	442	22	302	265	158	257	1092	1474	280	540	63	67	125	111	80	239	25	67	221	344	179	125	190	81	333	132	228	216					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1193	80	27	27	40	55	86	43	48	39	37	70	45	22	12	23	31	49	72	27	9	90	33	35	36	34	16	57	13	24	13					
6	Число погашенных избирательных бюллетеней	6041	709	616	376	23	218	259	84	210	504	404	195	380	85	56	37	28	56	104	13	44	194	318	111	84	221	33	250	105	163	161					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1193	80	27	27	40	55	86	43	48	39	37	70	45	22	12	23	31	49	72	27	9	90	33	35	36	34	16	57	13	24	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9391	1101	632	442	22	302	265	158	257	1092	1474	280	540	63	67	125	111	80	239	25	67	221	344	179	125	190	81	333	132	228	216					
9	Число недействительных избирательных бюллетеней	132	13	8	10	0	0	1	4	4	20	23	2	9	3	0	3	1	1	1	0	3	4	0	3	1	9	0	5	2	0	2					
10	Число действительных избирательных бюллетеней	10452	1168	651	459	62	357	350	197	301	1111	1488	348	576	82	79	145	141	128	310	52	73	307	377	211	160	215	97	385	143	252	227					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	435	23	13	13	3	6	8	3	3	60	220	5	8	3	3	3	3	3	5	3	3	5	5	5	2	3	2	5	3	6	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	398	23	13	13	1	6	8	0	3	55	219	2	8	3	1	1	0	3	2	0	0	3	4	4	1	3	1	5	2	6	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	146	12	5	4	2	8	3	4	3	19	11	8	6	3	3	2	1	3	3	1	2	3	3	8	0	7	4	6	2	3	7					
14	Число погашенных неиспользованных открепительных удостоверений	37	0	0	0	2	0	0	3	0	5	1	3	0	0	2	2	3	0	3	3	3	2	1	1	1	0	1	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	828	42	19	10	0	7	35	1	1	210	344	35	28	3	3	5	4	1	8	0	3	7	24	1	1	5	5	13	4	4	5					
		7.82%	3.56%	2.88%	2.13%	0.00%	1.96%	9.97%	0.50%	0.33%	18.57%	22.77%	10.00%	4.79%	3.53%	3.80%	3.38%	2.82%	0.78%	2.57%	0.00%	3.95%	2.25%	6.37%	0.47%	0.62%	2.23%	5.15%	3.33%	2.76%	1.59%	2.18%					
19	2.Всероссийская политическая партия «Гражданская Сила»	71	20	2	1	1	2	0	1	0	9	13	3	6	1	2	0	0	0	0	0	0	0	2	2	0	0	0	3	0	0	3					
		0.67%	1.69%	0.30%	0.21%	1.61%	0.56%	0.00%	0.50%	0.00%	0.80%	0.86%	0.86%	1.03%	1.18%	2.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.93%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	1.31%					
20	3.Политическая партия «Демократическая партия России»	7	1	0	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.08%	0.00%	0.21%	1.61%	0.00%	0.00%	0.00%	0.00%	0.18%	0.07%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1555	212	114	91	5	49	45	17	43	169	128	37	59	15	6	27	23	17	44	15	9	75	58	37	12	55	14	72	21	34	52					
		14.69%	17.95%	17.30%	19.40%	8.06%	13.73%	12.82%	8.46%	14.10%	14.94%	8.47%	10.57%	10.09%	17.65%	7.59%	18.24%	16.20%	13.18%	14.15%	28.85%	11.84%	24.12%	15.38%	17.29%	7.45%	24.55%	14.43%	18.46%	14.48%	13.49%	22.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	26	4	2	1	0	3	1	0	0	3	5	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	1					
		0.25%	0.34%	0.30%	0.21%	0.00%	0.84%	0.28%	0.00%	0.00%	0.27%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	7.69%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%					
23	6.Политическая партия «Партия социальной справедливости»	21	4	1	0	0	2	0	0	0	3	3	1	2	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1					
		0.20%	0.34%	0.15%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.27%	0.20%	0.29%	0.34%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.45%	1.03%	0.00%	0.00%	0.00%	0.44%					
24	7.Политическая партия «Либерально-демократическая партия России»	675	85	56	29	3	16	21	12	21	64	96	30	54	6	9	8	5	7	23	1	9	16	21	12	9	6	7	22	5	13	9					
		6.38%	7.20%	8.50%	6.18%	4.84%	4.48%	5.98%	5.97%	6.89%	5.66%	6.35%	8.57%	9.23%	7.06%	11.39%	5.41%	3.52%	5.43%	7.40%	1.92%	11.84%	5.14%	5.57%	5.61%	5.59%	2.68%	7.22%	5.64%	3.45%	5.16%	3.93%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	853	123	64	37	11	62	24	12	8	92	80	29	51	7	9	7	7	6	30	0	3	32	39	17	11	9	7	42	2	18	14					
		8.06%	10.41%	9.71%	7.89%	17.74%	17.37%	6.84%	5.97%	2.62%	8.13%	5.29%	8.29%	8.72%	8.24%	11.39%	4.73%	4.93%	4.65%	9.65%	0.00%	3.95%	10.29%	10.34%	7.94%	6.83%	4.02%	7.22%	10.77%	1.38%	7.14%	6.11%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	98	14	6	3	0	7	2	1	6	13	9	6	10	1	3	2	1	0	0	0	2	0	5	1	1	0	1	1	1	2	0					
		0.93%	1.19%	0.91%	0.64%	0.00%	1.96%	0.57%	0.50%	1.97%	1.15%	0.60%	1.71%	1.71%	1.18%	3.80%	1.35%	0.70%	0.00%	0.00%	0.00%	2.63%	0.00%	1.33%	0.47%	0.62%	0.00%	1.03%	0.26%	0.69%	0.79%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6281	660	385	285	41	208	221	152	221	542	801	206	364	49	46	93	101	95	204	31	47	176	226	140	125	138	61	230	110	181	142					
		59.34%	55.88%	58.42%	60.77%	66.13%	58.26%	62.96%	75.62%	72.46%	47.92%	53.01%	58.86%	62.22%	57.65%	58.23%	62.84%	71.13%	73.64%	65.59%	59.62%	61.84%	56.59%	59.95%	65.42%	77.64%	61.61%	62.89%	58.97%	75.86%	71.83%	62.01%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	37	3	2	1	0	1	1	1	1	4	8	0	2	0	1	2	0	2	0	1	0	1	0	1	1	1	1	2	0	0	0					
		0.35%	0.25%	0.30%	0.21%	0.00%	0.28%	0.28%	0.50%	0.33%	0.35%	0.53%	0.00%	0.34%	0.00%	1.27%	1.35%	0.00%	1.55%	0.00%	1.92%	0.00%	0.32%	0.00%	0.47%	0.62%	0.45%	1.03%	0.51%	0.00%	0.00%	0.00%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
