Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Труновская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171					
1	"Число избирателей, внесенных в списки избирателей"	26345	380	2553	2670	1340	1953	1517	1771	274	1271	1113	1369	869	173	903	382	1425	1946	524	1226	220	277	147	165	1303	574					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25370	355	2475	2600	1275	1835	1425	1745	255	1210	1055	1325	815	165	900	365	1395	1900	530	1185	200	265	135	150	1240	570					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13211	170	1151	1329	642	1028	547	953	127	632	587	757	419	113	390	186	670	975	236	792	117	228	105	106	623	328					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1284	23	128	140	61	48	173	43	33	42	60	78	35	4	84	22	38	61	40	21	2	6	0	1	109	32					
6	Число погашенных избирательных бюллетеней	10875	162	1196	1131	572	759	705	749	95	536	408	490	361	48	426	157	687	864	254	372	81	31	30	43	508	210					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1284	23	128	140	61	48	173	43	33	42	60	78	35	4	84	22	38	61	40	21	2	6	0	1	109	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13211	170	1151	1329	642	1028	547	953	127	632	587	757	419	113	390	186	670	975	236	792	117	228	105	106	623	328					
9	Число недействительных избирательных бюллетеней	160	7	13	18	3	10	3	11	0	7	11	7	7	2	4	0	13	4	3	6	5	6	5	4	6	5					
10	Число действительных избирательных бюллетеней	14335	186	1266	1451	700	1066	717	985	160	667	636	828	447	115	470	208	695	1032	273	807	114	228	100	103	726	355					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	205	5	15	15	10	15	10	10	5	10	10	10	5	5	5	5	10	10	5	10	5	5	5	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	88	0	15	15	4	11	9	6	2	3	0	1	0	2	0	2	2	6	1	2	1	1	0	1	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	52	2	5	3	1	7	0	4	3	1	1	6	0	1	0	1	0	1	2	2	2	3	2	3	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	117	5	0	0	6	4	1	4	3	7	10	9	5	3	5	3	8	4	4	8	4	4	5	4	9	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	335	3	25	41	11	26	14	25	6	20	17	12	7	2	12	0	13	32	9	21	2	5	0	3	17	12					
		2.31%	1.55%	1.95%	2.79%	1.56%	2.42%	1.94%	2.51%	3.75%	2.97%	2.63%	1.44%	1.54%	1.71%	2.53%	0.00%	1.84%	3.09%	3.26%	2.58%	1.68%	2.14%	0.00%	2.80%	2.32%	3.33%					
19	2.Всероссийская политическая партия «Гражданская Сила»	34	0	6	2	0	4	3	4	0	3	1	1	0	2	0	1	2	0	1	1	0	0	0	0	3	0					
		0.23%	0.00%	0.47%	0.14%	0.00%	0.37%	0.42%	0.40%	0.00%	0.45%	0.15%	0.12%	0.00%	1.71%	0.00%	0.48%	0.28%	0.00%	0.36%	0.12%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	0	0	2	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0					
