Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Правдинская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439					
1	"Число избирателей, внесенных в списки избирателей"	15873	2387	1310	1328	1169	785	1805	996	589	652	700	1400	879	1085	351	437					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13300	2000	1100	1100	1000	700	1500	800	500	500	600	1200	700	900	300	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7888	1313	667	516	659	403	926	537	253	295	457	609	368	507	185	193					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	573	35	33	32	66	59	65	32	42	30	21	76	12	17	9	44					
6	Число погашенных избирательных бюллетеней	4839	652	400	552	275	238	509	231	205	175	122	515	320	376	106	163					
7	Число избирательных бюллетеней в переносных ящиках для голосования	573	35	33	32	66	59	65	32	42	30	21	76	12	17	9	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7886	1313	667	516	659	403	926	537	253	295	457	607	368	507	185	193					
9	Число недействительных избирательных бюллетеней	78	10	5	1	9	7	4	5	2	5	2	11	3	7	4	3					
10	Число действительных избирательных бюллетеней	8381	1338	695	547	716	455	987	564	293	320	476	672	377	517	190	234					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	107	15	6	10	5	5	10	9	5	5	10	7	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	59	13	4	4	1	0	9	6	0	1	6	4	1	5	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	38	5	2	3	1	1	2	7	0	0	6	5	4	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	48	2	2	6	4	5	1	3	5	4	4	3	4	0	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	271	51	28	13	26	12	23	19	26	12	7	11	8	29	4	2					
		3.20%	3.78%	4.00%	2.37%	3.59%	2.60%	2.32%	3.34%	8.81%	3.69%	1.46%	1.61%	2.11%	5.53%	2.06%	0.84%					
19	2.Всероссийская политическая партия «Гражданская Сила»	86	12	5	8	1	4	4	13	3	5	1	21	4	3	1	1					
		1.02%	0.89%	0.71%	1.46%	0.14%	0.87%	0.40%	2.28%	1.02%	1.54%	0.21%	3.07%	1.05%	0.57%	0.52%	0.42%					
20	3.Политическая партия «Демократическая партия России»	8	3	1	0	0	0	1	0	0	0	1	2	0	0	0	0					
		0.09%	0.22%	0.14%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.21%	0.29%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	798	161	84	57	93	20	59	66	17	26	20	36	42	56	34	27					
		9.43%	11.94%	12.00%	10.40%	12.83%	4.33%	5.95%	11.60%	5.76%	8.00%	4.18%	5.27%	11.05%	10.69%	17.53%	11.39%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	20	5	3	0	2	1	2	1	0	0	2	2	1	1	0	0					
		0.24%	0.37%	0.43%	0.00%	0.28%	0.22%	0.20%	0.18%	0.00%	0.00%	0.42%	0.29%	0.26%	0.19%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	11	1	0	0	3	0	1	2	1	0	0	0	0	1	1	1					
		0.13%	0.07%	0.00%	0.00%	0.41%	0.00%	0.10%	0.35%	0.34%	0.00%	0.00%	0.00%	0.00%	0.19%	0.52%	0.42%					
24	7.Политическая партия «Либерально-демократическая партия России»	933	164	116	62	99	34	114	71	23	41	37	66	33	37	14	22					
		11.03%	12.17%	16.57%	11.31%	13.66%	7.36%	11.50%	12.48%	7.80%	12.62%	7.74%	9.66%	8.68%	7.06%	7.22%	9.28%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	500	89	47	33	47	40	70	43	4	6	12	32	24	29	17	7					
		5.91%	6.60%	6.71%	6.02%	6.48%	8.66%	7.06%	7.56%	1.36%	1.85%	2.51%	4.69%	6.32%	5.53%	8.76%	2.95%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	120	36	9	9	8	7	10	8	1	3	3	10	4	9	1	2					
		1.42%	2.67%	1.29%	1.64%	1.10%	1.52%	1.01%	1.41%	0.34%	0.92%	0.63%	1.46%	1.05%	1.72%	0.52%	0.84%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5576	804	400	364	433	333	696	335	217	226	391	485	258	347	115	172					
		65.92%	59.64%	57.14%	66.42%	59.72%	72.08%	70.23%	58.88%	73.56%	69.54%	81.80%	71.01%	67.89%	66.22%	59.28%	72.57%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	58	12	2	1	4	4	7	6	1	1	2	7	3	5	3	0					
		0.69%	0.89%	0.29%	0.18%	0.55%	0.87%	0.71%	1.05%	0.34%	0.31%	0.42%	1.02%	0.79%	0.95%	1.55%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
