Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Калтанская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177					
1	"Число избирателей, внесенных в списки избирателей"	17983	1204	1190	1258	1192	1280	1219	1258	1255	1269	1299	1029	1062	1217	1176	1075					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18000	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12686	816	910	825	706	882	883	863	831	891	956	630	850	1048	866	729					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1485	150	115	75	103	107	136	160	73	139	51	90	53	49	84	100					
6	Число погашенных избирательных бюллетеней	3829	234	175	300	391	211	181	177	296	170	193	480	297	103	250	371					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1485	150	115	75	103	107	136	160	73	139	51	90	53	49	84	100					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12686	816	910	825	706	882	883	863	831	891	956	630	850	1048	866	729					
9	Число недействительных избирательных бюллетеней	137	9	8	12	9	8	1	4	3	11	35	6	9	11	6	5					
10	Число действительных избирательных бюллетеней	14034	957	1017	888	800	981	1018	1019	901	1019	972	714	894	1086	944	824					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	342	23	22	23	20	27	23	32	16	29	15	30	17	25	17	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	342	23	22	23	20	27	23	32	16	29	15	30	17	25	17	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	271	19	12	18	8	12	22	14	11	25	31	15	18	12	29	25					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	3	1	0	0	2	0	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	187	16	12	16	8	17	10	16	12	16	16	13	5	15	4	11					
		1.32%	1.66%	1.17%	1.78%	0.99%	1.72%	0.98%	1.56%	1.33%	1.55%	1.59%	1.81%	0.55%	1.37%	0.42%	1.33%					
19	2.Всероссийская политическая партия «Гражданская Сила»	102	13	3	12	10	5	6	5	7	10	8	4	9	4	4	2					
		0.72%	1.35%	0.29%	1.33%	1.24%	0.51%	0.59%	0.49%	0.77%	0.97%	0.79%	0.56%	0.99%	0.36%	0.42%	0.24%					
20	3.Политическая партия «Демократическая партия России»	14	0	2	1	1	2	0	0	1	2	0	0	2	2	0	1					
		0.10%	0.00%	0.20%	0.11%	0.12%	0.20%	0.00%	0.00%	0.11%	0.19%	0.00%	0.00%	0.22%	0.18%	0.00%	0.12%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1306	60	90	101	82	63	56	69	70	95	99	128	123	147	58	65					
		9.22%	6.21%	8.78%	11.22%	10.14%	6.37%	5.50%	6.74%	7.74%	9.22%	9.83%	17.78%	13.62%	13.40%	6.11%	7.84%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	62	14	4	6	6	8	6	5	7	1	0	0	1	0	1	3					
		0.44%	1.45%	0.39%	0.67%	0.74%	0.81%	0.59%	0.49%	0.77%	0.10%	0.00%	0.00%	0.11%	0.00%	0.11%	0.36%					
23	6.Политическая партия «Партия социальной справедливости»	23	1	4	5	0	1	3	2	4	1	0	1	0	0	0	1					
		0.16%	0.10%	0.39%	0.56%	0.00%	0.10%	0.29%	0.20%	0.44%	0.10%	0.00%	0.14%	0.00%	0.00%	0.00%	0.12%					
24	7.Политическая партия «Либерально-демократическая партия России»	1271	93	91	90	78	73	88	82	84	103	91	70	64	95	88	81					
		8.97%	9.63%	8.88%	10.00%	9.64%	7.38%	8.64%	8.02%	9.29%	10.00%	9.04%	9.72%	7.09%	8.66%	9.26%	9.77%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	639	51	39	52	57	47	46	52	41	38	28	40	38	45	34	31					
