Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Воротынская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586					
1	"Число избирателей, внесенных в списки избирателей"	15101	992	841	1582	1363	561	893	153	120	476	218	94	118	79	337	393	385	360	161	83	56	142	994	45	61	295	200	374	340	368	605	473	203	1050	401	56	47	182					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14882	950	820	1570	1330	550	860	140	110	460	220	83	120	80	300	400	440	370	150	80	60	120	1050	46	60	290	200	380	350	390	580	460	190	1000	400	65	48	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8891	557	479	810	772	324	516	108	80	280	138	59	68	63	184	227	260	259	124	50	43	98	589	35	37	154	138	217	197	226	371	267	137	628	216	38	33	109					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1067	18	27	35	44	22	95	6	15	41	25	7	12	7	47	45	41	31	22	15	9	13	35	5	0	43	22	38	45	41	66	40	35	37	55	11	3	14					
6	Число погашенных избирательных бюллетеней	4924	375	314	725	514	204	249	26	15	139	57	17	40	10	69	128	139	80	4	15	8	9	426	6	23	93	40	125	108	123	143	153	18	335	129	16	12	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1067	18	27	35	44	22	95	6	15	41	25	7	12	7	47	45	41	31	22	15	9	13	35	5	0	43	22	38	45	41	66	40	35	37	55	11	3	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8890	557	478	810	772	324	516	108	80	280	138	59	68	63	184	227	260	259	124	50	43	98	589	35	37	154	138	217	197	226	371	267	137	628	216	38	33	109					
9	Число недействительных избирательных бюллетеней	72	0	6	8	3	5	8	0	0	2	0	0	2	0	0	2	3	2	1	0	0	2	7	0	0	1	1	2	2	2	2	3	1	6	1	0	0	0					
10	Число действительных избирательных бюллетеней	9885	575	499	837	813	341	603	114	95	319	163	66	78	70	231	270	298	288	145	65	52	109	617	40	37	196	159	253	240	265	435	304	171	659	270	49	36	123					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	262	10	15	30	20	10	10	5	5	5	5	3	5	3	5	5	5	5	5	3	3	5	10	3	3	5	5	7	5	8	10	10	5	10	8	3	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	112	6	11	23	12	10	4	2	0	1	1	0	0	1	1	2	3	5	1	0	0	1	0	0	0	1	0	4	1	2	6	5	1	4	4	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	106	5	6	5	4	2	3	3	5	1	1	7	5	1	1	2	3	2	2	2	2	1	2	1	2	0	5	3	2	2	6	1	1	9	4	4	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	150	4	4	7	8	0	6	3	5	4	4	3	5	2	4	3	2	0	4	3	3	4	10	3	3	4	5	3	4	6	4	5	4	6	4	3	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	265	2	16	22	17	13	22	3	2	9	8	1	8	1	4	5	5	4	4	2	3	7	14	1	3	7	7	12	10	2	3	1	7	14	18	2	2	4					
		2.66%	0.35%	3.17%	2.60%	2.08%	3.76%	3.60%	2.63%	2.11%	2.80%	4.91%	1.52%	10.00%	1.43%	1.73%	1.84%	1.66%	1.38%	2.74%	3.08%	5.77%	6.31%	2.24%	2.50%	8.11%	3.55%	4.38%	4.71%	4.13%	0.75%	0.69%	0.33%	4.07%	2.11%	6.64%	4.08%	5.56%	3.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	34	0	2	3	4	9	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	1	0	0	2	0	0	1	1	1	1	0	1	2	0	1	0					
		0.34%	0.00%	0.40%	0.36%	0.49%	2.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.66%	0.34%	0.00%	0.00%	0.00%	0.90%	0.16%	0.00%	0.00%	1.02%	0.00%	0.00%	0.41%	0.37%	0.23%	0.33%	0.00%	0.15%	0.74%	0.00%	2.78%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	2	0	1	2	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1					
		0.13%	0.35%	0.00%	0.12%	0.25%	0.00%	0.33%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1203	71	87	116	103	63	46	8	7	28	10	6	13	7	27	37	32	40	14	7	6	4	95	4	3	25	17	19	31	30	24	20	41	81	50	1	3	27					
		12.08%	12.35%	17.23%	13.73%	12.62%	18.21%	7.53%	7.02%	7.37%	8.72%	6.13%	9.09%	16.25%	10.00%	11.69%	13.60%	10.63%	13.79%	9.59%	10.77%	11.54%	3.60%	15.22%	10.00%	8.11%	12.69%	10.63%	7.45%	12.81%	11.24%	5.49%	6.51%	23.84%	12.18%	18.45%	2.04%	8.33%	21.95%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	0	1	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0					
		0.10%	0.00%	0.20%	0.36%	0.12%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	22	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	5	1	0	0	1	0	0	0	0					
		0.22%	0.00%	0.20%	0.12%	0.12%	0.29%	0.16%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	1.57%	0.00%	1.87%	0.23%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	811	67	36	83	73	36	37	8	6	33	21	5	5	2	23	21	34	21	16	3	13	13	30	0	2	11	12	24	18	21	39	6	8	36	23	4	2	19					
