Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Поронайская ТИК																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №157	УИК №158					
1	"Число избирателей, внесенных в список избирателей"	20581	1542	1327	1943	1500	2476	2279	1414	901	154	2007	2105	745	469	943	97	181	304	194					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21052	1587	1369	1885	1502	2558	2367	1426	953	146	2009	2141	734	474	987	100	189	384	241					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9622	654	620	777	669	1185	1074	564	372	56	1050	1080	360	167	567	72	146	174	35					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	837	27	15	195	35	54	26	35	64	6	55	78	78	60	45	0	0	49	15					
6	Число погашенных избирательных бюллетеней	10588	906	734	913	793	1319	1267	827	517	84	904	983	296	247	375	28	43	161	191					
7	Число избирательных бюллетеней в переносных ящиках для голосования	842	27	15	195	40	54	26	35	64	6	55	78	78	60	45	0	0	49	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9622	654	620	777	669	1185	1074	564	372	56	1050	1080	360	167	567	72	146	174	35					
9	Число недействительных избирательных бюллетеней	198	11	8	13	12	27	28	18	8	0	29	25	1	0	14	2	0	2	0					
10	Число действительных избирательных бюллетеней	10266	670	627	959	697	1212	1072	581	428	62	1076	1133	437	227	598	70	146	221	50					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	332	20	20	15	15	27	25	20	11	8	18	6	10	10	25	7	5	35	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	242	15	12	8	6	15	21	12	2	1	5	6	10	10	25	2	5	35	52					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	119	11	7	3	4	13	13	4	3	9	5	7	20	3	13	0	0	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	90	5	8	7	9	12	4	8	9	7	13	0	0	0	0	5	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	2	0	0	4	2	2	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1128	66	67	125	78	121	118	63	48	13	154	142	44	17	53	2	7	7	3					
		10.78%	9.69%	10.55%	12.86%	11.00%	9.77%	10.73%	10.52%	11.01%	20.97%	13.94%	12.26%	10.05%	7.49%	8.66%	2.78%	4.79%	3.14%	6.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1226	63	73	118	84	139	135	55	62	9	162	151	51	28	65	7	8	8	8					
		11.72%	9.25%	11.50%	12.14%	11.85%	11.22%	12.27%	9.18%	14.22%	14.52%	14.66%	13.04%	11.64%	12.33%	10.62%	9.72%	5.48%	3.59%	16.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	89	6	4	7	1	11	12	4	7	2	6	12	4	1	7	0	1	2	2					
		0.85%	0.88%	0.63%	0.72%	0.14%	0.89%	1.09%	0.67%	1.61%	3.23%	0.54%	1.04%	0.91%	0.44%	1.14%	0.00%	0.68%	0.90%	4.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1900	134	115	151	126	227	206	84	69	2	213	251	86	45	72	13	46	50	10					
		18.16%	19.68%	18.11%	15.53%	17.77%	18.32%	18.73%	14.02%	15.83%	3.23%	19.28%	21.68%	19.63%	19.82%	11.76%	18.06%	31.51%	22.42%	20.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	177	10	14	21	16	25	17	11	9	0	11	23	7	2	8	1	1	1	0					
		1.69%	1.47%	2.20%	2.16%	2.26%	2.02%	1.55%	1.84%	2.06%	0.00%	0.99%	1.99%	1.60%	0.88%	1.31%	1.39%	0.68%	0.45%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5691	387	349	528	391	681	580	360	231	36	526	546	244	131	391	47	83	153	27					
		54.39%	56.83%	54.96%	54.32%	55.15%	54.96%	52.73%	60.10%	52.98%	58.06%	47.60%	47.15%	55.71%	57.71%	63.89%	65.28%	56.85%	68.61%	54.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	55	4	5	9	1	8	4	4	2	0	4	8	1	3	2	0	0	0	0					
		0.53%	0.59%	0.79%	0.93%	0.14%	0.65%	0.36%	0.67%	0.46%	0.00%	0.36%	0.69%	0.23%	1.32%	0.33%	0.00%	0.00%	0.00%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
