Выборы Президента Российской Федерации																																																																																							
Дата голосования: 04.03.2012																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Красногорская																																																																																							
																																																																																							
Сводная таблица итогов голосования																																																																																							
																																																																																							
	Число участковых избирательных комиссий	76																																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	76																																																																																					
																																																																																							
		Сумма	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131									
1	Число избирателей, включенных в список избирателей	146990	1841	1003	2521	1349	1198	2275	2181	2020	2090	2219	2014	2171	1972	2409	2218	1999	2031	2102	2258	2664	2626	2539	2348	2425	2067	2141	2023	1933	2508	2921	2610	2501	1938	1976	2076	2132	1534	1276	1080	2373	2262	2018	2015	297	3035	1401	644	525	452	1189	2688	2676	2256	2397	2197	2601	2909	3077	2456	2084	2101	1265	2230	1295	2794	1492	2062	1442	2089	524	1295	816	1193	591	1388	1672									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	135350	1700	800	2500	1200	1200	2200	2200	2000	2000	2000	2000	2000	1800	2300	2200	2000	2000	2000	2200	2500	2500	2000	2300	2200	2000	2000	1900	1700	2300	2600	2500	2500	1900	1900	2000	2000	1400	1200	800	2300	2000	1500	1900	450	2500	1100	750	700	400	1100	2600	2600	2100	2100	2100	2400	2700	2100	2300	2000	2000	1200	2000	1100	1900	1100	1900	1400	2000	490	1000	760	1100	500	1200	1500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	86743	1096	597	1353	768	767	1374	1353	1212	1278	1336	1209	1291	1116	1461	1393	1133	1225	1062	1169	1612	1561	1500	1431	1465	1174	1274	1222	1045	1476	1817	1499	1386	1023	1140	1114	1270	857	726	628	1424	1399	1396	1324	293	1886	867	429	393	252	539	1575	1531	1206	1247	1277	1591	1776	2026	1503	1231	1287	774	1382	751	1484	1011	1167	952	1153	296	639	294	752	417	774	1032									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3766	55	37	72	20	311	74	42	67	12	21	8	10	4	16	61	84	37	38	7	35	27	24	53	41	40	57	56	7	31	19	14	54	28	24	22	13	12	14	43	9	4	13	18	2	1	4	215	111	64	38	90	99	57	76	10	16	5	52	18	45	34	10	29	11	320	25	33	24	44	32	277	309	24	10	41	6									
6	Число погашенных избирательных бюллетеней	44841	549	166	1075	412	122	752	805	721	710	643	783	699	680	823	746	783	738	900	1024	853	912	476	816	694	786	669	622	648	793	764	987	1060	849	736	864	717	531	460	129	867	597	91	558	155	613	229	106	196	84	523	935	970	837	777	813	793	919	22	779	724	679	416	589	338	96	64	700	424	803	162	84	157	324	73	385	462									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3766	55	37	72	20	311	74	42	67	12	21	8	10	4	16	61	84	37	38	7	35	27	24	53	41	40	57	56	7	31	19	14	54	28	24	22	13	12	14	43	9	4	13	18	2	1	4	215	111	64	38	90	99	57	76	10	16	5	52	18	45	34	10	29	11	320	25	33	24	44	32	277	309	24	10	41	6									
8	Число бюллетеней в стационарных ящиках для голосования	86634	1096	597	1350	764	767	1374	1352	1212	1274	1325	1207	1290	1116	1461	1393	1133	1223	1059	1167	1612	1550	1500	1429	1465	1171	1273	1221	1045	1475	1817	1499	1386	1023	1139	1102	1270	857	724	627	1422	1397	1394	1324	293	1883	867	429	393	252	537	1575	1531	1204	1247	1264	1591	1776	2020	1503	1229	1287	773	1382	751	1482	1011	1167	948	1153	296	639	294	752	417	774	1032									
9	Число недействительных избирательных бюллетеней	1494	20	12	16	12	20	25	25	24	21	16	24	17	7	39	23	16	17	14	20	37	27	13	30	21	18	32	13	18	31	32	7	27	32	21	19	49	10	21	6	18	26	29	28	2	22	10	11	12	5	9	32	28	17	13	26	29	6	30	36	35	15	18	33	6	2	13	28	14	25	3	11	17	10	7	20	16									
10	Число действительных избирательных бюллетеней	88906	1131	622	1406	772	1058	1423	1369	1255	1265	1330	1191	1283	1113	1438	1431	1201	1243	1083	1154	1610	1550	1511	1452	1485	1193	1298	1264	1034	1475	1804	1506	1413	1019	1142	1105	1234	859	717	664	1413	1375	1378	1314	293	1862	861	633	492	311	566	1633	1602	1244	1310	1248	1578	1775	2042	1485	1239	1306	765	1378	756	1800	1023	1172	958	1172	325	905	586	766	420	795	1022									
11	Число полученных открепительных  удостоверений	2166	27	12	30	15	22	30	25	30	36	33	31	36	33	36	30	31	34	34	42	40	38	32	32	40	30	25	31	29	41	30	37	39	30	35	30	25	25	30	13	28	38	45	37	5	29	27	0	0	7	10	46	25	36	51	38	47	43	39	43	28	35	10	40	28	33	20	20	23	23	5	19	0	25	15	15	34									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2147	27	12	30	15	17	30	25	30	36	33	31	36	33	36	30	31	34	32	42	40	38	32	32	40	30	25	30	29	41	30	37	38	30	35	30	24	25	30	13	28	38	45	37	4	28	25	0	0	7	10	46	25	36	51	38	47	43	39	43	28	35	10	39	28	32	20	19	23	22	5	19	0	25	15	15	33									
13	Число избирателей, проголосовавших по открепительным удостоверениям	4257	30	38	39	19	58	15	10	8	41	22	26	32	44	43	23	22	18	37	31	54	30	73	9	58	21	84	101	62	116	39	33	36	7	31	29	34	66	34	182	21	119	130	15	116	126	91	197	311	19	36	51	27	89	28	29	53	34	94	49	26	28	11	151	60	184	59	56	52	43	26	22	43	71	22	50	63									
14	Число неиспользованных открепительных удостоверений	19	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1									
15	Число открепительных удостоверений, выданных избирателям ТИК	718	7	6	8	3	8	17	24	7	26	17	20	13	10	37	16	13	14	11	23	19	16	26	12	13	13	14	11	13	18	18	15	12	12	12	9	9	1	8	2	12	14	8	10	0	3	0	0	0	2	2	13	7	4	8	8	7	8	10	7	10	8	3	11	4	5	4	3	2	1	1	2	1	1	0	2	4									
