Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Нижнекамская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327					
1	"Число избирателей, внесенных в списки"	26218	1152	998	326	1057	1072	609	308	239	681	343	192	558	268	477	188	372	278	423	439	488	252	321	709	613	652	516	320	357	551	1091	2628	2628	2627	2485					
2	"Число бюллетеней, полученных участковыми комиссиями"	25790	1165	988	333	1071	1076	610	310	226	673	340	182	566	268	479	190	370	280	430	446	491	253	319	706	617	643	516	317	358	547	1093	2537	2530	2490	2370					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22241	881	729	285	847	848	568	292	198	539	328	178	555	267	456	174	353	261	412	409	432	252	293	664	513	497	444	287	337	513	997	2137	1933	2222	2140					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	946	100	96	6	26	23	35	10	28	85	5	3	0	0	0	0	0	0	8	29	23	0	7	10	59	129	58	23	0	0	46	20	46	27	44					
6	Число погашенных бюллетеней	2603	184	163	42	198	205	7	8	0	49	7	1	11	1	23	16	17	19	10	8	36	1	19	32	45	17	14	7	21	34	50	380	551	241	186					
7	Число бюллетеней в переносных ящиках для голосования	946	100	96	6	26	23	35	10	28	85	5	3	0	0	0	0	0	0	8	29	23	0	7	10	59	129	58	23	0	0	46	20	46	27	44					
8	Число бюллетеней в стационарных ящиках для голосования	22233	881	729	285	847	848	568	292	198	539	328	178	555	267	456	174	353	261	412	409	432	252	293	664	513	497	444	287	337	513	997	2129	1933	2222	2140					
9	Число недействительных бюллетеней	135	5	9	0	9	14	1	1	1	0	0	2	0	0	2	0	5	0	2	0	0	0	0	0	6	4	1	0	1	1	3	17	12	24	15					
10	Число действительных бюллетеней	23044	976	816	291	864	857	602	301	225	624	333	179	555	267	454	174	348	261	418	438	455	252	300	674	566	622	501	310	336	512	1040	2132	1967	2225	2169					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	482	22	19	6	20	20	10	6	4	13	7	3	10	5	9	3	7	5	14	9	10	5	7	13	12	12	10	5	7	9	25	38	40	49	48					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	251	21	17	6	9	6	1	1	2	3	0	1	6	0	0	0	0	0	14	5	3	0	0	4	2	7	4	0	0	1	5	31	31	39	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	172	5	9	8	2	1	3	3	4	8	5	6	0	0	3	2	3	0	7	0	5	2	5	8	6	10	6	4	3	7	13	6	7	10	11					
14	Число погашенных открепительных удостоверений	231	1	2	0	11	14	9	5	2	10	7	2	4	5	9	3	7	5	0	4	7	5	7	9	10	5	6	5	7	8	20	7	9	10	16					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
