Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Закаменская 																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220					
1	"Число избирателей, внесенных в список"	19924	243	415	1059	429	423	222	151	523	193	447	632	333	174	419	838	363	552	497	201	749	697	253	759	874	1408	1515	1546	1245	1160	569	1035					
2	Число полученных избирательных бюллетеней	20172	280	443	1065	432	427	225	156	526	191	450	642	341	179	420	882	366	549	509	209	753	701	250	795	874	1377	1562	1546	1211	1161	554	1096					
3	"Число избирательных бюллетеней, выданных  досрочно"	1124	74	81	190	34	30	10	21	62	0	89	0	59	24	47	0	52	45	79	10	55	85	7	2	9	4	18	7	10	6	14	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13207	144	257	640	326	299	182	118	359	167	274	503	224	132	335	640	235	362	335	172	551	462	213	493	618	916	952	870	746	729	317	636					
5	"Число избирательных бюллетеней, выданных вне помещения"	1843	17	27	86	33	56	12	8	43	21	61	82	31	13	27	102	44	109	56	13	73	92	26	107	61	93	93	65	166	99	39	88					
6	Число погашенных избирательных бюллетеней	3998	45	78	149	39	42	21	9	62	3	26	57	27	10	11	140	35	33	39	14	74	62	4	193	186	364	499	604	289	327	184	372					
7	Число избирательных бюллетеней в переносных ящиках	2967	91	108	276	67	86	22	29	105	21	150	82	90	37	74	102	96	154	135	23	128	177	33	109	70	97	111	72	176	105	53	88					
8	Число бюллетеней в стационарных ящиках для голосования	13191	144	257	640	325	299	182	118	359	167	274	503	224	132	335	640	235	362	335	172	551	462	213	493	618	916	952	870	731	729	317	636					
9	Число недействительных избирательных бюллетеней	200	0	1	14	3	5	2	1	0	2	3	9	6	5	0	10	4	2	4	2	16	5	6	4	6	19	15	11	15	11	7	12					
10	Число действительных избирательных бюллетеней	15958	235	364	902	389	380	202	146	464	186	421	576	308	164	409	732	327	514	466	193	663	634	240	598	682	994	1048	931	892	823	363	712					
11	Число полученных открепительных  удостоверений	598	16	29	20	10	10	6	6	16	6	16	14	10	10	10	37	10	15	15	12	16	18	8	45	25	35	39	34	30	30	25	25					
12	Число выданных открепительных удостоверений	377	15	29	20	3	5	0	1	7	0	0	14	7	10	2	31	0	5	12	12	16	15	0	30	15	17	12	29	30	15	7	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	229	2	4	10	1	6	2	1	2	2	1	5	3	5	2	2	2	7	3	5	8	6	4	4	12	30	15	19	40	6	12	8					
14	Число неиспользованных открепительных удостоверений	221	1	0	0	7	5	6	5	9	6	16	0	3	0	8	6	10	10	3	0	0	3	8	15	10	18	27	5	0	15	18	7					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	345	2	4	12	15	16	3	1	10	0	2	14	2	2	8	20	2	5	11	1	13	7	3	11	15	29	35	27	32	17	8	18					
