Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    ТИК Октябрьского МР																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244					
1	"Число избирателей, внесенных в списки избирателей"	24161	1123	1619	1253	1492	759	763	156	310	190	278	234	2006	2255	776	123	445	1022	424	393	236	462	268	491	598	325	594	217	115	400	352	144	232	255	255	320	163	310	1439	133	127	326	534	111	133					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22665	1300	1300	1100	1300	700	700	135	300	200	280	230	2000	2000	700	125	400	1000	400	400	200	400	300	450	600	300	600	200	105	400	300	130	250	240	260	300	170	300	1300	130	120	300	500	110	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14206	1080	868	777	931	367	402	110	194	133	201	177	1016	1064	418	74	266	470	265	154	169	310	200	340	400	232	340	146	74	292	191	107	169	181	161	220	98	139	694	82	91	178	275	77	73					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1879	43	145	17	51	71	17	8	18	37	17	13	97	92	81	11	41	102	39	142	16	60	15	41	37	15	49	20	24	38	44	13	15	8	16	22	17	67	142	3	14	47	90	6	18					
6	Число погашенных избирательных бюллетеней	6580	177	287	306	318	262	281	17	88	30	62	40	887	844	201	40	93	428	96	104	15	30	85	69	163	53	211	34	7	70	65	10	66	51	83	58	55	94	464	45	15	75	135	27	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1879	43	145	17	51	71	17	8	18	37	17	13	97	92	81	11	41	102	39	142	16	60	15	41	37	15	49	20	24	38	44	13	15	8	16	22	17	67	142	3	14	47	90	6	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14206	1080	868	777	931	367	402	110	194	133	201	177	1016	1064	418	74	266	470	265	154	169	310	200	340	400	232	340	146	74	292	191	107	169	181	161	220	98	139	694	82	91	178	275	77	73					
9	Число недействительных избирательных бюллетеней	232	6	12	6	9	5	6	3	0	0	6	2	11	15	4	4	7	5	3	2	2	5	1	9	18	8	9	0	0	11	10	1	3	1	3	7	0	3	15	0	5	2	2	6	5					
10	Число действительных избирательных бюллетеней	15853	1117	1001	788	973	433	413	115	212	170	212	188	1102	1141	495	81	300	567	301	294	183	365	214	372	419	239	380	166	98	319	225	119	181	188	174	235	115	203	821	85	100	223	363	77	86					
