Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Волжская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17747	1160	851	1117	380	1626	398	200	913	332	1322	370	542	1091	607	387	386	1624	1187	286	1073	362	1533									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18270	1190	880	1160	370	1670	395	200	940	335	1350	380	570	1130	640	410	390	1660	1200	310	1120	380	1590									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10407	739	548	672	204	953	233	138	656	216	844	173	316	568	263	274	267	933	594	208	625	184	799									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1161	13	17	29	41	86	41	13	47	0	116	39	58	110	74	12	18	83	125	18	99	25	97									
6	Число погашенных избирательных бюллетеней	6702	438	315	459	125	631	121	49	237	119	390	168	196	452	303	124	105	644	481	84	396	171	694									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1161	13	17	29	41	86	41	13	47	0	116	39	58	110	74	12	18	83	125	18	99	25	97									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10377	739	548	672	204	923	233	138	656	216	844	173	316	568	263	274	267	933	594	208	625	184	799									
9	Число недействительных избирательных бюллетеней	260	8	7	29	2	20	3	4	12	3	19	6	12	15	4	1	3	12	22	37	8	5	28									
10	Число действительных избирательных бюллетеней	11278	744	558	672	243	989	271	147	691	213	941	206	362	663	333	285	282	1004	697	189	716	204	868									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	910	60	45	60	20	70	20	20	50	30	60	20	40	50	30	20	20	70	60	25	50	20	70									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	814	60	42	60	11	64	18	8	32	30	60	20	40	50	30	20	16	70	22	25	50	20	66									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	346	33	12	19	10	22	15	8	14	27	28	8	18	16	6	4	11	48	12	3	8	4	20									
14	Число погашенных неиспользованных открепительных удостоверений	96	0	3	0	9	6	2	12	18	0	0	0	0	0	0	0	4	0	38	0	0	0	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	8	2	3	0	0	0	0	2	0	1	1	1	1	2	2	1	2	2	0	0	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	45	2	3	3	1	3	0	0	0	2	6	0	0	3	0	1	3	5	5	1	1	3	3									
		0.39%	0.27%	0.53%	0.43%	0.41%	0.30%	0.00%	0.00%	0.00%	0.93%	0.63%	0.00%	0.00%	0.44%	0.00%	0.35%	1.05%	0.49%	0.70%	0.44%	0.14%	1.44%	0.33%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	355	17	18	33	11	22	10	4	4	3	36	7	15	22	4	5	7	35	26	5	34	4	33									
		3.08%	2.26%	3.19%	4.71%	4.49%	2.18%	3.65%	2.65%	0.57%	1.39%	3.75%	3.30%	4.01%	3.24%	1.19%	1.75%	2.46%	3.44%	3.62%	2.21%	4.70%	1.91%	3.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	76	9	5	7	2	5	0	0	0	5	10	3	2	3	0	1	0	9	2	1	2	2	8									
		0.66%	1.20%	0.88%	0.99%	0.82%	0.50%	0.00%	0.00%	0.00%	2.31%	1.04%	1.42%	0.53%	0.44%	0.00%	0.35%	0.00%	0.89%	0.28%	0.44%	0.28%	0.96%	0.89%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6570	383	334	397	134	606	159	99	495	114	505	116	181	367	223	185	181	522	408	137	418	109	497									
		56.94%	50.93%	59.12%	56.63%	54.69%	60.06%	58.03%	65.56%	70.41%	52.78%	52.60%	54.72%	48.40%	54.13%	66.17%	64.69%	63.51%	51.38%	56.75%	60.62%	57.73%	52.15%	55.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	43	0	2	3	1	5	0	0	0	1	2	1	0	4	0	1	0	2	6	0	3	1	11									
		0.37%	0.00%	0.35%	0.43%	0.41%	0.50%	0.00%	0.00%	0.00%	0.46%	0.21%	0.47%	0.00%	0.59%	0.00%	0.35%	0.00%	0.20%	0.83%	0.00%	0.41%	0.48%	1.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	2	0	2	2	2									
		0.15%	0.13%	0.18%	0.00%	0.00%	0.10%	0.36%	0.66%	0.00%	0.00%	0.10%	0.00%	0.27%	0.15%	0.00%	0.00%	0.00%	0.10%	0.28%	0.00%	0.28%	0.96%	0.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	738	67	37	46	10	62	24	5	18	17	66	13	34	50	10	17	14	88	36	6	30	20	68									
		6.40%	8.91%	6.55%	6.56%	4.08%	6.14%	8.76%	3.31%	2.56%	7.87%	6.88%	6.13%	9.09%	7.37%	2.97%	5.94%	4.91%	8.66%	5.01%	2.65%	4.14%	9.57%	7.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	1	2	3	0	1	0	1	0	1	2	0	1	3	2	0	0	1	2	0	1	1	3									
		0.22%	0.13%	0.35%	0.43%	0.00%	0.10%	0.00%	0.66%	0.00%	0.46%	0.21%	0.00%	0.27%	0.44%	0.59%	0.00%	0.00%	0.10%	0.28%	0.00%	0.14%	0.48%	0.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	2	4	2	0	4	0	0	0	1	2	0	1	0	0	1	0	3	0	0	1	1	3									
		0.22%	0.27%	0.71%	0.29%	0.00%	0.40%	0.00%	0.00%	0.00%	0.46%	0.21%	0.00%	0.27%	0.00%	0.00%	0.35%	0.00%	0.30%	0.00%	0.00%	0.14%	0.48%	0.33%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	1	0	0	0	0	0	2	0	2	1	0	0	0	0	1	0	0	0	2									
		0.08%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.53%	0.15%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.22%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	3	1	4	2	2	1	0	0	1	4	1	2	3	1	1	0	5	7	0	1	0	3									
