Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Архангельская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658					
1	"Число избирателей, внесенных в списки"	13987	303	347	381	253	2083	2124	561	205	290	249	196	115	190	535	493	180	682	303	493	244	204	164	468	192	144	233	426	274	127	91	101	223	86	443	233	351					
2	"Число бюллетеней, полученных участковыми комиссиями"	13651	364	405	392	254	1918	1814	555	208	317	257	201	114	187	524	495	182	681	302	480	233	198	166	454	207	139	231	392	258	132	94	106	264	87	428	274	338					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9454	287	187	312	243	1280	1060	422	113	150	212	160	50	122	315	316	164	419	208	383	192	191	107	248	137	94	218	338	150	102	84	62	197	69	316	226	320					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1916	16	160	52	2	108	216	36	58	140	21	10	45	61	122	108	16	67	48	87	18	7	38	88	55	25	11	48	89	25	7	28	26	10	50	7	11					
6	Число погашенных бюллетеней	2281	61	58	28	9	530	538	97	37	27	24	31	19	4	87	71	2	195	46	10	23	0	21	118	15	20	2	6	19	5	3	16	41	8	62	41	7					
7	Число бюллетеней в переносных ящиках для голосования	1916	16	160	52	2	108	216	36	58	140	21	10	45	61	122	108	16	67	48	87	18	7	38	88	55	25	11	48	89	25	7	28	26	10	50	7	11					
8	Число бюллетеней в стационарных ящиках для голосования	9451	287	187	312	243	1280	1057	422	113	150	212	160	50	122	315	316	164	419	208	383	192	191	107	248	137	94	218	338	150	102	84	62	197	69	316	226	320					
9	Число недействительных бюллетеней	362	12	9	7	8	27	18	31	16	11	0	2	0	12	16	14	9	11	6	9	20	0	2	17	6	9	2	25	15	0	3	4	12	8	13	0	8					
10	Число действительных бюллетеней	11005	291	338	357	237	1361	1255	427	155	279	233	168	95	171	421	410	171	475	250	461	190	198	143	319	186	110	227	361	224	127	88	86	211	71	353	233	323					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	298	10	5	5	3	63	63	5	3	3	3	3	3	0	13	5	3	5	3	3	8	8	3	5	3	3	3	8	3	3	8	8	5	3	10	8	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	230	2	5	2	1	63	63	5	3	3	0	0	0	0	13	5	3	5	3	2	8	0	1	4	3	2	0	8	3	3	0	1	5	3	8	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	150	2	4	7	0	23	5	7	5	2	5	4	3	4	8	0	4	1	2	6	1	3	8	0	11	3	1	8	4	4	3	2	1	3	2	2	2					
14	Число погашенных открепительных удостоверений	68	8	0	3	2	0	0	0	0	0	3	3	3	0	0	0	0	0	0	1	0	8	2	1	0	1	3	0	0	0	8	7	0	0	2	6	7					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	310	9	7	31	3	35	18	15	11	6	13	7	2	7	11	12	4	5	6	11	11	4	1	10	6	0	4	13	6	5	3	6	6	1	8	4	9					
		2.72%	2.97%	2.01%	8.51%	1.22%	2.52%	1.41%	3.27%	6.43%	2.06%	5.57%	4.11%	2.10%	3.82%	2.51%	2.83%	2.22%	1.02%	2.34%	2.34%	5.23%	2.02%	0.68%	2.97%	3.12%	0.0%	1.74%	3.36%	2.51%	3.93%	3.29%	6.66%	2.69%	1.26%	2.18%	1.71%	2.71%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	106	1	1	3	0	17	15	14	1	2	3	1	1	0	3	2	3	5	15	2	0	0	0	5	1	1	1	0	0	0	0	0	1	1	4	2	1					
