Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Холмогорская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959					
1	"Число избирателей, внесенных в списки избирателей"	22505	484	243	221	371	1464	2175	162	315	225	187	2256	142	549	1460	190	162	1178	732	1063	162	209	229	366	289	171	145	822	182	2506	221	103	462	229	125	101	254	494	235	995	451	64	111					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21500	480	240	220	370	1300	2000	160	310	210	190	2100	140	570	1300	170	160	1200	740	1000	150	200	220	360	280	160	130	830	180	2300	220	110	460	220	110	100	260	490	240	1000	450	60	110					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11711	271	142	100	188	811	1262	102	134	161	88	1169	68	284	825	97	68	542	446	573	75	91	108	173	140	95	87	440	104	1120	57	52	226	120	68	59	131	252	101	539	263	31	48					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1050	30	24	16	14	32	25	14	43	2	9	29	10	25	40	13	19	43	10	9	37	22	15	41	27	4	12	50	14	191	56	2	28	16	12	9	10	31	11	16	23	16	0					
6	Число погашенных избирательных бюллетеней	8739	179	74	104	168	457	713	44	133	47	93	902	62	261	435	60	73	615	284	418	38	87	97	146	113	61	31	340	62	989	107	56	206	84	30	32	119	207	128	445	164	13	62					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1049	30	24	16	14	32	25	14	43	2	9	29	10	25	40	13	19	43	10	9	37	22	15	41	27	4	12	50	14	190	56	2	28	16	12	9	10	31	11	16	23	16	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11706	271	142	100	188	807	1262	102	134	161	88	1169	68	284	825	97	68	542	446	573	75	91	108	173	140	95	87	440	104	1119	57	52	226	120	68	59	131	252	101	539	263	31	48					
9	Число недействительных избирательных бюллетеней	88	3	0	2	0	2	9	0	1	1	2	11	0	1	7	1	1	8	5	4	0	0	2	1	0	2	1	5	0	10	0	1	2	0	1	0	0	1	1	1	0	1	1					
10	Число действительных избирательных бюллетеней	12667	298	166	114	202	837	1278	116	176	162	95	1187	78	308	858	109	86	577	451	578	112	113	121	213	167	97	98	485	118	1299	113	53	252	136	79	68	141	282	111	554	286	46	47					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	348	5	7	5	5	10	15	5	5	5	5	25	5	15	15	5	5	15	10	10	5	5	5	8	5	5	5	13	5	30	5	5	5	5	5	5	5	10	5	10	20	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	208	3	6	1	1	7	11	5	2	5	2	18	2	12	13	0	4	14	10	4	2	5	0	5	2	0	0	13	0	23	2	0	0	0	0	5	5	5	3	1	16	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	130	2	3	3	1	3	8	0	5	3	0	11	1	1	19	1	2	5	3	6	2	2	1	4	2	0	0	5	14	9	0	1	0	0	0	0	1	2	0	0	4	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	140	2	1	4	4	3	4	0	3	0	3	7	3	3	2	5	1	1	0	6	3	0	5	3	3	5	5	0	5	7	3	5	5	5	5	0	0	5	2	9	4	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	737	36	14	7	18	54	78	5	8	1	9	44	6	23	61	0	6	13	35	21	9	1	24	25	12	1	2	22	14	68	3	0	12	14	6	7	11	24	1	17	18	7	0					
		5.78%	11.96%	8.43%	6.03%	8.91%	6.44%	6.06%	4.31%	4.52%	0.61%	9.28%	3.67%	7.69%	7.44%	7.05%	0.00%	6.90%	2.22%	7.68%	3.61%	8.04%	0.88%	19.51%	11.68%	7.19%	1.01%	2.02%	4.49%	11.86%	5.19%	2.65%	0.00%	4.72%	10.29%	7.50%	10.29%	7.80%	8.48%	0.89%	3.06%	6.29%	14.89%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	137	1	1	1	2	16	22	1	1	5	0	19	0	4	4	0	2	1	1	2	0	0	1	1	4	2	0	4	1	28	1	0	0	0	0	0	2	1	0	7	1	1	0					
