Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Холмогорская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958					
1	"Число избирателей, внесенных в список избирателей"	21863	501	240	215	367	1470	2120	148	307	233	194	2201	130	502	1471	171	141	1078	721	1060	153	178	217	344	272	185	129	836	167	2462	205	87	414	209	119	96	261	517	234	946	468	94					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20060	465	220	200	340	1345	1945	130	270	200	185	2040	120	470	1360	160	135	990	660	950	140	165	200	320	260	160	120	740	150	2250	185	80	380	190	100	95	240	475	220	885	430	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9965	264	125	86	153	800	1136	74	111	132	74	984	62	225	763	62	54	452	365	453	49	57	60	142	105	78	75	415	70	1020	51	41	149	102	65	58	63	197	75	453	225	40					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1225	22	14	20	21	49	45	15	50	15	10	63	8	32	33	17	13	48	41	6	32	20	24	30	33	4	9	84	23	167	58	3	18	10	10	5	48	32	25	28	40	0					
6	Число погашенных избирательных бюллетеней	8827	179	81	94	166	496	764	41	109	53	101	993	50	213	564	81	68	490	254	491	59	88	116	148	122	78	36	241	57	1063	76	36	170	78	25	32	129	246	120	404	165	50					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1268	22	14	20	21	49	45	15	50	15	10	63	8	32	33	17	13	48	41	6	32	20	24	30	33	4	9	84	23	167	58	3	61	10	10	5	48	32	25	28	40	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9963	264	125	86	153	800	1136	74	111	132	74	984	61	225	764	62	54	452	365	453	49	57	60	142	105	78	75	415	70	1018	51	41	149	102	65	58	63	197	75	453	225	40					
9	Число недействительных избирательных бюллетеней	135	3	0	2	3	7	19	0	0	0	0	10	2	6	8	1	1	13	6	7	0	0	1	3	6	0	0	6	4	7	1	0	1	2	0	2	0	3	2	7	2	0					
10	Число действительных избирательных бюллетеней	11096	283	139	104	171	842	1162	89	161	147	84	1037	67	251	789	78	66	487	400	452	81	77	83	169	132	82	84	493	89	1178	108	44	209	110	75	61	111	226	98	474	263	40					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	255	10	2	4	4	10	25	4	2	2	2	13	2	12	11	4	5	7	10	5	2	2	2	5	7	2	2	9	5	35	2	2	5	2	2	5	2	6	7	5	10	2					
