Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Ершичская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194					
1	"Число избирателей, внесенных в списки"	7268	2947	233	267	343	1068	423	343	181	336	495	184	214	234					
2	"Число бюллетеней, полученных участковыми комиссиями"	7500	3000	235	285	360	1100	450	360	185	355	520	190	215	245					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2767	1270	62	92	115	396	106	160	67	89	140	86	93	91					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1485	145	89	107	114	116	255	56	84	172	159	36	55	97					
6	Число погашенных бюллетеней	3248	1585	84	86	131	588	89	144	34	94	221	68	67	57					
7	Число бюллетеней в переносных ящиках для голосования	1485	145	89	107	114	116	255	56	84	172	159	36	55	97					
8	Число бюллетеней в стационарных ящиках для голосования	2765	1268	62	92	115	396	106	160	67	89	140	86	93	91					
9	Число недействительных бюллетеней	72	14	3	0	1	20	4	7	3	1	9	4	3	3					
10	Число действительных бюллетеней	4178	1399	148	199	228	492	357	209	148	260	290	118	145	185					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	164	30	10	10	10	17	10	12	10	10	15	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	30	26	0	0	1	3	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	1	4	3	5	3	1	3	0	3	1	1	1	2					
14	Число погашенных открепительных удостоверений	134	4	10	10	9	14	10	12	10	10	15	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	67	15	3	2	1	11	3	5	4	1	10	4	5	3					
		1.57%	1.06%	1.98%	1.00%	0.43%	2.14%	0.83%	2.31%	2.64%	0.38%	3.34%	3.27%	3.37%	1.59%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	33	21	1	0	4	1	0	1	0	2	2	1	0	0					
		0.77%	1.48%	0.66%	0.0%	1.74%	0.19%	0.0%	0.46%	0.0%	0.76%	0.66%	0.81%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	216	51	11	7	24	34	25	11	1	13	19	10	7	3					
		5.08%	3.60%	7.28%	3.51%	10.48%	6.64%	6.92%	5.09%	0.66%	4.98%	6.35%	8.19%	4.72%	1.59%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	74	43	1	0	3	7	4	2	4	5	3	1	1	0					
		1.74%	3.04%	0.66%	0.0%	1.31%	1.36%	1.10%	0.92%	2.64%	1.91%	1.00%	0.81%	0.67%	0.0%					
22	"5. ""За Русь Святую"""	34	11	3	1	0	6	1	3	2	1	5	0	0	1					
		0.8%	0.77%	1.98%	0.50%	0.0%	1.17%	0.27%	1.38%	1.32%	0.38%	1.67%	0.0%	0.0%	0.53%					
23	"6. ""Объединенная Российская партия ""Русь"""	13	2	0	0	0	4	0	0	1	1	2	0	3	0					
		0.30%	0.14%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.66%	0.38%	0.66%	0.0%	2.02%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	30	10	3	1	0	3	1	2	0	3	2	5	0	0					
		0.70%	0.70%	1.98%	0.50%	0.0%	0.58%	0.27%	0.92%	0.0%	1.14%	0.66%	4.09%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	16	4	0	1	1	0	3	0	0	1	3	0	1	2					
		0.37%	0.28%	0.0%	0.50%	0.43%	0.0%	0.83%	0.0%	0.0%	0.38%	1.00%	0.0%	0.67%	1.06%					
26	"9. ""Российская экологическая партия ""Зеленые"""	4	1	0	0	0	0	0	0	1	0	1	0	0	1					
		0.09%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.33%	0.0%	0.0%	0.53%					
