Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    район Выхино-Жулебино																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №3305					
1	"Число избирателей, внесенных в список избирателей"	133129	2293	1967	2289	1806	2874	2690	1704	2353	2039	2019	2229	2299	2431	2351	2520	2756	2684	2399	2227	2155	2386	2535	2433	2080	2665	2215	2077	2142	1793	1739	2225	2248	1819	1990	1940	2602	2744	2607	2798	2844	2624	2862	2725	2907	2881	2456	2683	2672	2889	2318	2708	2118	2709	2733	2704	1173					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	129200	2200	2000	2300	1550	2700	2500	1700	2300	2000	2000	2200	2300	2400	2300	2400	2500	2500	2400	2200	1850	2400	2400	2400	2100	2600	2200	2000	2100	1800	1700	2200	2200	1800	2000	1900	2500	2600	2500	2700	2700	2600	2800	2700	2800	2800	2400	2600	2600	2800	2300	2600	2100	2600	2600	2600	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	82916	1059	1262	1802	1084	1469	1757	885	1304	1462	1509	1452	1577	1704	1282	1271	1383	2247	2015	1870	1364	1731	1317	2039	1124	1505	1177	1766	1828	1502	1268	1290	1307	1105	1682	1187	1390	1469	1270	1336	1683	1860	1558	1832	1615	1886	1567	1265	1210	1400	1286	1411	1165	1509	1744	1723	1151					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1448	23	32	25	23	27	21	23	34	34	26	31	37	27	26	26	111	34	24	43	22	40	34	30	41	9	29	20	22	22	17	17	24	30	23	16	15	28	21	52	12	20	11	31	32	26	32	15	24	28	10	2	6	16	10	34	0					
6	Число погашенных избирательных бюллетеней	44836	1118	706	473	443	1204	722	792	962	504	465	717	686	669	992	1103	1006	219	361	287	464	629	1049	331	935	1086	994	214	250	276	415	893	869	665	295	697	1095	1103	1209	1312	1005	720	1231	837	1153	888	801	1320	1366	1372	1004	1187	929	1075	846	843	49					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1447	23	32	24	23	27	21	23	34	34	26	31	37	27	26	26	111	34	24	43	22	40	34	30	41	9	29	20	22	22	17	17	24	30	23	16	15	28	21	52	12	20	11	31	32	26	32	15	24	28	10	2	6	16	10	34	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	81710	830	1259	1801	1084	1469	1736	885	1304	1437	1509	1451	1577	1704	1282	1267	1333	2247	2015	1540	1344	1731	1317	2039	1124	1494	1171	1766	1828	1502	1268	1290	1307	1105	1682	1187	1390	1466	1270	1336	1683	1860	1558	1832	1615	1886	1535	1265	1207	1398	1177	1411	1113	1508	1443	1723	1149					
9	Число недействительных избирательных бюллетеней	1568	17	23	37	13	38	24	0	23	25	14	14	79	28	22	20	306	20	27	52	22	28	30	0	0	14	15	20	0	0	0	160	24	18	15	36	28	28	26	17	0	36	23	27	6	0	0	20	15	24	23	25	28	13	18	25	22					
10	Число действительных избирательных бюллетеней	81589	836	1268	1788	1094	1458	1733	908	1315	1446	1521	1468	1535	1703	1286	1273	1138	2261	2012	1531	1344	1743	1321	2069	1165	1489	1185	1766	1850	1524	1285	1147	1307	1117	1690	1167	1377	1466	1265	1371	1695	1844	1546	1836	1641	1912	1567	1260	1216	1402	1164	1388	1091	1511	1435	1732	1127					
